joint_number,joint_length,wall_thickness,dist_upstream_weld,log_distance,elevation,event_type,depth_percent,id_reduction,length,width,burst_mop,clock_position,orientation,comments,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,event_type_normalized,is_reference,clock_decimal,original_index
,,0.344,-26.06,41651.43,706.3523,Cluster,14.0,,2.66,2.64,,9:39,External,,2007,Cluster_41651.4,True,41651.43,41651.81,CLUSTER,False,9.65,1814
,,0.344,-26.51,41651.88,706.3593,Cluster,14.0,,2.84,4.19,,9:38,External,,2007,Cluster_41651.9,True,41651.88,41652.259999999995,CLUSTER,False,9.633333333333333,1815
,,0.344,-27.03,41652.4,706.3675,Cluster,12.0,,2.08,2.26,,9:39,External,,2007,Cluster_41652.4,True,41652.4,41652.78,CLUSTER,False,9.65,1816
,,0.344,-27.89,41653.26,706.3809,Cluster,19.0,,3.68,2.75,,8:52,External,,2007,Cluster_41653.3,True,41653.26,41653.64,CLUSTER,False,8.866666666666667,1818
,,0.344,-28.52,41653.89,706.3908,Cluster,21.0,,2.99,2.54,1.8,9:48,External,,2007,Cluster_41653.9,True,41653.89,41654.27,CLUSTER,False,9.8,1819
,,0.344,-25.68,41704.24,706.715,Cluster,14.0,,5.59,14.6,,6:18,External,,2007,Cluster_41704.2,True,41704.24,41704.619999999995,CLUSTER,False,6.3,1829
,,0.344,-0.53,41705.97,706.6729,Cluster,11.0,,4.12,17.76,,7:43,External,,2007,Cluster_41706.0,True,41705.97,41706.35,CLUSTER,False,7.716666666666667,1832
,,0.344,-0.77,43597.89,701.6441,Cluster,14.0,,2.4,7.67,,4:45,External,,2007,Cluster_43597.9,True,43597.89,43598.27,CLUSTER,False,4.75,1897
,,0.344,-20.73,43925.26,701.9519,Metal Loss-Manufacturing Anomaly,15.0,,2.32,0.59,,7:51,,,2007,Metal Loss-Manufacturing Anomaly_43925.3,True,43925.26,43925.64,METAL_LOSS_MFG,False,7.85,1908
,,0.344,-24.44,43928.97,701.9672,Metal Loss-Manufacturing Anomaly,14.0,,3.03,0.71,,9:08,,,2007,Metal Loss-Manufacturing Anomaly_43929.0,True,43928.97,43929.35,METAL_LOSS_MFG,False,9.133333333333333,1909
,,0.344,-25.96,43930.49,701.9641,Metal Loss-Manufacturing Anomaly,13.0,,3.46,0.94,,9:33,,,2007,Metal Loss-Manufacturing Anomaly_43930.5,True,43930.49,43930.869999999995,METAL_LOSS_MFG,False,9.55,1910
,,0.344,-25.98,43930.51,701.964,Metal Loss-Manufacturing Anomaly,27.0,,3.42,0.55,,9:23,,,2007,Metal Loss-Manufacturing Anomaly_43930.5,True,43930.51,43930.89,METAL_LOSS_MFG,False,9.383333333333333,1911
,,0.344,-5.46,43949.85,701.8126,Metal Loss,13.0,,1.58,1.42,,2:25,External,,2007,Metal Loss_43949.8,True,43949.85,43950.23,METAL_LOSS,False,2.4166666666666665,1913
,,0.344,-5.91,43950.29,701.8019,Metal Loss,10.0,,1.65,2.48,,2:28,External,,2007,Metal Loss_43950.3,True,43950.29,43950.67,METAL_LOSS,False,2.466666666666667,1914
,,0.344,-9.79,43954.18,701.7088,Cluster,13.0,,1.81,2.93,,9:26,External,,2007,Cluster_43954.2,True,43954.18,43954.56,CLUSTER,False,9.433333333333334,1915
,,0.344,-11.93,43956.32,701.6575,Cluster,11.0,,2.28,1.91,,2:15,External,,2007,Cluster_43956.3,True,43956.32,43956.7,CLUSTER,False,2.25,1916
,,0.344,-12.36,43956.74,701.6473,Cluster,12.0,,5.46,5.22,,1:43,External,,2007,Cluster_43956.7,True,43956.74,43957.119999999995,CLUSTER,False,1.7166666666666668,1917
,,0.344,-13.09,43957.47,701.6297,Metal Loss,12.0,,2.4,1.93,,2:21,External,,2007,Metal Loss_43957.5,True,43957.47,43957.85,METAL_LOSS,False,2.35,1918
,,0.344,-15.5,43959.89,701.5719,Metal Loss,12.0,,3.35,0.83,,9:25,External,,2007,Metal Loss_43959.9,True,43959.89,43960.27,METAL_LOSS,False,9.416666666666666,1919
,,0.344,-18.37,43962.76,701.504,Metal Loss,10.0,,2.24,1.42,,2:21,External,,2007,Metal Loss_43962.8,True,43962.76,43963.14,METAL_LOSS,False,2.35,1920
,,0.344,-37.18,43981.57,700.8596,Metal Loss,11.0,,0.87,1.18,,5:14,Internal,,2007,Metal Loss_43981.6,True,43981.57,43981.95,METAL_LOSS,False,5.233333333333333,1921
,,0.344,-0.71,43985.28,700.6769,Cluster,16.0,,3.58,7.42,,10:38,External,,2007,Cluster_43985.3,True,43985.28,43985.66,CLUSTER,False,10.633333333333333,1923
,,0.344,-5.25,44100.91,699.1291,Cluster,23.0,,10.97,12.82,1.62,5:42,Internal,,2007,Cluster_44100.9,True,44100.91,44101.29,CLUSTER,False,5.7,1929
,,0.344,-1.18,44640.11,697.2894,Metal Loss,13.0,,0.87,0.83,,6:38,External,,2007,Metal Loss_44640.1,True,44640.11,44640.49,METAL_LOSS,False,6.633333333333333,1946
,,0.344,-2.41,44641.35,697.2719,Metal Loss,12.0,,1.02,0.98,,4:49,External,,2007,Metal Loss_44641.3,True,44641.35,44641.73,METAL_LOSS,False,4.816666666666666,1947
,,0.344,-3.02,44641.95,697.2633,Metal Loss,20.0,,1.38,1.3,1.86,4:51,External,,2007,Metal Loss_44641.9,True,44641.95,44642.329999999994,METAL_LOSS,False,4.85,1948
,,0.344,-3.55,44642.49,697.2557,Metal Loss,22.0,,1.1,0.83,1.87,4:46,External,,2007,Metal Loss_44642.5,True,44642.49,44642.869999999995,METAL_LOSS,False,4.766666666666667,1949
,,0.344,-9.05,44647.98,697.1778,Cluster,16.0,,6.84,3.81,,4:42,External,,2007,Cluster_44648.0,True,44647.98,44648.36,CLUSTER,False,4.7,1950
,,0.344,-20.15,44698.12,696.1631,Metal Loss,13.0,,1.22,1.1,,4:16,External,,2007,Metal Loss_44698.1,True,44698.12,44698.5,METAL_LOSS,False,4.266666666666667,1952
,,0.344,-20.75,44698.71,696.1486,Metal Loss,11.0,,1.1,1.1,,4:35,External,,2007,Metal Loss_44698.7,True,44698.71,44699.09,METAL_LOSS,False,4.583333333333333,1953
,,0.344,-21.25,44699.21,696.1362,Cluster,20.0,,3.23,3.77,1.79,7:38,External,,2007,Cluster_44699.2,True,44699.21,44699.59,CLUSTER,False,7.633333333333333,1954
,,0.344,-22.98,44700.94,696.0937,Metal Loss,10.0,,1.3,1.26,,7:56,External,,2007,Metal Loss_44700.9,True,44700.94,44701.32,METAL_LOSS,False,7.933333333333334,1955
,,0.344,-23.27,44701.23,696.0865,Metal Loss,10.0,,0.91,0.91,,4:43,External,,2007,Metal Loss_44701.2,True,44701.23,44701.61,METAL_LOSS,False,4.716666666666667,1956
,,0.344,-25.85,44703.81,696.023,Metal Loss-Manufacturing Anomaly,11.0,,0.47,0.83,,3:55,,,2007,Metal Loss-Manufacturing Anomaly_44703.8,True,44703.81,44704.189999999995,METAL_LOSS_MFG,False,3.9166666666666665,1957
,,0.344,-21.98,44940.0,696.5491,Cluster,15.0,,3.73,5.82,,8:17,External,,2007,Cluster_44940.0,True,44940.0,44940.38,CLUSTER,False,8.283333333333333,1966
,,0.344,-5.24,44963.32,696.8365,Metal Loss,17.0,,1.06,1.06,,9:07,External,,2007,Metal Loss_44963.3,True,44963.32,44963.7,METAL_LOSS,False,9.116666666666667,1968
,,0.344,-14.9,45013.1,697.4398,Metal Loss,17.0,,0.98,0.63,,6:29,External,,2007,Metal Loss_45013.1,True,45013.1,45013.48,METAL_LOSS,False,6.483333333333333,1971
,,0.344,-0.76,45112.14,698.9924,Metal Loss,38.0,,1.1,1.22,1.85,12:30,External,,2007,Metal Loss_45112.1,True,45112.14,45112.52,METAL_LOSS,False,12.5,1975
,,0.344,-0.76,45112.14,698.9924,Metal Loss,39.0,,1.22,0.59,1.84,12:01,External,,2007,Metal Loss_45112.1,True,45112.14,45112.52,METAL_LOSS,False,12.016666666666667,1976
,,0.344,-4.88,45138.44,699.5063,Metal Loss,14.0,,0.98,1.1,,3:57,External,,2007,Metal Loss_45138.4,True,45138.44,45138.82,METAL_LOSS,False,3.95,1978
,,0.344,-5.64,45139.21,699.5193,Cluster,47.0,,5.47,5.59,1.46,3:34,External,,2007,Cluster_45139.2,True,45139.21,45139.59,CLUSTER,False,3.5666666666666664,1979
,,0.344,-17.81,45151.38,699.7154,Metal Loss,14.0,,1.22,1.34,,4:21,External,,2007,Metal Loss_45151.4,True,45151.38,45151.759999999995,METAL_LOSS,False,4.35,1980
,,0.344,-0.81,45676.4,666.559,Cluster,36.0,,3.82,6.49,1.66,6:20,External,,2007,Cluster_45676.4,True,45676.4,45676.78,CLUSTER,False,6.333333333333333,2001
,,0.344,-38.95,45950.05,689.282,Cluster,11.0,,2.63,16.36,,4:27,External,,2007,Cluster_45950.1,True,45950.05,45950.43,CLUSTER,False,4.45,2009
,,0.344,-39.05,45950.15,689.2903,Cluster,14.0,,1.25,2.24,,7:27,External,,2007,Cluster_45950.2,True,45950.15,45950.53,CLUSTER,False,7.45,2010
,,0.344,-0.49,45951.57,689.4027,Cluster,10.0,,2.4,5.82,,7:14,External,,2007,Cluster_45951.6,True,45951.57,45951.95,CLUSTER,False,7.233333333333333,2012
,,0.344,-0.78,45951.85,689.4256,Cluster,14.0,,2.63,19.0,,5:14,External,,2007,Cluster_45951.8,True,45951.85,45952.23,CLUSTER,False,5.233333333333333,2013
,,0.344,-5.74,46196.86,693.1403,Cluster,10.0,,3.97,2.39,,8:11,External,,2007,Cluster_46196.9,True,46196.86,46197.24,CLUSTER,False,8.183333333333334,2027
,,0.344,-8.19,46199.31,693.0482,Cluster,11.0,,1.06,3.39,,8:25,External,,2007,Cluster_46199.3,True,46199.31,46199.689999999995,CLUSTER,False,8.416666666666666,2028
,,0.344,-22.62,46333.84,690.0619,Metal Loss-Manufacturing Anomaly,24.0,,4.57,0.71,,9:03,,,2007,Metal Loss-Manufacturing Anomaly_46333.8,True,46333.84,46334.219999999994,METAL_LOSS_MFG,False,9.05,2033
,,0.344,-26.55,46377.81,689.2407,Metal Loss-Manufacturing Anomaly,12.0,,0.94,1.06,,7:36,,,2007,Metal Loss-Manufacturing Anomaly_46377.8,True,46377.81,46378.189999999995,METAL_LOSS_MFG,False,7.6,2036
,,0.344,-7.96,46664.82,688.7538,Metal Loss,20.0,,0.94,0.67,1.87,4:49,External,,2007,Metal Loss_46664.8,True,46664.82,46665.2,METAL_LOSS,False,4.816666666666666,2050
,,0.344,-25.88,46733.12,685.3023,Metal Loss,15.0,,0.87,0.94,,8:25,External,,2007,Metal Loss_46733.1,True,46733.12,46733.5,METAL_LOSS,False,8.416666666666666,2054
,,0.344,-0.61,46764.12,683.1255,Cluster,12.0,,3.56,3.48,,4:13,External,,2007,Cluster_46764.1,True,46764.12,46764.5,CLUSTER,False,4.216666666666667,2057
,,0.344,-0.75,46764.26,683.1164,Cluster,28.0,,5.63,13.45,1.65,5:15,External,,2007,Cluster_46764.3,True,46764.26,46764.64,CLUSTER,False,5.25,2058
,,0.344,-26.23,46869.83,688.1264,Metal Loss-Manufacturing Anomaly,12.0,,3.42,4.53,,11:25,,,2007,Metal Loss-Manufacturing Anomaly_46869.8,True,46869.83,46870.21,METAL_LOSS_MFG,False,11.416666666666666,2061
,,0.344,-0.75,47266.22,680.9187,Cluster,11.0,,3.04,7.08,,3:19,External,,2007,Cluster_47266.2,True,47266.22,47266.6,CLUSTER,False,3.3166666666666664,2078
,,0.344,-0.77,47266.24,680.9203,Metal Loss,12.0,,0.94,1.97,,1:47,External,,2007,Metal Loss_47266.2,True,47266.24,47266.619999999995,METAL_LOSS,False,1.7833333333333332,2079
,,0.344,-11.8,47298.31,683.6045,Cluster,11.0,,4.48,1.49,,12:16,External,,2007,Cluster_47298.3,True,47298.31,47298.689999999995,CLUSTER,False,12.266666666666667,2081
,,0.344,-12.71,47299.22,683.6899,Metal Loss,14.0,,0.71,0.87,,12:15,External,,2007,Metal Loss_47299.2,True,47299.22,47299.6,METAL_LOSS,False,12.25,2082
,,0.344,-6.96,47373.61,690.6943,Metal Loss-Manufacturing Anomaly,11.0,,0.43,0.71,,4:39,,,2007,Metal Loss-Manufacturing Anomaly_47373.6,True,47373.61,47373.99,METAL_LOSS_MFG,False,4.65,2088
,,0.344,-7.11,47373.76,690.7073,Metal Loss-Manufacturing Anomaly,14.0,,0.63,0.71,,4:34,,,2007,Metal Loss-Manufacturing Anomaly_47373.8,True,47373.76,47374.14,METAL_LOSS_MFG,False,4.566666666666666,2089
,,0.344,-38.8,47548.14,694.5206,Cluster,33.0,,4.97,18.45,1.63,4:45,External,,2007,Cluster_47548.1,True,47548.14,47548.52,CLUSTER,False,4.75,2094
,,0.344,-39.08,47548.42,694.5181,Metal Loss,15.0,,0.91,1.42,,4:05,External,,2007,Metal Loss_47548.4,True,47548.42,47548.8,METAL_LOSS,False,4.083333333333333,2095
,,0.344,-0.84,47705.64,692.7179,Metal Loss,10.0,,1.18,0.94,,5:35,External,,2007,Metal Loss_47705.6,True,47705.64,47706.02,METAL_LOSS,False,5.583333333333333,2104
,,0.344,-25.8,48680.41,669.5126,Metal Loss-Manufacturing Anomaly,22.0,,4.02,0.59,,3:46,,,2007,Metal Loss-Manufacturing Anomaly_48680.4,True,48680.41,48680.79,METAL_LOSS_MFG,False,3.7666666666666666,2142
,,0.344,-0.51,48804.83,683.8631,Cluster,36.0,,6.95,8.27,1.53,5:14,External,,2007,Cluster_48804.8,True,48804.83,48805.21,CLUSTER,False,5.233333333333333,2149
,,0.344,-0.57,49768.63,699.2772,Cluster,26.0,,5.08,10.77,1.69,3:55,External,,2007,Cluster_49768.6,True,49768.63,49769.009999999995,CLUSTER,False,3.9166666666666665,2175
,,0.344,-14.11,50192.33,687.4183,Cluster,20.0,,4.67,1.53,1.75,8:37,External,,2007,Cluster_50192.3,True,50192.33,50192.71,CLUSTER,False,8.616666666666667,2188
,,0.344,-15.8,50194.02,687.3295,Metal Loss,12.0,,0.98,1.06,,8:48,External,,2007,Metal Loss_50194.0,True,50194.02,50194.399999999994,METAL_LOSS,False,8.8,2189
,,0.344,-18.35,50196.57,687.1957,Metal Loss,10.0,,0.87,0.91,,9:07,External,,2007,Metal Loss_50196.6,True,50196.57,50196.95,METAL_LOSS,False,9.116666666666667,2190
,,0.344,-20.95,50199.17,687.0591,Cluster,33.0,,10.43,5.57,1.5,4:15,Internal,,2007,Cluster_50199.2,True,50199.17,50199.55,CLUSTER,False,4.25,2191
,,0.344,-21.94,50200.15,687.0075,Cluster,17.0,,4.44,0.98,,4:37,Internal,,2007,Cluster_50200.2,True,50200.15,50200.53,CLUSTER,False,4.616666666666667,2192
,,0.344,-22.43,50200.65,686.982,Metal Loss,19.0,,3.15,1.73,,4:29,Internal,,2007,Metal Loss_50200.7,True,50200.65,50201.03,METAL_LOSS,False,4.483333333333333,2193
,,0.344,-22.82,50201.03,686.9637,Metal Loss,16.0,,0.63,0.71,,4:38,Internal,,2007,Metal Loss_50201.0,True,50201.03,50201.41,METAL_LOSS,False,4.633333333333333,2194
,,0.344,-10.34,50681.04,682.5446,Metal Loss-Manufacturing Anomaly,15.0,,1.97,0.59,,10:07,,,2007,Metal Loss-Manufacturing Anomaly_50681.0,True,50681.04,50681.42,METAL_LOSS_MFG,False,10.116666666666667,2208
,,0.344,-28.03,50738.69,681.9054,Metal Loss,16.0,,0.59,0.71,,6:38,Internal,,2007,Metal Loss_50738.7,True,50738.69,50739.07,METAL_LOSS,False,6.633333333333333,2210
,,0.344,-11.02,51120.59,670.9346,Metal Loss-Manufacturing Anomaly,14.0,,0.47,0.71,,10:34,,,2007,Metal Loss-Manufacturing Anomaly_51120.6,True,51120.59,51120.969999999994,METAL_LOSS_MFG,False,10.566666666666666,2221
,,0.344,-39.51,51188.03,668.1886,Cluster,10.0,,2.48,5.22,,7:28,External,,2007,Cluster_51188.0,True,51188.03,51188.41,CLUSTER,False,7.466666666666667,2223
,,0.344,-2.84,51890.81,673.3727,Metal Loss-Manufacturing Anomaly,18.0,,0.59,0.71,,7:06,,,2007,Metal Loss-Manufacturing Anomaly_51890.8,True,51890.81,51891.189999999995,METAL_LOSS_MFG,False,7.1,2256
,,0.344,-0.73,53107.12,688.9615,Cluster,15.0,,4.16,7.29,,8:11,External,,2007,Cluster_53107.1,True,53107.12,53107.5,CLUSTER,False,8.183333333333334,2289
,,0.344,-0.6,53187.09,690.9981,Cluster,12.0,,3.23,8.71,,5:19,External,,2007,Cluster_53187.1,True,53187.09,53187.469999999994,CLUSTER,False,5.316666666666666,2292
,,0.344,-1.52,53188.01,691.0344,Cluster,24.0,,3.7,3.0,1.75,5:33,External,,2007,Cluster_53188.0,True,53188.01,53188.39,CLUSTER,False,5.55,2294
,,0.344,-29.77,53920.16,675.2186,Metal Loss-Manufacturing Anomaly,10.0,,0.51,0.71,,4:36,,,2007,Metal Loss-Manufacturing Anomaly_53920.2,True,53920.16,53920.54,METAL_LOSS_MFG,False,4.6,2315
,,0.344,-0.71,55090.68,695.9362,Cluster,12.0,,3.08,9.28,,4:30,External,,2007,Cluster_55090.7,True,55090.68,55091.06,CLUSTER,False,4.5,2349
,,0.344,-36.9,55606.64,696.325,Metal Loss-Manufacturing Anomaly,23.0,,0.51,0.63,,3:06,,,2007,Metal Loss-Manufacturing Anomaly_55606.6,True,55606.64,55607.02,METAL_LOSS_MFG,False,3.1,2362
,,0.344,-8.43,56025.84,686.0071,Metal Loss-Manufacturing Anomaly,13.0,,0.59,0.59,,12:54,,,2007,Metal Loss-Manufacturing Anomaly_56025.8,True,56025.84,56026.219999999994,METAL_LOSS_MFG,False,12.9,2376
,,0.344,-18.47,56387.34,682.1086,Cluster,14.0,,2.64,3.69,,8:50,External,,2007,Cluster_56387.3,True,56387.34,56387.719999999994,CLUSTER,False,8.833333333333334,2388
,,0.344,-18.52,56387.38,682.1088,Cluster,10.0,,1.03,3.62,,6:59,External,,2007,Cluster_56387.4,True,56387.38,56387.759999999995,CLUSTER,False,6.983333333333333,2389
,,0.344,-18.54,56387.4,682.1088,Metal Loss,10.0,,0.87,1.18,,8:10,External,,2007,Metal Loss_56387.4,True,56387.4,56387.78,METAL_LOSS,False,8.166666666666666,2390
,,0.344,-18.58,56387.44,682.1089,Metal Loss,10.0,,0.71,1.65,,6:02,External,,2007,Metal Loss_56387.4,True,56387.44,56387.82,METAL_LOSS,False,6.033333333333333,2391
