joint_number,joint_length,wall_thickness,dist_upstream_weld,log_distance,elevation,event_type,depth_percent,id_reduction,length,width,burst_mop,clock_position,orientation,comments,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,event_type_normalized,is_reference,clock_decimal,original_index
,,0.344,-25.79,3055.25,971.945,Metal Loss,11.0,,0.67,0.71,,4:22,Internal,,2007,Metal Loss_3055.2,True,3055.25,3055.63,METAL_LOSS,False,4.366666666666666,344
,,0.344,-27.05,3056.51,971.9441,Cluster,11.0,,3.52,0.69,,4:17,Internal,,2007,Cluster_3056.5,True,3056.51,3056.8900000000003,CLUSTER,False,4.283333333333333,345
,,0.344,-27.34,3056.8,971.9439,Cluster,11.0,,4.99,3.83,,7:17,Internal,,2007,Cluster_3056.8,True,3056.8,3057.1800000000003,CLUSTER,False,7.283333333333333,346
,,0.344,-28.41,3057.87,971.9432,Cluster,11.0,,3.41,1.2,,4:12,Internal,,2007,Cluster_3057.9,True,3057.87,3058.25,CLUSTER,False,4.2,347
,,0.344,-28.89,3058.36,971.9428,Metal Loss,12.0,,0.71,0.55,,4:17,Internal,,2007,Metal Loss_3058.4,True,3058.36,3058.74,METAL_LOSS,False,4.283333333333333,348
,,0.344,-29.11,3058.57,971.9426,Cluster,11.0,,6.88,2.77,,3:57,Internal,,2007,Cluster_3058.6,True,3058.57,3058.9500000000003,CLUSTER,False,3.95,349
,,0.344,-29.62,3059.08,971.9421,Cluster,11.0,,9.0,3.37,,7:18,Internal,,2007,Cluster_3059.1,True,3059.08,3059.46,CLUSTER,False,7.3,350
,,0.344,-29.81,3059.27,971.942,Metal Loss,10.0,,0.91,0.71,,4:14,Internal,,2007,Metal Loss_3059.3,True,3059.27,3059.65,METAL_LOSS,False,4.233333333333333,351
,,0.344,-30.3,3059.76,971.9415,Cluster,11.0,,13.36,5.59,,3:47,Internal,,2007,Cluster_3059.8,True,3059.76,3060.1400000000003,CLUSTER,False,3.783333333333333,352
,,0.344,-30.45,3059.92,971.9414,Cluster,11.0,,7.37,3.88,,7:18,Internal,,2007,Cluster_3059.9,True,3059.92,3060.3,CLUSTER,False,7.3,353
,,0.344,-31.23,3060.69,971.9407,Cluster,15.0,,7.08,1.34,,7:42,Internal,,2007,Cluster_3060.7,True,3060.69,3061.07,CLUSTER,False,7.7,354
,,0.344,-31.92,3061.38,971.9401,Cluster,15.0,,11.11,2.28,,7:39,Internal,,2007,Cluster_3061.4,True,3061.38,3061.76,CLUSTER,False,7.65,355
,,0.344,-32.01,3061.47,971.94,Cluster,15.0,,4.7,5.41,,3:59,Internal,,2007,Cluster_3061.5,True,3061.47,3061.85,CLUSTER,False,3.9833333333333334,356
,,0.344,-32.51,3061.97,971.9396,Cluster,10.0,,6.55,5.03,,3:37,Internal,,2007,Cluster_3062.0,True,3061.97,3062.35,CLUSTER,False,3.6166666666666667,357
,,0.344,-32.95,3062.41,971.9392,Cluster,13.0,,5.17,3.33,,7:34,Internal,,2007,Cluster_3062.4,True,3062.41,3062.79,CLUSTER,False,7.566666666666666,358
,,0.344,-33.63,3063.09,971.9386,Cluster,11.0,,5.63,3.44,,7:39,Internal,,2007,Cluster_3063.1,True,3063.09,3063.4700000000003,CLUSTER,False,7.65,359
,,0.344,-34.09,3063.55,971.9382,Cluster,11.0,,4.67,2.98,,3:46,Internal,,2007,Cluster_3063.6,True,3063.55,3063.9300000000003,CLUSTER,False,3.7666666666666666,360
,,0.344,-39.61,3069.07,971.929,Cluster,12.0,,4.69,5.59,,8:17,Internal,,2007,Cluster_3069.1,True,3069.07,3069.4500000000003,CLUSTER,False,8.283333333333333,361
,,0.344,-26.58,5024.29,907.4257,Metal Loss-Manufacturing Anomaly,15.0,,0.67,0.55,,3:43,,,2007,Metal Loss-Manufacturing Anomaly_5024.3,True,5024.29,5024.67,METAL_LOSS_MFG,False,3.716666666666667,420
,,0.344,-18.58,5362.14,904.19,Cluster,28.0,,4.5,2.77,1.69,4:39,External,,2007,Cluster_5362.1,True,5362.14,5362.52,CLUSTER,False,4.65,440
,,0.344,-19.06,5362.62,904.1937,Cluster,13.0,,2.05,2.33,,4:50,External,,2007,Cluster_5362.6,True,5362.62,5363.0,CLUSTER,False,4.833333333333333,442
,,0.344,-20.03,5363.59,904.2013,Cluster,37.0,,1.91,2.2,1.79,4:21,External,,2007,Cluster_5363.6,True,5363.59,5363.97,CLUSTER,False,4.35,445
,,0.344,-22.31,5365.86,904.2192,Cluster,11.0,,3.59,5.2,,4:43,External,,2007,Cluster_5365.9,True,5365.86,5366.24,CLUSTER,False,4.716666666666667,449
,,0.344,-35.87,5379.43,904.345,Cluster,40.0,,3.78,19.14,1.63,4:36,External,,2007,Cluster_5379.4,True,5379.43,5379.81,CLUSTER,False,4.6,450
,,0.344,-39.05,7052.36,838.1095,Cluster,18.0,,1.99,5.38,,3:50,External,,2007,Cluster_7052.4,True,7052.36,7052.74,CLUSTER,False,3.8333333333333335,503
,,0.344,-39.13,8421.4,815.445,Metal Loss,11.0,,0.87,1.1,,6:52,External,,2007,Metal Loss_8421.4,True,8421.4,8421.779999999999,METAL_LOSS,False,6.866666666666667,545
,,0.344,-3.72,8889.36,807.6581,Metal Loss-Manufacturing Anomaly,13.0,,0.47,0.71,,10:52,,,2007,Metal Loss-Manufacturing Anomaly_8889.4,True,8889.36,8889.740000000002,METAL_LOSS_MFG,False,10.866666666666667,560
,,0.344,-1.44,9473.05,780.4636,Metal Loss,10.0,,0.71,0.59,,5:15,Internal,,2007,Metal Loss_9473.0,True,9473.05,9473.43,METAL_LOSS,False,5.25,580
,,0.344,-29.95,10574.38,820.8848,Cluster,21.0,,6.8,5.8,1.69,4:21,External,,2007,Cluster_10574.4,True,10574.38,10574.759999999998,CLUSTER,False,4.35,617
,,0.344,-30.7,10575.13,820.8552,Cluster,17.0,,6.35,2.87,,4:19,External,,2007,Cluster_10575.1,True,10575.13,10575.509999999998,CLUSTER,False,4.316666666666666,618
,,0.344,-33.09,10577.51,820.7606,Cluster,12.0,,2.87,1.43,,6:20,External,,2007,Cluster_10577.5,True,10577.51,10577.89,CLUSTER,False,6.333333333333333,619
,,0.344,-4.3,11046.93,829.1849,Metal Loss-Manufacturing Anomaly,12.0,,0.63,0.75,,3:25,,,2007,Metal Loss-Manufacturing Anomaly_11046.9,True,11046.93,11047.31,METAL_LOSS_MFG,False,3.4166666666666665,638
,,0.344,-19.85,12180.29,862.3529,Metal Loss-Manufacturing Anomaly,13.0,,3.78,1.46,,10:32,,,2007,Metal Loss-Manufacturing Anomaly_12180.3,True,12180.29,12180.670000000002,METAL_LOSS_MFG,False,10.533333333333333,667
,,0.344,-0.6,13138.89,876.6469,Metal Loss,33.0,,5.51,0.63,1.61,4:05,External,,2007,Metal Loss_13138.9,True,13138.89,13139.27,METAL_LOSS,False,4.083333333333333,696
,,0.344,-0.61,13138.9,876.646,Cluster,34.0,,8.47,25.13,1.52,4:35,External,,2007,Cluster_13138.9,True,13138.9,13139.28,CLUSTER,False,4.583333333333333,697
,,0.344,-0.82,13139.11,876.6339,Metal Loss,11.0,,0.98,1.77,,3:15,External,,2007,Metal Loss_13139.1,True,13139.11,13139.490000000002,METAL_LOSS,False,3.25,698
,,0.344,-0.76,13393.85,851.3967,Cluster,14.0,,2.52,8.15,,11:48,External,,2007,Cluster_13393.9,True,13393.85,13394.23,CLUSTER,False,11.8,707
,,0.344,-22.51,13836.19,869.0829,Metal Loss-Manufacturing Anomaly,14.0,,0.83,0.87,,10:39,,,2007,Metal Loss-Manufacturing Anomaly_13836.2,True,13836.19,13836.57,METAL_LOSS_MFG,False,10.65,719
,,0.344,-25.9,14928.2,821.8769,Cluster,10.0,,1.57,3.31,,1:07,External,,2007,Cluster_14928.2,True,14928.2,14928.580000000002,CLUSTER,False,1.1166666666666667,757
,,0.344,-8.4,15054.15,820.2092,Cluster,15.0,,5.14,5.32,,5:18,External,,2007,Cluster_15054.1,True,15054.15,15054.53,CLUSTER,False,5.3,777
,,0.344,-28.43,15074.18,819.2055,Metal Loss,18.0,,0.71,0.71,,9:28,External,,2007,Metal Loss_15074.2,True,15074.18,15074.56,METAL_LOSS,False,9.466666666666667,780
,,0.344,-29.49,15075.24,819.1509,Cluster,29.0,,4.66,2.95,1.68,9:16,External,,2007,Cluster_15075.2,True,15075.24,15075.62,CLUSTER,False,9.266666666666667,781
,,0.344,-2.52,15357.47,801.7592,Metal Loss,16.0,,1.1,1.18,,5:03,External,,2007,Metal Loss_15357.5,True,15357.47,15357.85,METAL_LOSS,False,5.05,807
,,0.344,-15.48,15433.66,805.158,Metal Loss-Manufacturing Anomaly,20.0,,0.51,0.71,,9:43,,,2007,Metal Loss-Manufacturing Anomaly_15433.7,True,15433.66,15434.04,METAL_LOSS_MFG,False,9.716666666666667,812
,,0.344,-39.71,15957.99,829.9187,Metal Loss,10.0,,0.75,0.83,,3:57,External,,2007,Metal Loss_15958.0,True,15957.99,15958.37,METAL_LOSS,False,3.95,828
,,0.344,-2.36,16000.75,833.4444,Metal Loss-Manufacturing Anomaly,16.0,,0.71,0.59,,7:30,,,2007,Metal Loss-Manufacturing Anomaly_16000.8,True,16000.75,16001.13,METAL_LOSS_MFG,False,7.5,831
,,0.344,-32.57,16509.36,846.9837,Cluster,35.0,,4.56,11.58,1.63,4:54,External,,2007,Cluster_16509.4,True,16509.36,16509.74,CLUSTER,False,4.9,846
,,0.344,-33.08,16509.87,846.9737,Metal Loss,10.0,,1.81,2.09,,6:37,External,,2007,Metal Loss_16509.9,True,16509.87,16510.25,METAL_LOSS,False,6.616666666666667,847
,,0.344,-38.78,18175.87,873.1097,Cluster,20.0,,4.97,6.79,1.74,4:24,External,,2007,Cluster_18175.9,True,18175.87,18176.25,CLUSTER,False,4.4,899
,,0.344,-38.81,18175.91,873.1085,Metal Loss,18.0,,0.87,0.59,,6:45,External,,2007,Metal Loss_18175.9,True,18175.91,18176.29,METAL_LOSS,False,6.75,900
,,0.344,-38.83,18175.92,873.1082,Metal Loss,23.0,,0.87,0.87,1.87,5:58,External,,2007,Metal Loss_18175.9,True,18175.92,18176.3,METAL_LOSS,False,5.966666666666667,901
,,0.344,-0.83,18186.01,872.7616,Metal Loss,14.0,,1.1,3.42,,6:02,External,,2007,Metal Loss_18186.0,True,18186.01,18186.39,METAL_LOSS,False,6.033333333333333,904
,,0.344,-34.87,18814.52,926.6041,Cluster,67.0,,1.88,3.5,1.64,7:23,External,,2007,Cluster_18814.5,True,18814.52,18814.9,CLUSTER,False,7.383333333333334,920
,,0.344,-39.12,19295.4,918.9961,Metal Loss,12.0,,1.02,2.99,,5:17,External,,2007,Metal Loss_19295.4,True,19295.4,19295.78,METAL_LOSS,False,5.283333333333333,936
,,0.344,-14.48,19910.87,876.2111,Metal Loss,10.0,,0.59,0.71,,6:40,External,,2007,Metal Loss_19910.9,True,19910.87,19911.25,METAL_LOSS,False,6.666666666666667,953
,,0.344,-0.34,20016.6,870.459,Metal Loss,10.0,,0.71,0.67,,4:06,External,,2007,Metal Loss_20016.6,True,20016.6,20016.98,METAL_LOSS,False,4.1,957
,,0.344,-38.97,20335.14,843.5754,Cluster,21.0,,3.59,5.01,1.78,6:36,External,,2007,Cluster_20335.1,True,20335.14,20335.52,CLUSTER,False,6.6,965
,,0.344,-39.16,20335.33,843.5562,Metal Loss,11.0,,1.18,1.89,,7:17,External,,2007,Metal Loss_20335.3,True,20335.33,20335.710000000003,METAL_LOSS,False,7.283333333333333,966
,,0.344,-39.22,21019.81,783.2616,Cluster,25.0,,1.85,8.88,1.83,5:07,External,,2007,Cluster_21019.8,True,21019.81,21020.19,CLUSTER,False,5.116666666666666,986
,,0.344,-0.68,21282.56,778.8138,Cluster,28.0,,4.84,8.11,1.68,3:53,External,,2007,Cluster_21282.6,True,21282.56,21282.94,CLUSTER,False,3.8833333333333333,996
,,0.344,-0.7,21282.57,778.8137,Metal Loss,11.0,,1.65,2.28,,8:23,External,,2007,Metal Loss_21282.6,True,21282.57,21282.95,METAL_LOSS,False,8.383333333333333,997
,,0.344,-0.71,21282.59,778.8136,Metal Loss,14.0,,1.3,2.05,,9:10,External,,2007,Metal Loss_21282.6,True,21282.59,21282.97,METAL_LOSS,False,9.166666666666666,998
,,0.344,-0.71,21282.59,778.8136,Metal Loss,17.0,,1.65,4.21,,7:18,External,,2007,Metal Loss_21282.6,True,21282.59,21282.97,METAL_LOSS,False,7.3,999
,,0.344,-22.6,21304.48,778.7127,Metal Loss-Manufacturing Anomaly,14.0,,0.59,0.59,,3:09,,,2007,Metal Loss-Manufacturing Anomaly_21304.5,True,21304.48,21304.86,METAL_LOSS_MFG,False,3.15,1000
,,0.344,-25.76,21307.63,778.7003,Cluster,39.0,,7.13,2.98,1.49,6:21,External,,2007,Cluster_21307.6,True,21307.63,21308.01,CLUSTER,False,6.35,1001
,,0.344,-19.97,21341.79,778.6263,Metal Loss,11.0,,3.54,6.1,,5:43,External,,2007,Metal Loss_21341.8,True,21341.79,21342.17,METAL_LOSS,False,5.716666666666667,1003
,,0.344,-31.22,21353.03,778.6063,Cluster,23.0,,4.99,17.47,1.72,4:43,External,,2007,Cluster_21353.0,True,21353.03,21353.41,CLUSTER,False,4.716666666666667,1004
,,0.344,-33.64,21355.45,778.6014,Cluster,19.0,,3.02,6.45,,4:01,External,,2007,Cluster_21355.5,True,21355.45,21355.83,CLUSTER,False,4.016666666666667,1005
,,0.344,-0.69,21362.49,778.5844,Cluster,32.0,,4.5,9.68,1.66,5:02,External,,2007,Cluster_21362.5,True,21362.49,21362.870000000003,CLUSTER,False,5.033333333333333,1009
,,0.344,-0.75,21362.56,778.5843,Metal Loss,20.0,,0.83,1.89,1.88,3:26,External,,2007,Metal Loss_21362.6,True,21362.56,21362.94,METAL_LOSS,False,3.4333333333333336,1011
,,0.344,-36.95,21438.79,778.6576,Cluster,64.0,,7.79,19.23,1.12,5:28,External,,2007,Cluster_21438.8,True,21438.79,21439.17,CLUSTER,False,5.466666666666667,1014
,,0.344,-38.65,21680.42,780.2876,Metal Loss,15.0,,0.75,1.3,,5:27,External,,2007,Metal Loss_21680.4,True,21680.42,21680.8,METAL_LOSS,False,5.45,1021
,,0.344,-39.61,21681.38,780.2943,Metal Loss,10.0,,2.24,1.3,,6:40,External,,2007,Metal Loss_21681.4,True,21681.38,21681.76,METAL_LOSS,False,6.666666666666667,1022
,,0.344,-11.02,21815.32,773.1062,Metal Loss,10.0,,0.91,0.87,,6:57,External,,2007,Metal Loss_21815.3,True,21815.32,21815.7,METAL_LOSS,False,6.95,1028
,,0.344,-0.77,21845.23,771.2559,Cluster,10.0,,1.36,4.92,,7:22,External,,2007,Cluster_21845.2,True,21845.23,21845.61,CLUSTER,False,7.366666666666666,1030
,,0.344,-0.82,21845.28,771.2542,Metal Loss,11.0,,1.53,6.34,,3:55,External,,2007,Metal Loss_21845.3,True,21845.28,21845.66,METAL_LOSS,False,3.9166666666666665,1031
,,0.344,-30.62,22651.75,773.3812,Metal Loss-Manufacturing Anomaly,13.0,,0.83,0.55,,2:52,,,2007,Metal Loss-Manufacturing Anomaly_22651.8,True,22651.75,22652.13,METAL_LOSS_MFG,False,2.8666666666666667,1056
,,0.344,-0.87,22781.94,772.2973,Cluster,18.0,,3.26,5.59,,5:45,External,,2007,Cluster_22781.9,True,22781.94,22782.32,CLUSTER,False,5.75,1061
,,0.344,-0.76,22941.65,771.6572,Cluster,15.0,,3.23,7.6,,5:59,External,,2007,Cluster_22941.7,True,22941.65,22942.03,CLUSTER,False,5.983333333333333,1066
,,0.344,-8.2,23029.38,767.9388,Metal Loss-Manufacturing Anomaly,12.0,,0.47,0.71,,7:20,,,2007,Metal Loss-Manufacturing Anomaly_23029.4,True,23029.38,23029.76,METAL_LOSS_MFG,False,7.333333333333333,1070
,,0.344,-11.15,23032.33,767.8694,Metal Loss-Manufacturing Anomaly,10.0,,0.63,0.71,,3:33,,,2007,Metal Loss-Manufacturing Anomaly_23032.3,True,23032.33,23032.710000000003,METAL_LOSS_MFG,False,3.55,1071
,,0.344,-20.19,23161.46,771.7922,Metal Loss-Manufacturing Anomaly,10.0,,3.35,1.22,,1:50,,,2007,Metal Loss-Manufacturing Anomaly_23161.5,True,23161.46,23161.84,METAL_LOSS_MFG,False,1.8333333333333335,1075
,,0.344,-20.8,23162.08,771.7985,Metal Loss-Manufacturing Anomaly,25.0,,5.2,0.71,,1:40,,,2007,Metal Loss-Manufacturing Anomaly_23162.1,True,23162.08,23162.460000000003,METAL_LOSS_MFG,False,1.6666666666666665,1076
,,0.344,-0.71,23608.37,775.1361,Cluster,15.0,,2.78,17.2,,2:39,Internal,,2007,Cluster_23608.4,True,23608.37,23608.75,CLUSTER,False,2.65,1089
,,0.344,-28.08,23635.74,774.9633,Cluster,23.0,,5.95,8.4,1.69,12:17,External,,2007,Cluster_23635.7,True,23635.74,23636.120000000003,CLUSTER,False,12.283333333333333,1090
,,0.344,-37.27,23644.93,774.898,Metal Loss-Manufacturing Anomaly,10.0,,0.51,0.71,,8:36,,,2007,Metal Loss-Manufacturing Anomaly_23644.9,True,23644.93,23645.31,METAL_LOSS_MFG,False,8.6,1091
,,0.344,-26.68,23674.28,774.7318,Cluster,29.0,,2.45,28.97,1.79,3:05,External,,2007,Cluster_23674.3,True,23674.28,23674.66,CLUSTER,False,3.0833333333333335,1093
,,0.344,-26.69,23674.29,774.7317,Metal Loss,14.0,,2.09,1.3,,8:03,External,,2007,Metal Loss_23674.3,True,23674.29,23674.67,METAL_LOSS,False,8.05,1094
,,0.344,-26.74,23674.34,774.7315,Cluster,16.0,,1.39,6.24,,8:54,External,,2007,Cluster_23674.3,True,23674.34,23674.72,CLUSTER,False,8.9,1095
,,0.344,-3.76,24662.22,789.5692,Metal Loss-Manufacturing Anomaly,13.0,,3.78,2.01,,8:55,,,2007,Metal Loss-Manufacturing Anomaly_24662.2,True,24662.22,24662.6,METAL_LOSS_MFG,False,8.916666666666666,1124
,,0.344,-39.04,25249.8,799.1802,Cluster,14.0,,1.14,5.8,,5:52,External,,2007,Cluster_25249.8,True,25249.8,25250.18,CLUSTER,False,5.866666666666667,1139
,,0.344,-37.76,25875.11,764.8979,Metal Loss-Manufacturing Anomaly,12.0,,0.55,0.71,,2:14,,,2007,Metal Loss-Manufacturing Anomaly_25875.1,True,25875.11,25875.49,METAL_LOSS_MFG,False,2.2333333333333334,1160
,,0.344,-3.85,26080.87,791.0148,Metal Loss-Manufacturing Anomaly,10.0,,0.67,0.59,,12:05,,,2007,Metal Loss-Manufacturing Anomaly_26080.9,True,26080.87,26081.25,METAL_LOSS_MFG,False,12.083333333333334,1168
,,0.344,-39.13,26416.04,805.8494,Metal Loss-Manufacturing Anomaly,21.0,,3.62,0.59,,3:32,,,2007,Metal Loss-Manufacturing Anomaly_26416.0,True,26416.04,26416.42,METAL_LOSS_MFG,False,3.533333333333333,1177
,,0.344,-38.59,26867.58,805.9027,Metal Loss,15.0,,1.38,1.5,,7:27,External,,2007,Metal Loss_26867.6,True,26867.58,26867.960000000003,METAL_LOSS,False,7.45,1190
,,0.344,-38.92,26867.91,805.8889,Metal Loss,14.0,,1.58,2.01,,7:48,External,,2007,Metal Loss_26867.9,True,26867.91,26868.29,METAL_LOSS,False,7.8,1191
,,0.344,-38.93,26867.93,805.8881,Cluster,31.0,,1.33,11.88,1.85,4:23,External,,2007,Cluster_26867.9,True,26867.93,26868.31,CLUSTER,False,4.383333333333334,1192
,,0.344,-39.18,26868.17,805.878,Cluster,22.0,,2.58,2.83,1.81,6:05,External,,2007,Cluster_26868.2,True,26868.17,26868.55,CLUSTER,False,6.083333333333333,1193
,,0.344,-39.0,26930.57,799.6205,Cluster,12.0,,3.12,4.82,,2:11,External,,2007,Cluster_26930.6,True,26930.57,26930.95,CLUSTER,False,2.183333333333333,1196
,,0.344,-0.86,27316.61,806.7631,Metal Loss-Manufacturing Anomaly,16.0,,0.91,0.83,,5:54,,,2007,Metal Loss-Manufacturing Anomaly_27316.6,True,27316.61,27316.99,METAL_LOSS_MFG,False,5.9,1211
,,0.344,-23.68,27579.43,805.2976,Metal Loss-Manufacturing Anomaly,12.0,,5.24,1.38,,1:21,,,2007,Metal Loss-Manufacturing Anomaly_27579.4,True,27579.43,27579.81,METAL_LOSS_MFG,False,1.35,1218
,,0.344,-25.46,27581.21,805.3021,Metal Loss-Manufacturing Anomaly,24.0,,3.9,0.87,,1:09,,,2007,Metal Loss-Manufacturing Anomaly_27581.2,True,27581.21,27581.59,METAL_LOSS_MFG,False,1.15,1219
,,0.344,-26.35,27582.11,805.3051,Metal Loss-Manufacturing Anomaly,21.0,,3.42,0.75,,1:04,,,2007,Metal Loss-Manufacturing Anomaly_27582.1,True,27582.11,27582.49,METAL_LOSS_MFG,False,1.0666666666666667,1220
,,0.344,-26.81,27582.56,805.3066,Metal Loss-Manufacturing Anomaly,11.0,,3.46,2.17,,1:01,,,2007,Metal Loss-Manufacturing Anomaly_27582.6,True,27582.56,27582.94,METAL_LOSS_MFG,False,1.0166666666666666,1221
,,0.344,-27.12,27582.88,805.3076,Metal Loss-Manufacturing Anomaly,21.0,,3.39,0.75,,1:15,,,2007,Metal Loss-Manufacturing Anomaly_27582.9,True,27582.88,27583.26,METAL_LOSS_MFG,False,1.25,1222
,,0.344,-16.37,27892.3,805.9289,Metal Loss-Manufacturing Anomaly,10.0,,3.23,1.06,,8:17,,,2007,Metal Loss-Manufacturing Anomaly_27892.3,True,27892.3,27892.68,METAL_LOSS_MFG,False,8.283333333333333,1231
,,0.344,-28.97,27944.8,803.8386,Metal Loss-Manufacturing Anomaly,20.0,,1.06,1.18,,10:04,,,2007,Metal Loss-Manufacturing Anomaly_27944.8,True,27944.8,27945.18,METAL_LOSS_MFG,False,10.066666666666666,1233
,,0.344,-18.8,28027.51,795.4539,Metal Loss-Manufacturing Anomaly,10.0,,0.43,0.71,,7:02,,,2007,Metal Loss-Manufacturing Anomaly_28027.5,True,28027.51,28027.89,METAL_LOSS_MFG,False,7.033333333333333,1238
,,0.344,-17.92,28207.03,796.3722,Metal Loss-Manufacturing Anomaly,17.0,,4.33,1.42,,10:31,,,2007,Metal Loss-Manufacturing Anomaly_28207.0,True,28207.03,28207.41,METAL_LOSS_MFG,False,10.516666666666667,1244
,,0.344,-8.91,28783.01,779.511,Metal Loss-Manufacturing Anomaly,13.0,,6.3,1.89,,4:47,,,2007,Metal Loss-Manufacturing Anomaly_28783.0,True,28783.01,28783.39,METAL_LOSS_MFG,False,4.783333333333333,1260
,,0.344,-0.61,28814.67,779.3579,Cluster,30.0,,4.73,21.05,1.66,4:06,External,,2007,Cluster_28814.7,True,28814.67,28815.05,CLUSTER,False,4.1,1262
,,0.344,-38.85,29052.98,775.465,Cluster,42.0,,5.77,42.81,1.5,3:20,External,,2007,Cluster_29053.0,True,29052.98,29053.36,CLUSTER,False,3.3333333333333335,1268
,,0.344,-0.62,29128.12,775.1613,Cluster,38.0,,3.5,20.36,1.66,3:54,External,,2007,Cluster_29128.1,True,29128.12,29128.5,CLUSTER,False,3.9,1272
,,0.344,-19.04,29146.54,774.8961,Cluster,35.0,,8.46,10.87,1.5,5:29,External,,2007,Cluster_29146.5,True,29146.54,29146.92,CLUSTER,False,5.483333333333333,1273
,,0.344,-38.99,29206.49,773.7111,Metal Loss,38.0,,2.09,9.8,1.77,7:27,External,,2007,Metal Loss_29206.5,True,29206.49,29206.870000000003,METAL_LOSS,False,7.45,1275
,,0.344,-39.04,29206.54,773.7098,Metal Loss,17.0,,1.18,5.95,,3:42,External,,2007,Metal Loss_29206.5,True,29206.54,29206.92,METAL_LOSS,False,3.7,1276
,,0.344,-39.1,29206.61,773.708,Cluster,32.0,,4.13,10.41,1.67,5:14,Internal,,2007,Cluster_29206.6,True,29206.61,29206.99,CLUSTER,False,5.233333333333333,1277
,,0.344,-0.58,29207.99,773.67,Cluster,21.0,,6.46,3.65,1.7,4:48,External,,2007,Cluster_29208.0,True,29207.99,29208.370000000003,CLUSTER,False,4.8,1279
,,0.344,-0.67,29208.08,773.6676,Cluster,11.0,,4.93,6.08,,6:29,External,,2007,Cluster_29208.1,True,29208.08,29208.460000000003,CLUSTER,False,6.483333333333333,1280
,,0.344,-0.72,29208.13,773.6661,Metal Loss,36.0,,4.41,1.18,1.63,5:52,External,,2007,Metal Loss_29208.1,True,29208.13,29208.51,METAL_LOSS,False,5.866666666666667,1281
,,0.344,-3.26,29410.95,768.9311,Metal Loss,13.0,,1.38,1.06,,5:40,External,,2007,Metal Loss_29411.0,True,29410.95,29411.33,METAL_LOSS,False,5.666666666666667,1287
,,0.344,-7.14,29414.83,768.8315,Cluster,11.0,,4.56,6.12,,5:57,External,,2007,Cluster_29414.8,True,29414.83,29415.210000000003,CLUSTER,False,5.95,1288
,,0.344,-9.95,29417.63,768.759,Cluster,22.0,,6.3,3.35,1.69,5:18,External,,2007,Cluster_29417.6,True,29417.63,29418.01,CLUSTER,False,5.3,1289
,,0.344,-11.84,29419.53,768.7094,Cluster,22.0,,4.18,2.91,1.75,5:17,External,,2007,Cluster_29419.5,True,29419.53,29419.91,CLUSTER,False,5.283333333333333,1290
,,0.344,-39.22,29446.91,767.9813,Metal Loss,15.0,,0.91,1.22,,4:57,External,,2007,Metal Loss_29446.9,True,29446.91,29447.29,METAL_LOSS,False,4.95,1291
,,0.344,-39.24,29446.92,767.9809,Metal Loss,42.0,,1.02,3.86,1.85,8:22,External,,2007,Metal Loss_29446.9,True,29446.92,29447.3,METAL_LOSS,False,8.366666666666667,1292
,,0.344,-5.08,29452.86,767.7999,Metal Loss-Manufacturing Anomaly,15.0,,0.55,0.71,,6:28,,,2007,Metal Loss-Manufacturing Anomaly_29452.9,True,29452.86,29453.24,METAL_LOSS_MFG,False,6.466666666666667,1294
,,0.344,-30.33,30262.24,765.6902,Metal Loss,10.0,,1.26,1.65,,6:20,External,,2007,Metal Loss_30262.2,True,30262.24,30262.620000000003,METAL_LOSS,False,6.333333333333333,1317
,,0.344,-32.09,30264.0,765.6245,Metal Loss,10.0,,1.06,1.14,,4:47,External,,2007,Metal Loss_30264.0,True,30264.0,30264.38,METAL_LOSS,False,4.783333333333333,1318
,,0.344,-0.56,30471.96,761.7262,Cluster,17.0,,4.76,11.46,,6:06,External,,2007,Cluster_30472.0,True,30471.96,30472.34,CLUSTER,False,6.1,1325
,,0.344,-19.71,30570.99,761.7328,Metal Loss-Manufacturing Anomaly,19.0,,3.31,0.55,,11:29,,,2007,Metal Loss-Manufacturing Anomaly_30571.0,True,30570.99,30571.370000000003,METAL_LOSS_MFG,False,11.483333333333333,1328
,,0.344,-22.16,30573.44,761.7224,Metal Loss-Manufacturing Anomaly,10.0,,4.17,4.25,,11:38,,,2007,Metal Loss-Manufacturing Anomaly_30573.4,True,30573.44,30573.82,METAL_LOSS_MFG,False,11.633333333333333,1329
,,0.344,-22.74,30574.03,761.7199,Metal Loss-Manufacturing Anomaly,26.0,,3.66,0.71,,11:51,,,2007,Metal Loss-Manufacturing Anomaly_30574.0,True,30574.03,30574.41,METAL_LOSS_MFG,False,11.85,1330
,,0.344,-23.47,30574.76,761.7168,Metal Loss-Manufacturing Anomaly,10.0,,3.11,0.87,,11:36,,,2007,Metal Loss-Manufacturing Anomaly_30574.8,True,30574.76,30575.14,METAL_LOSS_MFG,False,11.6,1331
,,0.344,-24.82,30576.1,761.7112,Metal Loss-Manufacturing Anomaly,15.0,,3.58,7.01,,11:33,,,2007,Metal Loss-Manufacturing Anomaly_30576.1,True,30576.1,30576.48,METAL_LOSS_MFG,False,11.55,1332
