joint_number,joint_length,wall_thickness,dist_upstream_weld,log_distance,elevation,event_type,depth_percent,id_reduction,length,width,burst_mop,clock_position,orientation,comments,event_type_normalized,is_reference,is_anomaly,clock_decimal,original_index
,,0.344,-0.77,47266.24,680.9203,metal loss,12.0,,0.94,1.97,,1:47,External,,METAL_LOSS,False,True,1.7833333333333332,2079
,,0.344,-11.8,47298.31,683.6045,Cluster,11.0,,4.48,1.49,,12:16,External,,CLUSTER,False,True,12.266666666666667,2081
,,0.344,-12.71,47299.22,683.6899,metal loss,14.0,,0.71,0.87,,12:15,External,,METAL_LOSS,False,True,12.25,2082
,,0.344,-6.96,47373.61,690.6943,metal loss-manufacturing anomaly,11.0,,0.43,0.71,,4:39,,,METAL_LOSS_MFG,False,True,4.65,2088
,,0.344,-7.11,47373.76,690.7073,metal loss-manufacturing anomaly,14.0,,0.63,0.71,,4:34,,,METAL_LOSS_MFG,False,True,4.566666666666666,2089
,,0.344,-38.8,47548.14,694.5206,Cluster,33.0,,4.97,18.45,1.63,4:45,External,,CLUSTER,False,True,4.75,2094
,,0.344,-39.08,47548.42,694.5181,metal loss,15.0,,0.91,1.42,,4:05,External,,METAL_LOSS,False,True,4.083333333333333,2095
,,0.344,-0.84,47705.64,692.7179,metal loss,10.0,,1.18,0.94,,5:35,External,,METAL_LOSS,False,True,5.583333333333333,2104
,,0.344,-25.8,48680.41,669.5126,metal loss-manufacturing anomaly,22.0,,4.02,0.59,,3:46,,,METAL_LOSS_MFG,False,True,3.7666666666666666,2142
,,0.344,-0.51,48804.83,683.8631,Cluster,36.0,,6.95,8.27,1.53,5:14,External,,CLUSTER,False,True,5.233333333333333,2149
,,0.344,-0.57,49768.63,699.2772,Cluster,26.0,,5.08,10.77,1.69,3:55,External,,CLUSTER,False,True,3.9166666666666665,2175
,,0.344,-14.11,50192.33,687.4183,Cluster,20.0,,4.67,1.53,1.75,8:37,External,,CLUSTER,False,True,8.616666666666667,2188
,,0.344,-15.8,50194.02,687.3295,metal loss,12.0,,0.98,1.06,,8:48,External,,METAL_LOSS,False,True,8.8,2189
,,0.344,-18.35,50196.57,687.1957,metal loss,10.0,,0.87,0.91,,9:07,External,,METAL_LOSS,False,True,9.116666666666667,2190
,,0.344,-20.95,50199.17,687.0591,Cluster,33.0,,10.43,5.57,1.5,4:15,Internal,,CLUSTER,False,True,4.25,2191
,,0.344,-21.94,50200.15,687.0075,Cluster,17.0,,4.44,0.98,,4:37,Internal,,CLUSTER,False,True,4.616666666666667,2192
,,0.344,-22.43,50200.65,686.982,metal loss,19.0,,3.15,1.73,,4:29,Internal,,METAL_LOSS,False,True,4.483333333333333,2193
,,0.344,-22.82,50201.03,686.9637,metal loss,16.0,,0.63,0.71,,4:38,Internal,,METAL_LOSS,False,True,4.633333333333333,2194
,,0.344,-10.34,50681.04,682.5446,metal loss-manufacturing anomaly,15.0,,1.97,0.59,,10:07,,,METAL_LOSS_MFG,False,True,10.116666666666667,2208
,,0.344,-28.03,50738.69,681.9054,metal loss,16.0,,0.59,0.71,,6:38,Internal,,METAL_LOSS,False,True,6.633333333333333,2210
,,0.344,-11.02,51120.59,670.9346,metal loss-manufacturing anomaly,14.0,,0.47,0.71,,10:34,,,METAL_LOSS_MFG,False,True,10.566666666666666,2221
,,0.344,-39.51,51188.03,668.1886,Cluster,10.0,,2.48,5.22,,7:28,External,,CLUSTER,False,True,7.466666666666667,2223
,,0.344,-2.84,51890.81,673.3727,metal loss-manufacturing anomaly,18.0,,0.59,0.71,,7:06,,,METAL_LOSS_MFG,False,True,7.1,2256
,,0.344,-0.73,53107.12,688.9615,Cluster,15.0,,4.16,7.29,,8:11,External,,CLUSTER,False,True,8.183333333333334,2289
,,0.344,-0.6,53187.09,690.9981,Cluster,12.0,,3.23,8.71,,5:19,External,,CLUSTER,False,True,5.316666666666666,2292
,,0.344,-1.52,53188.01,691.0344,Cluster,24.0,,3.7,3.0,1.75,5:33,External,,CLUSTER,False,True,5.55,2294
,,0.344,-29.77,53920.16,675.2186,metal loss-manufacturing anomaly,10.0,,0.51,0.71,,4:36,,,METAL_LOSS_MFG,False,True,4.6,2315
,,0.344,-0.71,55090.68,695.9362,Cluster,12.0,,3.08,9.28,,4:30,External,,CLUSTER,False,True,4.5,2349
,,0.344,-36.9,55606.64,696.325,metal loss-manufacturing anomaly,23.0,,0.51,0.63,,3:06,,,METAL_LOSS_MFG,False,True,3.1,2362
,,0.344,-8.43,56025.84,686.0071,metal loss-manufacturing anomaly,13.0,,0.59,0.59,,12:54,,,METAL_LOSS_MFG,False,True,12.9,2376
,,0.344,-18.47,56387.34,682.1086,Cluster,14.0,,2.64,3.69,,8:50,External,,CLUSTER,False,True,8.833333333333334,2388
,,0.344,-18.52,56387.38,682.1088,Cluster,10.0,,1.03,3.62,,6:59,External,,CLUSTER,False,True,6.983333333333333,2389
,,0.344,-18.54,56387.4,682.1088,metal loss,10.0,,0.87,1.18,,8:10,External,,METAL_LOSS,False,True,8.166666666666666,2390
,,0.344,-18.58,56387.44,682.1089,metal loss,10.0,,0.71,1.65,,6:02,External,,METAL_LOSS,False,True,6.033333333333333,2391
