joint_number,joint_length,wall_thickness,dist_upstream_weld,log_distance,elevation,event_type,depth_percent,id_reduction,length,width,burst_mop,clock_position,orientation,comments,event_type_normalized,is_reference,is_anomaly,clock_decimal,original_index
,,0.344,-39.12,19295.4,918.9961,metal loss,12.0,,1.02,2.99,,5:17,External,,METAL_LOSS,False,True,5.283333333333333,936
,,0.344,-14.48,19910.87,876.2111,metal loss,10.0,,0.59,0.71,,6:40,External,,METAL_LOSS,False,True,6.666666666666667,953
,,0.344,-0.34,20016.6,870.459,metal loss,10.0,,0.71,0.67,,4:06,External,,METAL_LOSS,False,True,4.1,957
,,0.344,-38.97,20335.14,843.5754,Cluster,21.0,,3.59,5.01,1.78,6:36,External,,CLUSTER,False,True,6.6,965
,,0.344,-39.16,20335.33,843.5562,metal loss,11.0,,1.18,1.89,,7:17,External,,METAL_LOSS,False,True,7.283333333333333,966
,,0.344,-39.22,21019.81,783.2616,Cluster,25.0,,1.85,8.88,1.83,5:07,External,,CLUSTER,False,True,5.116666666666666,986
,,0.344,-0.68,21282.56,778.8138,Cluster,28.0,,4.84,8.11,1.68,3:53,External,,CLUSTER,False,True,3.8833333333333333,996
,,0.344,-0.7,21282.57,778.8137,metal loss,11.0,,1.65,2.28,,8:23,External,,METAL_LOSS,False,True,8.383333333333333,997
,,0.344,-0.71,21282.59,778.8136,metal loss,14.0,,1.3,2.05,,9:10,External,,METAL_LOSS,False,True,9.166666666666666,998
,,0.344,-0.71,21282.59,778.8136,metal loss,17.0,,1.65,4.21,,7:18,External,,METAL_LOSS,False,True,7.3,999
,,0.344,-22.6,21304.48,778.7127,metal loss-manufacturing anomaly,14.0,,0.59,0.59,,3:09,,,METAL_LOSS_MFG,False,True,3.15,1000
,,0.344,-25.76,21307.63,778.7003,Cluster,39.0,,7.13,2.98,1.49,6:21,External,,CLUSTER,False,True,6.35,1001
,,0.344,-19.97,21341.79,778.6263,metal loss,11.0,,3.54,6.1,,5:43,External,,METAL_LOSS,False,True,5.716666666666667,1003
,,0.344,-31.22,21353.03,778.6063,Cluster,23.0,,4.99,17.47,1.72,4:43,External,,CLUSTER,False,True,4.716666666666667,1004
,,0.344,-33.64,21355.45,778.6014,Cluster,19.0,,3.02,6.45,,4:01,External,,CLUSTER,False,True,4.016666666666667,1005
,,0.344,-0.69,21362.49,778.5844,Cluster,32.0,,4.5,9.68,1.66,5:02,External,,CLUSTER,False,True,5.033333333333333,1009
,,0.344,-0.75,21362.56,778.5843,metal loss,20.0,,0.83,1.89,1.88,3:26,External,,METAL_LOSS,False,True,3.4333333333333336,1011
,,0.344,-36.95,21438.79,778.6576,Cluster,64.0,,7.79,19.23,1.12,5:28,External,,CLUSTER,False,True,5.466666666666667,1014
,,0.344,-38.65,21680.42,780.2876,metal loss,15.0,,0.75,1.3,,5:27,External,,METAL_LOSS,False,True,5.45,1021
,,0.344,-39.61,21681.38,780.2943,metal loss,10.0,,2.24,1.3,,6:40,External,,METAL_LOSS,False,True,6.666666666666667,1022
,,0.344,-11.02,21815.32,773.1062,metal loss,10.0,,0.91,0.87,,6:57,External,,METAL_LOSS,False,True,6.95,1028
,,0.344,-0.77,21845.23,771.2559,Cluster,10.0,,1.36,4.92,,7:22,External,,CLUSTER,False,True,7.366666666666666,1030
,,0.344,-0.82,21845.28,771.2542,metal loss,11.0,,1.53,6.34,,3:55,External,,METAL_LOSS,False,True,3.9166666666666665,1031
,,0.344,-30.62,22651.75,773.3812,metal loss-manufacturing anomaly,13.0,,0.83,0.55,,2:52,,,METAL_LOSS_MFG,False,True,2.8666666666666667,1056
,,0.344,-0.87,22781.94,772.2973,Cluster,18.0,,3.26,5.59,,5:45,External,,CLUSTER,False,True,5.75,1061
,,0.344,-0.76,22941.65,771.6572,Cluster,15.0,,3.23,7.6,,5:59,External,,CLUSTER,False,True,5.983333333333333,1066
,,0.344,-8.2,23029.38,767.9388,metal loss-manufacturing anomaly,12.0,,0.47,0.71,,7:20,,,METAL_LOSS_MFG,False,True,7.333333333333333,1070
,,0.344,-11.15,23032.33,767.8694,metal loss-manufacturing anomaly,10.0,,0.63,0.71,,3:33,,,METAL_LOSS_MFG,False,True,3.55,1071
,,0.344,-20.19,23161.46,771.7922,metal loss-manufacturing anomaly,10.0,,3.35,1.22,,1:50,,,METAL_LOSS_MFG,False,True,1.8333333333333335,1075
,,0.344,-20.8,23162.08,771.7985,metal loss-manufacturing anomaly,25.0,,5.2,0.71,,1:40,,,METAL_LOSS_MFG,False,True,1.6666666666666665,1076
,,0.344,-0.71,23608.37,775.1361,Cluster,15.0,,2.78,17.2,,2:39,Internal,,CLUSTER,False,True,2.65,1089
,,0.344,-28.08,23635.74,774.9633,Cluster,23.0,,5.95,8.4,1.69,12:17,External,,CLUSTER,False,True,12.283333333333333,1090
,,0.344,-37.27,23644.93,774.898,metal loss-manufacturing anomaly,10.0,,0.51,0.71,,8:36,,,METAL_LOSS_MFG,False,True,8.6,1091
,,0.344,-26.68,23674.28,774.7318,Cluster,29.0,,2.45,28.97,1.79,3:05,External,,CLUSTER,False,True,3.0833333333333335,1093
,,0.344,-26.69,23674.29,774.7317,metal loss,14.0,,2.09,1.3,,8:03,External,,METAL_LOSS,False,True,8.05,1094
,,0.344,-26.74,23674.34,774.7315,Cluster,16.0,,1.39,6.24,,8:54,External,,CLUSTER,False,True,8.9,1095
,,0.344,-3.76,24662.22,789.5692,metal loss-manufacturing anomaly,13.0,,3.78,2.01,,8:55,,,METAL_LOSS_MFG,False,True,8.916666666666666,1124
,,0.344,-39.04,25249.8,799.1802,Cluster,14.0,,1.14,5.8,,5:52,External,,CLUSTER,False,True,5.866666666666667,1139
,,0.344,-37.76,25875.11,764.8979,metal loss-manufacturing anomaly,12.0,,0.55,0.71,,2:14,,,METAL_LOSS_MFG,False,True,2.2333333333333334,1160
,,0.344,-3.85,26080.87,791.0148,metal loss-manufacturing anomaly,10.0,,0.67,0.59,,12:05,,,METAL_LOSS_MFG,False,True,12.083333333333334,1168
,,0.344,-39.13,26416.04,805.8494,metal loss-manufacturing anomaly,21.0,,3.62,0.59,,3:32,,,METAL_LOSS_MFG,False,True,3.533333333333333,1177
,,0.344,-38.59,26867.58,805.9027,metal loss,15.0,,1.38,1.5,,7:27,External,,METAL_LOSS,False,True,7.45,1190
,,0.344,-38.92,26867.91,805.8889,metal loss,14.0,,1.58,2.01,,7:48,External,,METAL_LOSS,False,True,7.8,1191
,,0.344,-38.93,26867.93,805.8881,Cluster,31.0,,1.33,11.88,1.85,4:23,External,,CLUSTER,False,True,4.383333333333334,1192
,,0.344,-39.18,26868.17,805.878,Cluster,22.0,,2.58,2.83,1.81,6:05,External,,CLUSTER,False,True,6.083333333333333,1193
,,0.344,-39.0,26930.57,799.6205,Cluster,12.0,,3.12,4.82,,2:11,External,,CLUSTER,False,True,2.183333333333333,1196
,,0.344,-0.86,27316.61,806.7631,metal loss-manufacturing anomaly,16.0,,0.91,0.83,,5:54,,,METAL_LOSS_MFG,False,True,5.9,1211
,,0.344,-23.68,27579.43,805.2976,metal loss-manufacturing anomaly,12.0,,5.24,1.38,,1:21,,,METAL_LOSS_MFG,False,True,1.35,1218
,,0.344,-25.46,27581.21,805.3021,metal loss-manufacturing anomaly,24.0,,3.9,0.87,,1:09,,,METAL_LOSS_MFG,False,True,1.15,1219
,,0.344,-26.35,27582.11,805.3051,metal loss-manufacturing anomaly,21.0,,3.42,0.75,,1:04,,,METAL_LOSS_MFG,False,True,1.0666666666666667,1220
,,0.344,-26.81,27582.56,805.3066,metal loss-manufacturing anomaly,11.0,,3.46,2.17,,1:01,,,METAL_LOSS_MFG,False,True,1.0166666666666666,1221
,,0.344,-27.12,27582.88,805.3076,metal loss-manufacturing anomaly,21.0,,3.39,0.75,,1:15,,,METAL_LOSS_MFG,False,True,1.25,1222
,,0.344,-16.37,27892.3,805.9289,metal loss-manufacturing anomaly,10.0,,3.23,1.06,,8:17,,,METAL_LOSS_MFG,False,True,8.283333333333333,1231
,,0.344,-28.97,27944.8,803.8386,metal loss-manufacturing anomaly,20.0,,1.06,1.18,,10:04,,,METAL_LOSS_MFG,False,True,10.066666666666666,1233
,,0.344,-18.8,28027.51,795.4539,metal loss-manufacturing anomaly,10.0,,0.43,0.71,,7:02,,,METAL_LOSS_MFG,False,True,7.033333333333333,1238
,,0.344,-17.92,28207.03,796.3722,metal loss-manufacturing anomaly,17.0,,4.33,1.42,,10:31,,,METAL_LOSS_MFG,False,True,10.516666666666667,1244
,,0.344,-8.91,28783.01,779.511,metal loss-manufacturing anomaly,13.0,,6.3,1.89,,4:47,,,METAL_LOSS_MFG,False,True,4.783333333333333,1260
,,0.344,-0.61,28814.67,779.3579,Cluster,30.0,,4.73,21.05,1.66,4:06,External,,CLUSTER,False,True,4.1,1262
,,0.344,-38.85,29052.98,775.465,Cluster,42.0,,5.77,42.81,1.5,3:20,External,,CLUSTER,False,True,3.3333333333333335,1268
,,0.344,-0.62,29128.12,775.1613,Cluster,38.0,,3.5,20.36,1.66,3:54,External,,CLUSTER,False,True,3.9,1272
,,0.344,-19.04,29146.54,774.8961,Cluster,35.0,,8.46,10.87,1.5,5:29,External,,CLUSTER,False,True,5.483333333333333,1273
,,0.344,-38.99,29206.49,773.7111,metal loss,38.0,,2.09,9.8,1.77,7:27,External,,METAL_LOSS,False,True,7.45,1275
,,0.344,-39.04,29206.54,773.7098,metal loss,17.0,,1.18,5.95,,3:42,External,,METAL_LOSS,False,True,3.7,1276
,,0.344,-39.1,29206.61,773.708,Cluster,32.0,,4.13,10.41,1.67,5:14,Internal,,CLUSTER,False,True,5.233333333333333,1277
,,0.344,-0.58,29207.99,773.67,Cluster,21.0,,6.46,3.65,1.7,4:48,External,,CLUSTER,False,True,4.8,1279
,,0.344,-0.67,29208.08,773.6676,Cluster,11.0,,4.93,6.08,,6:29,External,,CLUSTER,False,True,6.483333333333333,1280
,,0.344,-0.72,29208.13,773.6661,metal loss,36.0,,4.41,1.18,1.63,5:52,External,,METAL_LOSS,False,True,5.866666666666667,1281
,,0.344,-3.26,29410.95,768.9311,metal loss,13.0,,1.38,1.06,,5:40,External,,METAL_LOSS,False,True,5.666666666666667,1287
,,0.344,-7.14,29414.83,768.8315,Cluster,11.0,,4.56,6.12,,5:57,External,,CLUSTER,False,True,5.95,1288
,,0.344,-9.95,29417.63,768.759,Cluster,22.0,,6.3,3.35,1.69,5:18,External,,CLUSTER,False,True,5.3,1289
,,0.344,-11.84,29419.53,768.7094,Cluster,22.0,,4.18,2.91,1.75,5:17,External,,CLUSTER,False,True,5.283333333333333,1290
,,0.344,-39.22,29446.91,767.9813,metal loss,15.0,,0.91,1.22,,4:57,External,,METAL_LOSS,False,True,4.95,1291
,,0.344,-39.24,29446.92,767.9809,metal loss,42.0,,1.02,3.86,1.85,8:22,External,,METAL_LOSS,False,True,8.366666666666667,1292
,,0.344,-5.08,29452.86,767.7999,metal loss-manufacturing anomaly,15.0,,0.55,0.71,,6:28,,,METAL_LOSS_MFG,False,True,6.466666666666667,1294
,,0.344,-30.33,30262.24,765.6902,metal loss,10.0,,1.26,1.65,,6:20,External,,METAL_LOSS,False,True,6.333333333333333,1317
,,0.344,-32.09,30264.0,765.6245,metal loss,10.0,,1.06,1.14,,4:47,External,,METAL_LOSS,False,True,4.783333333333333,1318
,,0.344,-0.56,30471.96,761.7262,Cluster,17.0,,4.76,11.46,,6:06,External,,CLUSTER,False,True,6.1,1325
,,0.344,-19.71,30570.99,761.7328,metal loss-manufacturing anomaly,19.0,,3.31,0.55,,11:29,,,METAL_LOSS_MFG,False,True,11.483333333333333,1328
,,0.344,-22.16,30573.44,761.7224,metal loss-manufacturing anomaly,10.0,,4.17,4.25,,11:38,,,METAL_LOSS_MFG,False,True,11.633333333333333,1329
,,0.344,-22.74,30574.03,761.7199,metal loss-manufacturing anomaly,26.0,,3.66,0.71,,11:51,,,METAL_LOSS_MFG,False,True,11.85,1330
,,0.344,-23.47,30574.76,761.7168,metal loss-manufacturing anomaly,10.0,,3.11,0.87,,11:36,,,METAL_LOSS_MFG,False,True,11.6,1331
,,0.344,-24.82,30576.1,761.7112,metal loss-manufacturing anomaly,15.0,,3.58,7.01,,11:33,,,METAL_LOSS_MFG,False,True,11.55,1332
,,0.344,-25.58,30576.86,761.7079,metal loss-manufacturing anomaly,10.0,,3.23,1.58,,11:42,,,METAL_LOSS_MFG,False,True,11.7,1333
,,0.344,-26.01,30577.29,761.7061,metal loss-manufacturing anomaly,14.0,,4.02,3.74,,11:30,,,METAL_LOSS_MFG,False,True,11.5,1334
,,0.344,-26.71,30577.99,761.7032,metal loss-manufacturing anomaly,10.0,,4.13,8.66,,11:20,,,METAL_LOSS_MFG,False,True,11.333333333333334,1335
,,0.344,-27.33,30578.61,761.7006,metal loss-manufacturing anomaly,28.0,,3.94,6.38,,11:28,,,METAL_LOSS_MFG,False,True,11.466666666666667,1336
,,0.344,-5.65,30676.87,761.3112,metal loss-manufacturing anomaly,17.0,,3.03,0.55,,6:24,,,METAL_LOSS_MFG,False,True,6.4,1340
,,0.344,-5.65,30676.88,761.3111,metal loss-manufacturing anomaly,13.0,,2.79,0.63,,6:34,,,METAL_LOSS_MFG,False,True,6.566666666666666,1341
,,0.344,-5.28,31013.67,759.3892,metal loss-manufacturing anomaly,15.0,,0.47,0.71,,4:16,,,METAL_LOSS_MFG,False,True,4.266666666666667,1355
,,0.344,-0.68,31509.12,760.0275,Cluster,31.0,,6.41,31.02,1.6,2:17,External,,CLUSTER,False,True,2.283333333333333,1372
,,0.344,-0.79,31509.22,760.0281,Cluster,14.0,,3.59,14.6,,10:05,External,,CLUSTER,False,True,10.083333333333334,1373
,,0.344,-0.7,31549.2,760.2205,Cluster,28.0,,5.63,6.43,1.65,2:54,External,,CLUSTER,False,True,2.9,1376
,,0.344,-0.7,31549.2,760.2205,Cluster,12.0,,4.92,4.34,,5:24,External,,CLUSTER,False,True,5.4,1377
,,0.344,-2.56,31551.06,760.2221,Cluster,11.0,,6.3,7.92,,11:30,External,,CLUSTER,False,True,11.5,1378
,,0.344,-0.77,31574.91,759.8604,Cluster,52.0,,4.91,8.27,1.43,6:22,External,,CLUSTER,False,True,6.366666666666666,1382
,,0.344,-0.8,31574.95,759.8592,Cluster,10.0,,3.01,5.43,,3:58,External,,CLUSTER,False,True,3.966666666666667,1383
,,0.344,-0.81,31574.96,759.8589,metal loss,24.0,,4.13,2.28,1.74,5:29,External,,METAL_LOSS,False,True,5.483333333333333,1384
,,0.344,-9.33,31583.48,759.5674,metal loss,19.0,,1.42,1.77,,6:28,External,,METAL_LOSS,False,True,6.466666666666667,1385
,,0.344,-39.04,31980.44,754.9454,Cluster,13.0,,3.34,16.86,,4:26,External,,CLUSTER,False,True,4.433333333333334,1402
,,0.344,-28.99,32514.08,725.6285,Cluster,16.0,,4.18,2.2,,11:34,External,,CLUSTER,False,True,11.566666666666666,1426
,,0.344,-0.77,32594.86,739.352,Cluster,28.0,,1.45,3.58,1.84,6:40,External,,CLUSTER,False,True,6.666666666666667,1430
,,0.344,-0.82,32594.9,739.3589,metal loss,10.0,,0.94,1.34,,4:25,External,,METAL_LOSS,False,True,4.416666666666667,1431
,,0.344,-13.11,32925.21,749.6401,Cluster,31.0,,21.61,16.78,1.46,7:20,External,,CLUSTER,False,True,7.333333333333333,1443
,,0.344,-13.89,32925.99,749.6223,Cluster,21.0,,4.21,2.89,1.75,6:17,External,,CLUSTER,False,True,6.283333333333333,1444
,,0.344,-15.03,32927.13,749.5958,metal loss,19.0,,1.46,0.75,,6:53,External,,METAL_LOSS,False,True,6.883333333333333,1445
,,0.344,-16.2,32928.3,749.5687,Cluster,14.0,,2.57,5.09,,7:17,External,,CLUSTER,False,True,7.283333333333333,1446
,,0.344,-0.74,32952.77,749.0267,Cluster,10.0,,2.57,2.49,,7:12,External,,CLUSTER,False,True,7.2,1448
,,0.344,-0.79,33032.88,747.9696,Cluster,10.0,,0.88,2.51,,3:34,External,,CLUSTER,False,True,3.5666666666666664,1453
,,0.344,-0.79,33112.92,747.1422,Cluster,12.0,,2.48,4.75,,4:02,External,,CLUSTER,False,True,4.033333333333333,1456
,,0.344,-38.72,33190.85,746.5087,metal loss,11.0,,3.66,7.36,,7:24,External,,METAL_LOSS,False,True,7.4,1458
,,0.344,-32.28,33304.46,744.7818,Cluster,28.0,,4.36,6.72,1.7,11:47,External,,CLUSTER,False,True,11.783333333333333,1462
,,0.344,-23.38,33374.95,744.1882,Cluster,23.0,,3.55,1.91,1.76,6:10,External,,CLUSTER,False,True,6.166666666666667,1466
,,0.344,-29.78,33381.36,744.1271,Cluster,31.0,,1.76,1.32,1.82,5:32,External,,CLUSTER,False,True,5.533333333333333,1467
,,0.344,-30.26,33381.84,744.1223,Cluster,29.0,,4.33,4.63,1.69,5:24,External,,CLUSTER,False,True,5.4,1468
,,0.344,-31.6,33383.18,744.1089,Cluster,13.0,,4.98,1.64,,5:52,External,,CLUSTER,False,True,5.866666666666667,1469
,,0.344,-14.08,33405.66,743.7271,metal loss,15.0,,2.05,1.5,,4:30,External,,METAL_LOSS,False,True,4.5,1472
,,0.344,-14.38,33405.96,743.7201,metal loss,10.0,,1.69,1.58,,4:20,External,,METAL_LOSS,False,True,4.333333333333333,1473
,,0.344,-8.19,33479.84,742.2173,metal loss,13.0,,0.75,0.63,,11:34,External,,METAL_LOSS,False,True,11.566666666666666,1477
,,0.344,-8.58,33480.23,742.2106,Cluster,26.0,,3.61,3.29,1.74,12:28,External,,CLUSTER,False,True,12.466666666666667,1478
,,0.344,-8.7,33480.35,742.2086,Cluster,13.0,,3.37,2.1,,11:17,External,,CLUSTER,False,True,11.283333333333333,1479
,,0.344,-9.4,33481.04,742.1967,metal loss,15.0,,0.79,0.71,,10:56,External,,METAL_LOSS,False,True,10.933333333333334,1480
,,0.344,-0.74,33592.28,742.8578,Cluster,25.0,,4.87,17.39,1.7,4:46,External,,CLUSTER,False,True,4.766666666666667,1485
,,0.344,-7.35,33638.82,742.6487,metal loss,10.0,,2.99,0.67,,2:35,External,,METAL_LOSS,False,True,2.5833333333333335,1487
,,0.344,-38.93,33670.4,742.2473,Cluster,10.0,,2.71,8.94,,6:53,External,,CLUSTER,False,True,6.883333333333333,1488
,,0.344,-39.28,33750.65,740.3107,Cluster,34.0,,0.94,5.43,1.86,7:58,Internal,,CLUSTER,False,True,7.966666666666667,1491
,,0.344,-1.96,33753.51,740.186,metal loss,13.0,,1.06,1.1,,12:25,External,,METAL_LOSS,False,True,12.416666666666666,1493
,,0.344,-0.78,33817.11,737.7441,metal loss,36.0,,0.91,8.35,1.86,12:26,External,,METAL_LOSS,False,True,12.433333333333334,1496
,,0.344,-37.04,33853.37,738.0185,metal loss,12.0,,0.71,0.71,,12:04,External,,METAL_LOSS,False,True,12.066666666666666,1498
,,0.344,-39.1,33895.42,737.4701,metal loss,16.0,,0.71,1.53,,11:00,External,,METAL_LOSS,False,True,11.0,1500
,,0.344,-12.79,33949.1,736.746,metal loss,13.0,,2.84,2.36,,4:01,External,,METAL_LOSS,False,True,4.016666666666667,1503
,,0.344,-39.02,33975.32,736.1619,Cluster,10.0,,2.64,8.5,,7:27,External,,CLUSTER,False,True,7.45,1505
,,0.344,-8.15,34024.54,735.0509,Cluster,18.0,,4.12,3.94,,6:25,Internal,,CLUSTER,False,True,6.416666666666667,1509
,,0.344,-8.66,34025.04,735.0451,Cluster,25.0,,2.81,3.37,1.79,6:19,Internal,,CLUSTER,False,True,6.316666666666666,1510
,,0.344,-39.18,34055.57,734.6328,metal loss,21.0,,1.38,4.41,1.86,10:28,External,,METAL_LOSS,False,True,10.466666666666667,1511
,,0.344,-0.77,34057.22,734.6066,metal loss,11.0,,0.71,0.67,,10:43,External,,METAL_LOSS,False,True,10.716666666666667,1513
,,0.344,-0.72,34137.13,733.6084,Cluster,19.0,,2.6,14.89,,3:40,External,,CLUSTER,False,True,3.6666666666666665,1517
,,0.344,-0.75,34137.15,733.6083,metal loss,14.0,,2.72,3.5,,2:39,External,,METAL_LOSS,False,True,2.65,1518
,,0.344,-21.29,34859.79,722.8022,metal loss-manufacturing anomaly,15.0,,0.59,0.87,,6:58,,,METAL_LOSS_MFG,False,True,6.966666666666667,1537
,,0.344,-22.81,34861.31,722.7324,metal loss-manufacturing anomaly,17.0,,0.71,0.71,,10:50,,,METAL_LOSS_MFG,False,True,10.833333333333334,1538
,,0.344,-0.8,34919.27,720.0421,Cluster,10.0,,0.61,3.27,,11:18,External,,CLUSTER,False,True,11.3,1541
,,0.344,-0.85,35581.29,720.0574,metal loss,15.0,,0.83,1.06,,5:59,External,,METAL_LOSS,False,True,5.983333333333333,1561
,,0.344,-18.23,35798.42,721.1338,metal loss-manufacturing anomaly,18.0,,0.47,0.71,,6:16,,,METAL_LOSS_MFG,False,True,6.266666666666667,1567
,,0.344,-0.51,35820.7,721.0735,Cluster,32.0,,4.37,2.54,1.66,4:02,External,,CLUSTER,False,True,4.033333333333333,1569
,,0.344,-0.66,35820.85,721.0733,metal loss,18.0,,2.28,9.8,,4:54,External,,METAL_LOSS,False,True,4.9,1570
,,0.344,-0.71,35820.89,721.0732,Cluster,22.0,,1.6,7.23,1.85,8:16,External,,CLUSTER,False,True,8.266666666666667,1571
,,0.344,-0.74,35820.93,721.0731,metal loss,13.0,,0.71,1.69,,10:53,External,,METAL_LOSS,False,True,10.883333333333333,1572
,,0.344,-0.85,36460.28,719.5979,metal loss-manufacturing anomaly,10.0,,1.02,0.71,,6:58,,,METAL_LOSS_MFG,False,True,6.966666666666667,1589
,,0.344,-34.12,38383.95,741.9433,metal loss-manufacturing anomaly,16.0,,3.78,2.52,,9:43,,,METAL_LOSS_MFG,False,True,9.716666666666667,1651
,,0.344,-28.08,39144.72,678.0669,metal loss,10.0,,0.98,1.18,,6:32,External,,METAL_LOSS,False,True,6.533333333333333,1672
,,0.344,-21.94,39334.75,672.6224,Cluster,16.0,,4.36,8.99,,5:25,External,,CLUSTER,False,True,5.416666666666667,1683
,,0.344,-0.03,39335.7,672.5915,Cluster,10.0,,2.33,12.3,,2:06,External,,CLUSTER,False,True,2.1,1685
,,0.344,-0.68,39405.56,675.4804,Cluster,17.0,,3.44,9.03,,8:55,External,,CLUSTER,False,True,8.916666666666666,1688
,,0.344,-35.02,39479.9,675.0699,metal loss,17.0,,0.79,0.91,,8:12,External,,METAL_LOSS,False,True,8.2,1690
,,0.344,-0.07,39592.67,676.6229,Cluster,25.0,,4.07,6.33,1.73,8:40,External,,CLUSTER,False,True,8.666666666666666,1699
,,0.344,-0.72,39593.33,676.7097,Cluster,18.0,,2.83,6.62,,7:38,External,,CLUSTER,False,True,7.633333333333333,1700
,,0.344,-0.76,39593.37,676.7153,Cluster,27.0,,3.28,9.26,1.75,2:27,External,,CLUSTER,False,True,2.45,1701
,,0.344,-18.92,40008.62,717.7519,metal loss-manufacturing anomaly,10.0,,1.46,0.71,,5:02,,,METAL_LOSS_MFG,False,True,5.033333333333333,1721
,,0.344,-19.8,40009.5,717.7555,metal loss-manufacturing anomaly,10.0,,0.59,0.71,,8:37,,,METAL_LOSS_MFG,False,True,8.616666666666667,1722
,,0.344,-39.01,40668.73,714.1151,Cluster,18.0,,1.97,1.47,,7:57,External,,CLUSTER,False,True,7.95,1739
,,0.344,-20.89,41011.08,709.3366,metal loss-manufacturing anomaly,10.0,,3.03,1.3,,10:13,,,METAL_LOSS_MFG,False,True,10.216666666666667,1754
,,0.344,-20.98,41131.05,710.941,metal loss-manufacturing anomaly,14.0,,3.66,1.02,,10:09,,,METAL_LOSS_MFG,False,True,10.15,1758
,,0.344,-17.77,41163.99,711.6486,metal loss-manufacturing anomaly,12.0,,4.17,1.77,,2:09,,,METAL_LOSS_MFG,False,True,2.15,1760
,,0.344,-28.33,41174.55,711.8432,metal loss-manufacturing anomaly,11.0,,0.47,0.59,,11:58,,,METAL_LOSS_MFG,False,True,11.966666666666667,1764
,,0.344,-0.72,41466.16,710.3511,Cluster,29.0,,5.0,10.54,1.66,4:44,External,,CLUSTER,False,True,4.733333333333333,1773
,,0.344,-0.73,41466.18,710.3507,Cluster,21.0,,5.56,2.58,1.72,6:45,External,,CLUSTER,False,True,6.75,1774
,,0.344,-0.82,41466.26,710.3486,Cluster,14.0,,0.97,3.27,,3:19,External,,CLUSTER,False,True,3.3166666666666664,1775
,,0.344,-20.52,41485.96,709.7136,Cluster,15.0,,4.38,3.16,,9:33,External,,CLUSTER,False,True,9.55,1776
,,0.344,-20.8,41486.24,709.7041,Cluster,17.0,,2.56,2.39,,10:16,External,,CLUSTER,False,True,10.266666666666667,1777
,,0.344,-21.15,41486.59,709.6922,metal loss,15.0,,1.14,1.26,,10:09,External,,METAL_LOSS,False,True,10.15,1778
,,0.344,-21.34,41486.78,709.6857,Cluster,12.0,,4.25,3.16,,10:13,External,,CLUSTER,False,True,10.216666666666667,1779
,,0.344,-35.98,41501.43,709.1821,metal loss,10.0,,2.52,0.75,,9:33,External,,METAL_LOSS,False,True,9.55,1780
,,0.344,-36.87,41502.32,709.151,metal loss,14.0,,4.25,0.94,,8:10,External,,METAL_LOSS,False,True,8.166666666666666,1781
,,0.344,-37.98,41503.42,709.1124,metal loss,10.0,,1.18,0.83,,9:22,External,,METAL_LOSS,False,True,9.366666666666667,1782
,,0.344,-38.56,41504.01,709.092,Cluster,10.0,,4.39,5.72,,9:28,External,,CLUSTER,False,True,9.466666666666667,1783
,,0.344,-39.02,41544.42,707.4963,metal loss,23.0,,0.94,1.3,1.87,7:47,External,,METAL_LOSS,False,True,7.783333333333333,1785
,,0.344,-39.06,41544.45,707.4949,metal loss,11.0,,0.79,0.79,,8:49,External,,METAL_LOSS,False,True,8.816666666666666,1786
,,0.344,-0.74,41546.08,707.4225,metal loss,17.0,,2.76,0.59,,9:36,External,,METAL_LOSS,False,True,9.6,1788
,,0.344,-31.12,41576.47,706.2497,Cluster,19.0,,2.21,1.8,,7:44,External,,CLUSTER,False,True,7.733333333333333,1789
,,0.344,-36.01,41581.35,706.0938,Cluster,18.0,,5.2,4.15,,7:17,External,,CLUSTER,False,True,7.283333333333333,1790
,,0.344,-8.33,41593.61,705.8259,Cluster,16.0,,3.71,3.96,,6:58,External,,CLUSTER,False,True,6.966666666666667,1793
,,0.344,-20.19,41605.47,705.8339,Cluster,15.0,,3.43,1.22,,3:25,External,,CLUSTER,False,True,3.4166666666666665,1794
,,0.344,-21.05,41606.33,705.8384,metal loss,13.0,,1.53,1.38,,3:21,External,,METAL_LOSS,False,True,3.35,1795
,,0.344,-21.88,41607.15,705.8426,Cluster,23.0,,5.15,3.54,1.71,2:04,External,,CLUSTER,False,True,2.066666666666667,1796
,,0.344,-22.21,41607.49,705.8444,metal loss,11.0,,1.42,0.91,,3:27,External,,METAL_LOSS,False,True,3.45,1797
,,0.344,-22.4,41607.68,705.8453,Cluster,25.0,,3.62,2.81,1.75,1:54,External,,CLUSTER,False,True,1.9,1798
,,0.344,-23.08,41608.36,705.8488,Cluster,13.0,,1.69,1.2,,2:29,External,,CLUSTER,False,True,2.4833333333333334,1799
,,0.344,-24.84,41610.12,705.8634,Cluster,13.0,,3.25,6.37,,9:19,External,,CLUSTER,False,True,9.316666666666666,1800
,,0.344,-25.38,41610.66,705.8678,Cluster,10.0,,2.63,4.13,,9:46,External,,CLUSTER,False,True,9.766666666666667,1801
,,0.344,-25.96,41611.24,705.8726,Cluster,17.0,,3.25,3.71,,9:44,External,,CLUSTER,False,True,9.733333333333333,1802
,,0.344,-29.18,41614.46,705.8991,metal loss,16.0,,1.1,0.59,,10:17,External,,METAL_LOSS,False,True,10.283333333333333,1803
,,0.344,-1.78,41747.21,706.148,metal loss,13.0,,0.91,1.3,,9:30,External,,METAL_LOSS,False,True,9.5,1837
