joint_number,joint_length,wall_thickness,dist_upstream_weld,dist_downstream_weld,log_distance,event_type,orientation,depth_percent,depth_inches,od_reduction_pct,od_reduction_in,length,width,clock_position,comments,Anomalies per Joint,Tool Velocity [ft/s],elevation,Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),mop,smys,Seam Type,pdesign,B31G Psafe [PSI],B31G Pburst [PSI],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,event_type_normalized,is_reference,clock_decimal,original_index
9160.0,,0.344,-13.9,25.98,32976.07,Metal Loss,External,12.0,0.041,,,1.89,1.69,6:11,,,0.7,142.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_32976.1,True,32976.07,32976.07,METAL_LOSS,False,6.183333333333334,1524
9160.0,,0.344,-14.03,25.85,32976.19,Metal Loss,External,10.0,0.034,,,0.55,2.13,7:55,,,0.7,142.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_32976.2,True,32976.19,32976.19,METAL_LOSS,False,7.916666666666667,1525
9160.0,,0.344,-14.07,25.81,32976.23,Metal Loss,External,17.0,0.058,,,0.59,1.53,8:46,,,0.7,142.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.12,2045.39,,,,,,,2015,Metal Loss_32976.2,True,32976.23,32976.23,METAL_LOSS,False,8.766666666666667,1526
9160.0,,0.344,-14.53,25.35,32976.69,Cluster,External,32.0,0.11,,,3.37,8.32,7:39,,,0.7,142.75,,,,1160.0,65000.0,,1342.0,1361.14,1889.91,1407.71,1954.57,1457.93,2024.3,0.82,1.68,2015,Cluster_32976.7,True,32976.69,32976.69,CLUSTER,False,7.65,1527
9160.0,,0.344,-14.96,24.91,32977.13,Metal Loss,External,18.0,0.062,,,0.63,1.34,6:45,,,0.7,142.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.38,2044.36,,,,,,,2015,Metal Loss_32977.1,True,32977.13,32977.13,METAL_LOSS,False,6.75,1528
9160.0,,0.344,-14.97,24.91,32977.14,Metal Loss,External,13.0,0.045,,,1.46,0.83,7:16,,,0.7,142.74,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.87,2032.55,,,,,,,2015,Metal Loss_32977.1,True,32977.14,32977.14,METAL_LOSS,False,7.266666666666667,1529
9160.0,,0.344,-16.18,23.7,32978.35,Metal Loss,External,11.0,0.038,,,1.38,1.97,7:18,,,0.7,142.73,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_32978.3,True,32978.35,32978.35,METAL_LOSS,False,7.3,1530
9210.0,,0.344,-0.82,39.22,33162.93,Metal Loss,External,19.0,0.065,,,1.42,0.87,3:44,,,0.7,141.68,,MFL-A/XT,,1160.0,65000.0,,1342.0,1458.23,2024.72,,,,,,,2015,Metal Loss_33162.9,True,33162.93,33162.93,METAL_LOSS,False,3.7333333333333334,1540
9220.0,,0.344,-38.77,1.27,33240.91,Metal Loss,External,11.0,0.038,,,1.42,1.1,8:15,,,0.7,139.67,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33240.9,True,33240.91,33240.91,METAL_LOSS,False,8.25,1542
9220.0,,0.344,-39.44,0.6,33241.58,Metal Loss,External,18.0,0.062,,,1.02,1.38,8:23,,,0.7,139.66,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.62,2036.36,,,,,,,2015,Metal Loss_33241.6,True,33241.58,33241.58,METAL_LOSS,False,8.383333333333333,1545
9250.0,,0.344,-32.41,7.63,33354.59,Metal Loss,External,41.0,0.141,,,2.28,2.17,12:03,,,0.7,139.55,,MFL-A/XT,,1160.0,65000.0,,1342.0,1380.39,1916.64,1431.4,1987.46,1447.37,2009.64,0.81,1.71,2015,Metal Loss_33354.6,True,33354.59,33354.59,METAL_LOSS,False,12.05,1551
9250.0,,0.344,-32.96,7.08,33355.15,Metal Loss,External,33.0,0.114,,,0.79,1.38,11:34,,,0.7,139.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.54,2033.47,1535.15,2131.51,1536.76,2133.75,0.76,1.84,2015,Metal Loss_33355.2,True,33355.15,33355.15,METAL_LOSS,False,11.566666666666666,1552
9250.0,,0.344,-34.61,5.44,33356.79,Metal Loss,External,15.0,0.052,,,2.05,2.09,12:41,,,0.7,139.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,1450.85,2014.47,,,,,,,2015,Metal Loss_33356.8,True,33356.79,33356.79,METAL_LOSS,False,12.683333333333334,1553
9250.0,,0.344,-34.62,5.43,33356.8,Metal Loss,External,12.0,0.041,,,1.89,0.67,1:16,,,0.7,139.54,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33356.8,True,33356.8,33356.8,METAL_LOSS,False,1.2666666666666666,1554
9250.0,,0.344,-37.24,2.8,33359.42,Metal Loss,External,23.0,0.079,,,1.93,1.58,1:09,,,0.7,139.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,1438.93,1997.91,1505.65,2090.56,1508.82,2094.96,0.77,1.8,2015,Metal Loss_33359.4,True,33359.42,33359.42,METAL_LOSS,False,1.15,1555
9250.0,,0.344,-38.29,1.76,33360.47,Metal Loss,External,10.0,0.034,,,0.55,1.58,12:47,,,0.7,139.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33360.5,True,33360.47,33360.47,METAL_LOSS,False,12.783333333333333,1556
9250.0,,0.344,-38.63,1.41,33360.82,Cluster,External,18.0,0.062,,,2.53,7.63,12:40,,,0.7,139.53,,,,1160.0,65000.0,,1342.0,1434.5,1991.77,,,,,,,2015,Cluster_33360.8,True,33360.82,33360.82,CLUSTER,False,12.666666666666666,1557
9250.0,,0.344,-38.81,1.23,33361.0,Metal Loss,External,14.0,0.048,,,0.35,0.59,1:25,,,0.7,139.53,,MFL-A/XT,,1160.0,65000.0,,1342.0,1475.32,2048.44,,,,,,,2015,Metal Loss_33361.0,True,33361.0,33361.0,METAL_LOSS,False,1.4166666666666667,1558
9260.0,,0.344,-9.45,29.98,33371.68,Metal Loss,External,12.0,0.041,,,0.39,0.87,6:46,,,0.7,139.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33371.7,True,33371.68,33371.68,METAL_LOSS,False,6.766666666666667,1560
9260.0,,0.344,-9.57,29.87,33371.79,Metal Loss,External,28.0,0.096,,,0.75,1.38,6:52,,,0.7,139.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.52,2037.61,1538.72,2136.47,1539.72,2137.86,0.75,1.84,2015,Metal Loss_33371.8,True,33371.79,33371.79,METAL_LOSS,False,6.866666666666667,1561
9260.0,,0.344,-9.6,29.83,33371.83,Metal Loss,External,10.0,0.034,,,0.98,0.87,6:18,,,0.7,139.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33371.8,True,33371.83,33371.83,METAL_LOSS,False,6.3,1562
9260.0,,0.344,-9.91,29.52,33372.14,Metal Loss,External,12.0,0.041,,,0.83,1.58,6:26,,,0.7,139.34,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33372.1,True,33372.14,33372.14,METAL_LOSS,False,6.433333333333334,1563
9270.0,,0.344,-23.56,16.45,33425.22,Metal Loss,External,23.0,0.079,,,0.63,1.1,5:32,,,0.7,136.93,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.13,2042.62,1542.88,2142.25,1543.31,2142.85,0.75,1.85,2015,Metal Loss_33425.2,True,33425.22,33425.22,METAL_LOSS,False,5.533333333333333,1567
9270.0,,0.344,-29.87,10.14,33431.52,Metal Loss,External,46.0,0.158,,,0.67,0.87,5:34,,,0.7,136.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.96,2031.29,1532.62,2128.01,1535.14,2131.5,0.76,1.83,2015,Metal Loss_33431.5,True,33431.52,33431.52,METAL_LOSS,False,5.566666666666666,1568
9270.0,,0.344,-38.96,1.05,33440.62,Cluster,External,62.0,0.213,,,3.29,3.96,5:29,,,0.7,136.52,,,,1160.0,65000.0,,1342.0,1216.34,1688.86,1200.87,1667.37,1361.58,1890.52,0.97,1.44,2015,Cluster_33440.6,True,33440.62,33440.62,CLUSTER,False,5.483333333333333,1571
9270.0,,0.344,-39.59,0.42,33441.24,Metal Loss,External,11.0,0.038,,,0.79,1.42,5:32,,,0.7,136.51,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33441.2,True,33441.24,33441.24,METAL_LOSS,False,5.533333333333333,1573
9270.0,,0.344,-39.94,0.07,33441.59,Metal Loss,External,23.0,0.079,,,0.79,0.63,5:44,affecting girth weld,,0.7,136.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.69,2039.24,1540.15,2138.47,1540.79,2139.34,0.75,1.84,2015,Metal Loss_33441.6,True,33441.59,33441.59,METAL_LOSS,False,5.733333333333333,1574
9270.0,,0.344,-39.94,0.07,33441.6,Metal Loss,External,33.0,0.114,,,0.79,0.59,6:13,affecting girth weld,,0.7,136.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.19,2033.0,1534.75,2130.96,1536.41,2133.27,0.76,1.84,2015,Metal Loss_33441.6,True,33441.6,33441.6,METAL_LOSS,False,6.216666666666667,1575
9270.0,,0.344,-40.0,0.01,33441.66,Metal Loss,External,35.0,0.12,,,1.15,2.21,5:55,affecting girth weld,,0.7,136.5,,MFL-A/XT,,1160.0,65000.0,,1342.0,1450.29,2013.7,1518.37,2108.22,1522.17,2113.5,0.76,1.82,2015,Metal Loss_33441.7,True,33441.66,33441.66,METAL_LOSS,False,5.916666666666667,1576
9280.0,,0.344,-2.29,37.78,33443.96,Metal Loss,External,17.0,0.058,,,0.98,1.5,6:25,,,1.0,136.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.97,2038.24,,,,,,,2015,Metal Loss_33444.0,True,33443.96,33443.96,METAL_LOSS,False,6.416666666666667,1578
9280.0,,0.344,-11.71,28.35,33453.38,Metal Loss,External,17.0,0.058,,,1.38,1.89,4:41,,,1.0,136.23,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.04,2028.61,,,,,,,2015,Metal Loss_33453.4,True,33453.38,33453.38,METAL_LOSS,False,4.683333333333334,1580
9280.0,,0.344,-12.38,27.69,33454.04,Metal Loss,External,15.0,0.052,,,0.91,1.38,4:26,,,1.0,136.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.14,2041.26,,,,,,,2015,Metal Loss_33454.0,True,33454.04,33454.04,METAL_LOSS,False,4.433333333333334,1581
9280.0,,0.344,-12.62,27.45,33454.28,Metal Loss,External,15.0,0.052,,,0.55,1.1,4:32,,,1.0,136.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.83,2046.38,,,,,,,2015,Metal Loss_33454.3,True,33454.28,33454.28,METAL_LOSS,False,4.533333333333333,1582
9280.0,,0.344,-14.11,25.96,33455.77,Metal Loss,External,13.0,0.045,,,0.67,1.73,4:27,,,1.0,136.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.24,2045.55,,,,,,,2015,Metal Loss_33455.8,True,33455.77,33455.77,METAL_LOSS,False,4.45,1583
9280.0,,0.344,-14.33,25.73,33456.0,Metal Loss,External,24.0,0.083,,,1.02,1.69,4:19,,,1.0,136.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.85,2031.13,1533.52,2129.26,1534.75,2130.96,0.76,1.84,2015,Metal Loss_33456.0,True,33456.0,33456.0,METAL_LOSS,False,4.316666666666666,1584
9280.0,,0.344,-14.59,25.48,33456.25,Metal Loss,External,12.0,0.041,,,0.71,1.1,4:33,,,1.0,136.16,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33456.2,True,33456.25,33456.25,METAL_LOSS,False,4.55,1585
9280.0,,0.344,-16.11,23.95,33457.78,Metal Loss,External,10.0,0.034,,,0.43,0.87,7:35,,,1.0,136.12,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33457.8,True,33457.78,33457.78,METAL_LOSS,False,7.583333333333333,1586
9280.0,,0.344,-17.02,23.05,33458.68,Metal Loss,External,13.0,0.045,,,0.91,1.5,7:34,,,1.0,136.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.02,2042.48,,,,,,,2015,Metal Loss_33458.7,True,33458.68,33458.68,METAL_LOSS,False,7.566666666666666,1587
9280.0,,0.344,-17.04,23.03,33458.7,Metal Loss,External,26.0,0.089,,,0.98,1.77,4:11,,,1.0,136.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.75,2030.99,1533.35,2129.02,1534.75,2130.96,0.76,1.84,2015,Metal Loss_33458.7,True,33458.7,33458.7,METAL_LOSS,False,4.183333333333334,1588
9280.0,,0.344,-17.61,22.46,33459.28,Metal Loss,External,17.0,0.058,,,0.47,1.1,7:34,,,1.0,136.07,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.23,2046.93,,,,,,,2015,Metal Loss_33459.3,True,33459.28,33459.28,METAL_LOSS,False,7.566666666666666,1589
9280.0,,0.344,-18.41,21.66,33460.07,Metal Loss,External,17.0,0.058,,,1.3,1.61,7:42,,,1.0,136.05,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.4,2030.51,,,,,,,2015,Metal Loss_33460.1,True,33460.07,33460.07,METAL_LOSS,False,7.7,1590
9280.0,,0.344,-19.08,20.99,33460.75,Metal Loss,External,10.0,0.034,,,0.63,1.34,4:02,,,1.0,136.02,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33460.8,True,33460.75,33460.75,METAL_LOSS,False,4.033333333333333,1591
9280.0,,0.344,-27.86,12.21,33469.53,Metal Loss,External,14.0,0.048,,,0.63,1.02,4:32,,,1.0,135.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.42,2045.8,,,,,,,2015,Metal Loss_33469.5,True,33469.53,33469.53,METAL_LOSS,False,4.533333333333333,1592
9280.0,,0.344,-28.01,12.06,33469.68,Metal Loss,External,14.0,0.048,,,0.59,1.69,4:24,,,1.0,135.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.62,2046.09,,,,,,,2015,Metal Loss_33469.7,True,33469.68,33469.68,METAL_LOSS,False,4.4,1593
9280.0,,0.344,-28.2,11.87,33469.86,Metal Loss,External,16.0,0.055,,,0.79,0.63,4:59,,,1.0,135.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.09,2042.58,,,,,,,2015,Metal Loss_33469.9,True,33469.86,33469.86,METAL_LOSS,False,4.983333333333333,1594
9280.0,,0.344,-28.76,11.3,33470.43,Metal Loss,External,12.0,0.041,,,1.18,1.42,4:23,,,1.0,135.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33470.4,True,33470.43,33470.43,METAL_LOSS,False,4.383333333333334,1595
9280.0,,0.344,-28.95,11.12,33470.61,Metal Loss,External,10.0,0.034,,,0.47,0.75,4:25,,,1.0,135.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33470.6,True,33470.61,33470.61,METAL_LOSS,False,4.416666666666667,1596
9280.0,,0.344,-30.63,9.44,33472.3,Metal Loss,External,10.0,0.034,,,0.98,2.21,3:55,,,1.0,135.94,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33472.3,True,33472.3,33472.3,METAL_LOSS,False,3.9166666666666665,1597
9280.0,,0.344,-30.74,9.33,33472.4,Metal Loss,External,12.0,0.041,,,0.87,1.14,4:20,,,1.0,135.95,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33472.4,True,33472.4,33472.4,METAL_LOSS,False,4.333333333333333,1598
9280.0,,0.344,-31.8,8.26,33473.47,Metal Loss,External,23.0,0.079,,,1.26,2.17,3:48,,,1.0,135.99,,MFL-A/XT,,1160.0,65000.0,,1342.0,1457.97,2024.35,1527.98,2121.56,1529.52,2123.7,0.76,1.83,2015,Metal Loss_33473.5,True,33473.47,33473.47,METAL_LOSS,False,3.8,1599
9280.0,,0.344,-32.27,7.79,33473.94,Metal Loss,External,18.0,0.062,,,0.63,1.97,4:04,,,1.0,136.02,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.38,2044.36,,,,,,,2015,Metal Loss_33473.9,True,33473.94,33473.94,METAL_LOSS,False,4.066666666666666,1600
9280.0,,0.344,-32.41,7.66,33474.08,Metal Loss,External,18.0,0.062,,,0.55,1.38,3:56,,,1.0,136.02,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.42,2045.81,,,,,,,2015,Metal Loss_33474.1,True,33474.08,33474.08,METAL_LOSS,False,3.9333333333333336,1601
9280.0,,0.344,-32.73,7.33,33474.4,Metal Loss,External,14.0,0.048,,,1.73,1.65,4:20,,,1.0,136.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,1458.08,2024.51,,,,,,,2015,Metal Loss_33474.4,True,33474.4,33474.4,METAL_LOSS,False,4.333333333333333,1602
9280.0,,0.344,-32.73,7.33,33474.4,Metal Loss,External,13.0,0.045,,,0.79,1.1,3:50,,,1.0,136.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.14,2044.03,,,,,,,2015,Metal Loss_33474.4,True,33474.4,33474.4,METAL_LOSS,False,3.8333333333333335,1603
9280.0,,0.344,-32.79,7.27,33474.46,Metal Loss,External,12.0,0.041,,,1.85,0.75,7:13,,,1.0,136.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33474.5,True,33474.46,33474.46,METAL_LOSS,False,7.216666666666667,1604
9280.0,,0.344,-32.82,7.25,33474.48,Metal Loss,External,31.0,0.107,,,1.77,1.77,7:56,,,1.0,136.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,1430.2,1985.8,1494.75,2075.43,1500.72,2083.72,0.78,1.79,2015,Metal Loss_33474.5,True,33474.48,33474.48,METAL_LOSS,False,7.933333333333334,1605
9280.0,,0.344,-32.82,7.25,33474.49,Metal Loss,External,14.0,0.048,,,1.34,0.94,7:27,,,1.0,136.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.7,2033.7,,,,,,,2015,Metal Loss_33474.5,True,33474.49,33474.49,METAL_LOSS,False,7.45,1606
9280.0,,0.344,-32.89,7.18,33474.55,Metal Loss,External,10.0,0.034,,,2.17,1.3,5:04,,,1.0,136.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33474.6,True,33474.55,33474.55,METAL_LOSS,False,5.066666666666666,1607
9280.0,,0.344,-32.95,7.12,33474.61,Metal Loss,External,22.0,0.076,,,0.79,1.34,4:26,,,1.0,136.05,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.86,2039.48,1540.36,2138.76,1540.92,2139.53,0.75,1.84,2015,Metal Loss_33474.6,True,33474.61,33474.61,METAL_LOSS,False,4.433333333333334,1608
9280.0,,0.344,-33.18,6.89,33474.85,Metal Loss,External,23.0,0.079,,,0.67,1.14,4:05,,,1.0,136.06,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.75,2042.1,1542.46,2141.67,1542.92,2142.31,0.75,1.85,2015,Metal Loss_33474.8,True,33474.85,33474.85,METAL_LOSS,False,4.083333333333333,1609
9280.0,,0.344,-33.27,6.8,33474.94,Metal Loss,External,10.0,0.034,,,0.35,0.59,4:55,,,1.0,136.06,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33474.9,True,33474.94,33474.94,METAL_LOSS,False,4.916666666666667,1610
9280.0,,0.344,-33.3,6.77,33474.96,Metal Loss,External,15.0,0.052,,,0.75,1.61,7:59,,,1.0,136.07,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.98,2043.81,,,,,,,2015,Metal Loss_33475.0,True,33474.96,33474.96,METAL_LOSS,False,7.983333333333333,1611
9280.0,,0.344,-33.52,6.55,33475.18,Metal Loss,External,12.0,0.041,,,0.43,0.79,7:58,,,1.0,136.08,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33475.2,True,33475.18,33475.18,METAL_LOSS,False,7.966666666666667,1612
9280.0,,0.344,-33.74,6.32,33475.41,Metal Loss,External,19.0,0.065,,,0.71,1.61,5:09,,,1.0,136.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.2,2042.72,,,,,,,2015,Metal Loss_33475.4,True,33475.41,33475.41,METAL_LOSS,False,5.15,1613
9280.0,,0.344,-33.77,6.3,33475.43,Metal Loss,External,10.0,0.034,,,0.67,1.02,5:44,,,1.0,136.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33475.4,True,33475.43,33475.43,METAL_LOSS,False,5.733333333333333,1614
9280.0,,0.344,-33.94,6.13,33475.6,Metal Loss,External,28.0,0.096,,,0.79,1.18,7:57,,,1.0,136.1,,MFL-A/XT,,1160.0,65000.0,,1342.0,1466.42,2036.08,1537.47,2134.73,1538.59,2136.3,0.75,1.84,2015,Metal Loss_33475.6,True,33475.6,33475.6,METAL_LOSS,False,7.95,1615
9280.0,,0.344,-34.35,5.71,33476.02,Metal Loss,External,12.0,0.041,,,0.59,1.1,3:48,,,1.0,136.12,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33476.0,True,33476.02,33476.02,METAL_LOSS,False,3.8,1616
9280.0,,0.344,-34.41,5.66,33476.08,Metal Loss,External,21.0,0.072,,,0.71,1.18,7:54,,,1.0,136.12,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.59,2041.88,1542.31,2141.46,1542.69,2141.99,0.75,1.85,2015,Metal Loss_33476.1,True,33476.08,33476.08,METAL_LOSS,False,7.9,1617
9280.0,,0.344,-34.59,5.48,33476.26,Cluster,External,23.0,0.079,,,2.75,1.78,5:06,,,1.0,136.13,,,,1160.0,65000.0,,1342.0,1414.46,1963.94,1475.71,2048.98,1489.62,2068.3,0.79,1.77,2015,Cluster_33476.3,True,33476.26,33476.26,CLUSTER,False,5.1,1618
9280.0,,0.344,-34.66,5.41,33476.32,Metal Loss,External,48.0,0.165,,,0.75,1.46,4:11,,,1.0,136.14,,MFL-A/XT,,1160.0,65000.0,,1342.0,1457.96,2024.34,1526.39,2119.36,1530.0,2124.37,0.76,1.83,2015,Metal Loss_33476.3,True,33476.32,33476.32,METAL_LOSS,False,4.183333333333334,1619
9280.0,,0.344,-34.9,5.17,33476.57,Metal Loss,External,17.0,0.058,,,0.51,1.22,4:20,,,1.0,136.15,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.82,2046.36,,,,,,,2015,Metal Loss_33476.6,True,33476.57,33476.57,METAL_LOSS,False,4.333333333333333,1620
9280.0,,0.344,-35.08,4.99,33476.75,Cluster,External,26.0,0.089,,,1.54,4.44,7:28,,,1.0,136.16,,,,1160.0,65000.0,,1342.0,1446.55,2008.5,1514.57,2102.94,1523.02,2114.67,0.77,1.81,2015,Cluster_33476.8,True,33476.75,33476.75,CLUSTER,False,7.466666666666667,1621
9280.0,,0.344,-35.24,4.83,33476.9,Metal Loss,External,15.0,0.052,,,0.59,1.14,3:45,,,1.0,136.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.52,2045.95,,,,,,,2015,Metal Loss_33476.9,True,33476.9,33476.9,METAL_LOSS,False,3.75,1622
9280.0,,0.344,-35.49,4.58,33477.16,Metal Loss,External,12.0,0.041,,,0.51,1.06,8:03,,,1.0,136.18,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33477.2,True,33477.16,33477.16,METAL_LOSS,False,8.05,1623
9280.0,,0.344,-35.7,4.37,33477.36,Metal Loss,External,11.0,0.038,,,0.87,0.63,4:13,,,1.0,136.19,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33477.4,True,33477.36,33477.36,METAL_LOSS,False,4.216666666666667,1624
9280.0,,0.344,-35.71,4.36,33477.37,Metal Loss,External,12.0,0.041,,,1.97,3.03,4:18,,,1.0,136.19,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33477.4,True,33477.37,33477.37,METAL_LOSS,False,4.3,1625
9280.0,,0.344,-35.83,4.24,33477.5,Metal Loss,External,14.0,0.048,,,0.83,1.26,7:10,,,1.0,136.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.41,2043.01,,,,,,,2015,Metal Loss_33477.5,True,33477.5,33477.5,METAL_LOSS,False,7.166666666666667,1626
9280.0,,0.344,-35.83,4.24,33477.5,Metal Loss,External,11.0,0.038,,,0.55,1.14,7:52,,,1.0,136.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33477.5,True,33477.5,33477.5,METAL_LOSS,False,7.866666666666667,1627
9280.0,,0.344,-35.89,4.18,33477.56,Metal Loss,External,12.0,0.041,,,0.43,0.98,4:19,,,1.0,136.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33477.6,True,33477.56,33477.56,METAL_LOSS,False,4.316666666666666,1628
9280.0,,0.344,-36.0,4.07,33477.66,Metal Loss,External,14.0,0.048,,,0.43,0.98,7:49,,,1.0,136.2,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.85,2047.79,,,,,,,2015,Metal Loss_33477.7,True,33477.66,33477.66,METAL_LOSS,False,7.816666666666666,1629
9280.0,,0.344,-36.08,3.98,33477.75,Metal Loss,External,18.0,0.062,,,0.43,0.87,3:58,,,1.0,136.21,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.41,2047.18,,,,,,,2015,Metal Loss_33477.8,True,33477.75,33477.75,METAL_LOSS,False,3.966666666666667,1630
9280.0,,0.344,-36.36,3.71,33478.02,Metal Loss,External,11.0,0.038,,,0.63,1.42,4:20,,,1.0,136.22,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33478.0,True,33478.02,33478.02,METAL_LOSS,False,4.333333333333333,1631
9280.0,,0.344,-36.7,3.36,33478.37,Metal Loss,External,12.0,0.041,,,0.47,1.02,7:57,,,1.0,136.24,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33478.4,True,33478.37,33478.37,METAL_LOSS,False,7.95,1632
9290.0,,0.344,-0.64,39.38,33482.37,Metal Loss,External,12.0,0.041,,,2.09,1.73,11:58,,,0.7,136.45,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_33482.4,True,33482.37,33482.37,METAL_LOSS,False,11.966666666666667,1637
9290.0,,0.344,-0.69,39.33,33482.42,Metal Loss,External,13.0,0.045,,,0.83,4.37,8:16,,,0.7,136.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.78,2043.53,,,,,,,2015,Metal Loss_33482.4,True,33482.42,33482.42,METAL_LOSS,False,8.266666666666667,1639
9300.0,,0.344,-5.94,34.15,33527.69,Metal Loss,External,19.0,0.065,,,0.59,1.1,12:40,,,1.0,139.49,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.71,2044.82,,,,,,,2015,Metal Loss_33527.7,True,33527.69,33527.69,METAL_LOSS,False,12.666666666666666,1641
