joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,Metal Loss Depth + Tolerance[%],Dimension Classification,Metal Loss Depth Tolerance [%] (includes seamless and HAZ and modified specs),Dent Depth[%],Dent Depth[in],Is any part of the dent affecting the top of the pipe? [Y/N],anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Was anomaly sizing reviewed by analyst? [Y/N],Was anomaly sizing/dimensions manually changed? [Y/N],Magnetization Level [kA/m] for MFL survey or Actual WT [in] for UT Survey,elevation_ft,Seam Position[hh:mm],Distance To Seam Weld [in],Tool,design_pressure_psi,smys_psi,Pipe Type,Pipe Diameter (O.D.)[in.],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,Length Tolerance [in],Width Tolerance [in],inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,cluster_id,clock_hours
760,40.312,0.344,13.77,26.542,2281.194,Metal Loss,Internal,20.0,0.069,35.0,GENE,20.0,,,,2.2,1.2,6:15,INT ML,18,N,N,5.97,672.263,11:36,33.51,CMFL,1025,65000,E.R. WELD,24,1504.4,2089.5,1495.2,2076.7,0.681,1.121,1.0,1.2,2022,Metal Loss_2281.2,True,2281.194,2280.437,16,6.25
760,40.312,0.344,17.152,23.159,2284.577,Metal Loss,Internal,16.0,0.055,31.0,PITT,20.0,,,,1.7,1.1,4:54,INT ML,18,N,N,5.97,673.143,11:36,33.301,CMFL,1025,65000,E.R. WELD,24,1526.8,2120.6,1522.5,2114.5,0.671,1.138,0.6,1.2,2022,Metal Loss_2284.6,True,2284.577,2283.82,16,4.9
760,40.312,0.344,19.314,20.997,2286.739,Metal Loss,Internal,21.0,0.072,36.0,PITT,20.0,,,,1.7,1.1,4:57,INT ML,18,N,N,5.97,673.706,11:36,33.72,CMFL,1025,65000,E.R. WELD,24,1517.2,2107.2,1510.5,2097.9,0.676,1.131,0.6,1.2,2022,Metal Loss_2286.7,True,2286.739,2285.982,16,4.95
760,40.312,0.344,27.684,12.628,2295.108,Metal Loss,Internal,12.0,0.041,27.0,AXGR,20.0,,,,6.3,0.9,4:57,INT ML,18,N,N,5.97,675.884,11:36,33.72,CMFL,1025,65000,E.R. WELD,24,1464.3,2033.8,1448.6,2012.0,0.7,1.092,1.0,1.2,2022,Metal Loss_2295.1,True,2295.108,2294.351,16,4.95
760,40.312,0.344,29.423,10.889,2296.847,Metal Loss,Internal,14.0,0.048,29.0,GENE,20.0,,,,4.7,2.3,5:01,INT ML,18,N,N,5.97,676.337,11:36,34.139,CMFL,1025,65000,E.R. WELD,24,1468.3,2039.2,1452.8,2017.8,0.698,1.096,1.0,1.2,2022,Metal Loss_2296.8,True,2296.847,2296.09,16,5.016666666666667
760,40.312,0.344,30.551,9.76,2297.976,Metal Loss,Internal,29.0,0.1,44.0,AXGR,20.0,,,,1.9,0.6,5:03,INT ML,18,N,N,5.97,676.63,11:36,34.348,CMFL,1025,65000,E.R. WELD,24,1495.0,2076.3,1482.3,2058.8,0.686,1.114,1.0,1.2,2022,Metal Loss_2298.0,True,2297.976,2297.219,16,5.05
760,40.312,0.344,35.266,5.046,2302.69,Metal Loss,Internal,13.0,0.044,28.0,PITT,20.0,,,,1.0,1.2,5:35,INT ML,18,N,N,5.97,677.857,11:36,37.699,CMFL,1025,65000,E.R. WELD,24,1541.6,2141.1,1540.3,2139.3,0.665,1.149,0.6,1.2,2022,Metal Loss_2302.7,True,2302.69,2301.933,16,5.583333333333333
760,40.312,0.344,35.896,4.416,2303.32,Metal Loss,Internal,21.0,0.072,36.0,PITT,20.0,,,,0.9,0.7,5:21,INT ML,18,N,N,5.97,678.021,11:36,36.233,CMFL,1025,65000,E.R. WELD,24,1538.6,2137.0,1536.5,2134.1,0.666,1.147,0.6,1.2,2022,Metal Loss_2303.3,True,2303.32,2302.563,16,5.35
760,40.312,0.344,37.093,3.219,2304.518,Metal Loss,Internal,16.0,0.055,31.0,AXGR,20.0,,,,4.3,0.9,5:34,INT ML,18,N,N,5.97,678.332,11:36,37.699,CMFL,1025,65000,E.R. WELD,24,1464.8,2034.4,1494.6,2075.8,0.7,1.093,1.0,1.2,2022,Metal Loss_2304.5,True,2304.518,2303.761,16,5.566666666666666
760,40.312,0.344,37.904,2.408,2305.328,Metal Loss,Internal,19.0,0.065,34.0,AXGR,20.0,,,,2.1,0.9,5:34,INT ML,18,N,N,5.97,678.543,11:36,37.49,CMFL,1025,65000,E.R. WELD,24,1507.6,2093.9,1506.3,2092.1,0.68,1.124,0.6,1.2,2022,Metal Loss_2305.3,True,2305.328,2304.571,16,5.566666666666666
770,10.312,0.344,4.308,6.007,2312.041,Metal Loss,Internal,20.0,0.069,35.0,AXGR,20.0,,,,2.3,0.9,5:26,INT ML,3,N,N,5.97,680.297,06:36,7.33,CMFL,1025,65000,E.R. WELD,24,1502.2,2086.3,1492.5,2072.9,0.682,1.119,1.0,1.2,2022,Metal Loss_2312.0,True,2312.041,2311.284,16,5.433333333333334
770,10.312,0.344,8.668,1.644,2316.404,Metal Loss,Internal,35.0,0.12,50.0,PITT,20.0,,,,1.0,0.9,5:08,INT ML,3,N,N,5.97,681.448,06:36,9.215,CMFL,1025,65000,E.R. WELD,24,1525.5,2118.8,1519.5,2110.5,0.672,1.137,0.6,1.2,2022,Metal Loss_2316.4,True,2316.404,2315.647,16,5.133333333333334
770,10.312,0.344,9.314,0.997,2317.051,Metal Loss,Internal,28.0,0.096,43.0,GENE,20.0,,,,5.4,3.8,5:21,INT ML,3,N,N,5.97,681.617,06:36,6.493,CMFL,1025,65000,E.R. WELD,24,1361.4,1890.9,1491.9,2072.2,0.753,1.014,1.0,1.2,2022,Metal Loss_2317.1,True,2317.051,2316.294,16,5.35
800,23.753,0.344,8.087,15.666,2381.581,Metal Loss,Internal,11.0,0.038,26.0,AXGR,20.0,,,,2.9,0.9,6:48,INT ML,8,N,N,5.97,695.733,UNKN,,CMFL,1025,65000,E.R. WELD,24,1514.7,2103.8,1508.3,2094.9,0.677,1.128,1.0,1.2,2022,Metal Loss_2381.6,True,2381.581,2380.824,17,6.8
800,23.753,0.344,8.717,15.036,2382.211,Metal Loss,Internal,13.0,0.044,28.0,GENE,20.0,,,,2.4,1.7,6:49,INT ML,8,N,N,5.97,695.859,UNKN,,CMFL,1025,65000,E.R. WELD,24,1516.1,2105.7,1509.8,2097.0,0.676,1.13,1.0,1.2,2022,Metal Loss_2382.2,True,2382.211,2381.4539999999997,17,6.816666666666666
800,23.753,0.344,10.994,12.759,2384.488,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,13.9,2.5,7:03,INT ML,8,N,N,5.97,696.312,UNKN,,CMFL,1025,65000,E.R. WELD,24,1427.5,1982.6,1447.1,2009.9,0.718,1.065,1.0,1.2,2022,Metal Loss_2384.5,True,2384.488,2383.731,17,7.05
800,23.753,0.344,11.198,12.556,2384.692,Metal Loss,Internal,13.0,0.044,28.0,AXGR,20.0,,,,5.2,1.0,4:13,INT ML,8,N,N,5.97,696.352,UNKN,,CMFL,1025,65000,E.R. WELD,24,1470.0,2041.7,1455.1,2021.0,0.697,1.096,1.0,1.2,2022,Metal Loss_2384.7,True,2384.692,2383.935,17,4.216666666666667
800,23.753,0.344,12.953,10.801,2386.447,Metal Loss,Internal,10.0,0.034,25.0,AXGR,20.0,,,,3.5,0.4,7:07,INT ML,8,N,N,5.97,696.701,UNKN,,CMFL,1025,65000,E.R. WELD,24,1508.1,2094.6,1500.5,2084.1,0.68,1.125,1.0,1.2,2022,Metal Loss_2386.4,True,2386.447,2385.69,17,7.116666666666666
800,23.753,0.344,16.49,7.264,2389.984,Metal Loss,Internal,11.0,0.038,26.0,AXGR,20.0,,,,14.4,1.1,3:53,INT ML,8,N,N,5.97,697.406,UNKN,,CMFL,1025,65000,E.R. WELD,24,1434.7,1992.7,1443.8,2005.3,0.715,1.072,1.0,1.2,2022,Metal Loss_2390.0,True,2389.984,2389.227,17,3.8833333333333333
800,23.753,0.344,19.393,4.36,2392.887,Metal Loss,Internal,11.0,0.038,26.0,AXGR,20.0,,,,1.1,0.5,3:44,INT ML,8,N,N,5.97,697.984,UNKN,,CMFL,1025,65000,E.R. WELD,24,1541.0,2140.3,1539.7,2138.4,0.665,1.149,1.0,1.2,2022,Metal Loss_2392.9,True,2392.887,2392.13,17,3.7333333333333334
800,23.753,0.344,21.637,2.116,2395.131,Metal Loss,Internal,11.0,0.038,26.0,AXGR,20.0,,,,1.1,0.5,3:39,INT ML,8,N,N,5.97,698.431,UNKN,,CMFL,1025,65000,E.R. WELD,24,1541.8,2141.4,1540.6,2139.7,0.665,1.149,1.0,1.2,2022,Metal Loss_2395.1,True,2395.131,2394.374,17,3.65
1010,40.233,0.344,5.554,34.678,3163.169,Metal Loss Manufacturing Anomaly,Internal,26.0,0.089,,PITT,,,,,0.4,0.6,6:09,*INT MFG,2,Y,Y,5.97,746.596,08:44,16.127,CMFL,1025,65000,E.R. WELD,24,1545.4,2146.4,1544.8,2145.6,0.663,1.152,,,2022,Metal Loss Manufacturing Anomaly_3163.2,True,3163.169,3162.412,18,6.15
1010,40.233,0.344,5.846,34.386,3163.461,Metal Loss Manufacturing Anomaly,Internal,20.0,0.069,,PITT,,,,,0.7,1.1,5:58,*INT MFG,2,Y,Y,5.97,746.595,08:44,17.383,CMFL,1025,65000,E.R. WELD,24,1541.4,2140.9,1540.0,2138.8,0.665,1.149,,,2022,Metal Loss Manufacturing Anomaly_3163.5,True,3163.461,3162.7039999999997,18,5.966666666666667
1050,40.364,0.344,39.304,1.063,3357.569,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,6.8,5.0,7:27,EXT ML,2,N,N,5.97,757.447,11:24,25.97,CMFL,1025,65000,E.R. WELD,24,1385.9,1924.8,1363.1,1893.2,0.74,1.03,1.0,1.2,2022,Metal Loss_3357.6,True,3357.569,3356.812,19,7.45
1050,40.364,0.344,39.56,0.804,3357.828,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,2.1,1.4,04:00,EXT ML,2,N,N,5.97,757.468,11:24,28.903,CMFL,1025,65000,E.R. WELD,24,1477.5,2052.0,1460.6,2028.6,0.694,1.102,1.0,1.2,2022,Metal Loss_3357.8,True,3357.828,3357.071,19,4.0
1070,40.236,0.344,16.545,23.688,3415.236,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,3.3,3.1,5:55,EXT ML,10,N,N,5.97,762.764,10:32,28.903,CMFL,1025,65000,E.R. WELD,24,1462.3,2031.0,1444.3,2006.0,0.701,1.089,1.0,1.2,2022,Metal Loss_3415.2,True,3415.236,3414.479,20,5.916666666666667
1070,40.236,0.344,18.071,22.162,3416.762,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,2.7,3.7,5:40,EXT ML,10,N,N,5.97,762.916,10:32,30.578,CMFL,1025,65000,E.R. WELD,24,1466.5,2036.8,1448.2,2011.4,0.699,1.093,1.0,1.2,2022,Metal Loss_3416.8,True,3416.762,3416.005,20,5.666666666666667
1070,40.236,0.344,20.417,19.816,3419.108,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,6.3,2.7,4:56,EXT ML,10,N,N,5.97,763.151,10:32,35.186,CMFL,1025,65000,E.R. WELD,24,1405.7,1952.4,1388.9,1929.0,0.729,1.047,1.0,1.2,2022,Metal Loss_3419.1,True,3419.108,3418.351,20,4.933333333333334
1070,40.236,0.344,39.314,0.919,3438.005,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,1.7,2.4,8:44,EXT ML,10,N,N,5.97,765.039,10:32,11.31,CMFL,1025,65000,E.R. WELD,24,1521.3,2112.9,1515.6,2105.1,0.674,1.134,1.0,1.2,2022,Metal Loss_3438.0,True,3438.005,3437.248,21,8.733333333333333
1070,40.236,0.344,39.35,0.883,3438.041,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,3.8,5.2,7:24,EXT ML,10,N,N,5.97,765.043,10:32,17.802,CMFL,1025,65000,E.R. WELD,24,1463.9,2033.3,1462.8,2031.6,0.7,1.09,1.0,1.2,2022,Metal Loss_3438.0,True,3438.041,3437.284,21,7.4
1070,40.236,0.344,39.534,0.699,3438.225,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,1.5,1.9,3:01,EXT ML,10,N,N,5.97,765.061,10:32,28.274,CMFL,1025,65000,E.R. WELD,24,1523.2,2115.6,1517.7,2108.0,0.673,1.135,1.0,1.2,2022,Metal Loss_3438.2,True,3438.225,3437.468,21,3.0166666666666666
1070,40.236,0.344,39.573,0.659,3438.264,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,3.4,1.5,4:36,EXT ML,10,N,N,5.97,765.065,10:32,37.28,CMFL,1025,65000,E.R. WELD,24,1475.4,2049.2,1460.7,2028.7,0.695,1.1,1.0,1.2,2022,Metal Loss_3438.3,True,3438.264,3437.507,21,4.6
1070,40.236,0.344,39.656,0.581,3438.343,Metal Loss,External,19.0,0.065,34.0,GENE,25.0,,,,15.4,13.6,5:18,EXT ML ( ON GW ),10,N,N,5.97,765.073,10:32,36.233,CMFL,1025,65000,E.R. WELD,24,1355.9,1883.1,1358.1,1886.3,0.756,1.008,1.2,1.4,2022,Metal Loss_3438.3,True,3438.343,3437.586,21,5.3
1070,40.236,0.344,40.01,0.223,3438.701,Metal Loss,External,23.0,0.079,38.0,GENE,30.0,,,,6.3,4.5,3:02,EXT ML ( ON GW ),10,N,N,5.97,765.109,10:32,27.855,CMFL,1025,65000,E.R. WELD,24,1380.2,1916.9,1408.3,1956.0,0.743,1.03,1.2,1.4,2022,Metal Loss_3438.7,True,3438.701,3437.944,21,3.033333333333333
1070,40.236,0.344,40.059,0.177,3438.747,Metal Loss,External,17.0,0.058,32.0,GENE,25.0,,,,2.8,3.8,11:59,EXT ML ( ON GW ),10,N,N,5.97,765.114,10:32,9.215,CMFL,1025,65000,E.R. WELD,24,1495.3,2076.7,1484.5,2061.8,0.686,1.115,1.2,1.4,2022,Metal Loss_3438.7,True,3438.747,3437.99,21,11.983333333333333
1090,40.233,0.344,14.564,25.669,3493.471,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,8.9,1.8,12:42,EXT ML ( ON SW ),2,N,N,5.97,770.735,12:44,0.209,CMFL,1025,65000,E.R. WELD,24,1436.9,1995.7,1416.2,1967.0,0.713,1.072,1.0,1.2,2022,Metal Loss_3493.5,True,3493.471,3492.714,-1,12.7
1090,40.233,0.344,24.957,15.276,3503.865,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,4.8,1.2,12:13,EXT ML,2,N,N,5.97,771.755,12:44,3.142,CMFL,1025,65000,E.R. WELD,24,1476.5,2050.7,1462.9,2031.7,0.694,1.1,1.0,1.2,2022,Metal Loss_3503.9,True,3503.865,3503.1079999999997,-1,12.216666666666667
1200,40.026,0.344,12.244,27.782,3927.133,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,6.0,3.1,10:16,EXT ML,2,N,N,5.97,817.185,09:48,2.932,CMFL,1025,65000,E.R. WELD,24,1465.5,2035.5,1450.1,2014.1,0.7,1.095,1.0,1.2,2022,Metal Loss_3927.1,True,3927.133,3926.376,22,10.266666666666667
1200,40.026,0.344,19.856,20.171,3934.744,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,4.6,2.2,10:28,EXT ML,2,N,N,5.97,817.393,09:48,4.189,CMFL,1025,65000,E.R. WELD,24,1481.3,2057.3,1469.8,2041.4,0.692,1.102,1.0,1.2,2022,Metal Loss_3934.7,True,3934.744,3933.987,22,10.466666666666667
1240,28.173,0.344,16.808,11.365,4092.566,Metal Loss,External,22.0,0.076,37.0,PITT,20.0,,,,0.7,1.0,12:01,EXT ML,2,N,N,5.97,791.48,02:48,17.383,CMFL,1025,65000,E.R. WELD,24,1542.3,2142.1,1541.0,2140.3,0.665,1.149,0.6,1.2,2022,Metal Loss_4092.6,True,4092.566,4091.809,23,12.016666666666667
1240,28.173,0.344,17.257,10.915,4093.015,Metal Loss,External,25.0,0.086,40.0,PITT,20.0,,,,0.7,1.2,12:02,EXT ML,2,N,N,5.97,791.38,02:48,17.383,CMFL,1025,65000,E.R. WELD,24,1540.9,2140.2,1539.3,2137.9,0.665,1.149,0.6,1.2,2022,Metal Loss_4093.0,True,4093.015,4092.258,23,12.033333333333333
1350,40.256,0.344,39.117,1.138,4544.777,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,5.4,8.7,6:29,EXT ML,4,N,N,5.97,688.184,02:48,24.295,CMFL,1025,65000,E.R. WELD,24,1407.8,1955.3,1431.0,1987.5,0.728,1.048,1.0,1.2,2022,Metal Loss_4544.8,True,4544.777,4544.02,24,6.483333333333333
1350,40.256,0.344,39.229,1.027,4544.888,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,2.2,2.3,2:05,EXT ML,4,N,N,5.97,688.143,02:48,4.398,CMFL,1025,65000,E.R. WELD,24,1491.6,2071.7,1478.9,2054.1,0.687,1.112,1.0,1.2,2022,Metal Loss_4544.9,True,4544.888,4544.131,24,2.0833333333333335
1350,40.256,0.344,39.275,0.981,4544.934,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,1.6,1.7,8:05,EXT ML,4,N,N,5.97,688.126,02:48,33.301,CMFL,1025,65000,E.R. WELD,24,1519.9,2111.0,1513.7,2102.4,0.674,1.132,1.0,1.2,2022,Metal Loss_4544.9,True,4544.934,4544.177000000001,24,8.083333333333334
1350,40.256,0.344,39.311,0.945,4544.97,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,3.3,4.5,3:27,EXT ML,4,N,N,5.97,688.113,02:48,2.932,CMFL,1025,65000,E.R. WELD,24,1460.6,2028.6,1452.1,2016.8,0.702,1.089,1.0,1.2,2022,Metal Loss_4545.0,True,4544.97,4544.213000000001,24,3.45
1360,40.049,0.344,0.725,39.324,4546.637,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,4.3,2.3,7:35,EXT ML,3,N,N,5.97,687.511,08:28,5.445,CMFL,1025,65000,E.R. WELD,24,1496.6,2078.7,1486.9,2065.1,0.685,1.114,1.0,1.2,2022,Metal Loss_4546.6,True,4546.637,4545.88,24,7.583333333333333
1360,40.049,0.344,0.817,39.232,4546.729,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,2.6,1.9,3:33,EXT ML,3,N,N,5.97,687.477,08:28,30.788,CMFL,1025,65000,E.R. WELD,24,1457.3,2024.0,1436.1,1994.6,0.703,1.086,1.0,1.2,2022,Metal Loss_4546.7,True,4546.729,4545.972000000001,24,3.55
1360,40.049,0.344,22.457,17.589,4568.373,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,3.6,2.8,6:30,EXT ML,3,N,N,5.97,679.593,08:28,12.357,CMFL,1025,65000,E.R. WELD,24,1478.0,2052.7,1464.0,2033.3,0.694,1.103,1.0,1.2,2022,Metal Loss_4568.4,True,4568.373,4567.616,-1,6.5
1370,40.213,0.344,36.827,3.386,4622.789,Metal Loss,External,36.0,0.124,51.0,GENE,20.0,,,,4.2,5.4,5:40,EXT ML,3,N,N,5.97,659.815,07:56,15.08,CMFL,1025,65000,E.R. WELD,24,1341.6,1863.3,1293.8,1797.0,0.764,1.001,1.0,1.2,2022,Metal Loss_4622.8,True,4622.789,4622.032,25,5.666666666666667
1370,40.213,0.344,39.147,1.066,4625.108,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,3.9,5.2,5:26,EXT ML,3,N,N,5.97,658.974,07:56,17.383,CMFL,1025,65000,E.R. WELD,24,1494.2,2075.3,1485.8,2063.6,0.686,1.113,1.0,1.2,2022,Metal Loss_4625.1,True,4625.108,4624.351000000001,25,5.433333333333334
1370,40.213,0.344,39.183,1.03,4625.144,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,2.8,2.4,6:28,EXT ML,3,N,N,5.97,658.96,07:56,9.215,CMFL,1025,65000,E.R. WELD,24,1486.7,2064.9,1474.0,2047.2,0.69,1.107,1.0,1.2,2022,Metal Loss_4625.1,True,4625.144,4624.387000000001,25,6.466666666666667
1450,28.14,0.344,10.518,17.618,4917.359,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,9.1,2.0,7:54,EXT ML ( NEAR SW ),4,N,N,5.97,564.639,08:12,1.885,CMFL,1025,65000,E.R. WELD,24,1411.7,1960.7,1386.1,1925.1,0.726,1.051,1.0,1.2,2022,Metal Loss_4917.4,True,4917.359,4916.602000000001,26,7.9
1450,28.14,0.344,13.156,14.984,4919.993,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,9.1,2.7,7:57,EXT ML ( NEAR SW ),4,N,N,5.97,563.906,08:12,1.466,CMFL,1025,65000,E.R. WELD,24,1429.6,1985.5,1407.5,1954.9,0.717,1.065,1.0,1.2,2022,Metal Loss_4920.0,True,4919.993,4919.236000000001,26,7.95
1450,28.14,0.344,14.678,13.458,4921.519,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,11.1,3.0,7:46,EXT ML,4,N,N,5.97,563.483,08:12,2.723,CMFL,1025,65000,E.R. WELD,24,1414.6,1964.7,1389.9,1930.5,0.725,1.057,1.0,1.2,2022,Metal Loss_4921.5,True,4921.519,4920.762000000001,26,7.766666666666667
1450,28.14,0.344,26.617,1.519,4933.458,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,13.7,3.1,8:14,EXT ML ( ON SW ),4,N,N,5.97,560.166,08:12,0.838,CMFL,1025,65000,E.R. WELD,24,1422.5,1975.6,1411.8,1960.9,0.721,1.058,1.0,1.2,2022,Metal Loss_4933.5,True,4933.458,4932.701,-1,8.233333333333333
1470,39.865,0.344,11.02,28.842,4985.935,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,6.3,1.4,10:41,EXT ML ( ON SW ),3,N,N,5.97,547.341,10:44,0.209,CMFL,1025,65000,E.R. WELD,24,1435.7,1994.0,1414.1,1964.0,0.714,1.07,1.0,1.2,2022,Metal Loss_4985.9,True,4985.935,4985.178000000001,27,10.683333333333334
1470,39.865,0.344,14.77,25.092,4989.685,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,6.6,1.7,10:38,EXT ML ( ON SW ),3,N,N,5.97,546.581,10:44,0.628,CMFL,1025,65000,E.R. WELD,24,1451.3,2015.6,1433.0,1990.3,0.706,1.079,1.0,1.2,2022,Metal Loss_4989.7,True,4989.685,4988.928000000001,27,10.633333333333333
1470,39.865,0.344,24.419,15.446,4999.331,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,6.5,1.3,10:52,EXT ML ( NEAR SW ),3,N,N,5.97,544.625,10:44,0.838,CMFL,1025,65000,E.R. WELD,24,1463.2,2032.2,1447.3,2010.1,0.701,1.091,1.0,1.2,2022,Metal Loss_4999.3,True,4999.331,4998.5740000000005,27,10.866666666666667
1480,36.677,0.344,35.692,0.981,5050.472,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,1.3,1.8,4:58,EXT ML,2,N,N,5.97,534.499,09:12,26.599,CMFL,1025,65000,E.R. WELD,24,1532.1,2128.0,1528.8,2123.3,0.669,1.142,1.0,1.2,2022,Metal Loss_5050.5,True,5050.472,5049.715,28,4.966666666666667
1480,36.677,0.344,36.339,0.335,5051.119,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,2.2,2.4,4:55,EXT ML,2,N,N,5.97,534.373,09:12,26.808,CMFL,1025,65000,E.R. WELD,24,1522.6,2114.7,1517.6,2107.7,0.673,1.135,1.0,1.2,2022,Metal Loss_5051.1,True,5051.119,5050.362,28,4.916666666666667
1550,40.013,0.344,29.114,10.899,5310.472,Metal Loss,External,33.0,0.113,48.0,GENE,20.0,,,,2.9,2.3,6:16,EXT ML,6,N,N,5.97,495.503,07:08,4.817,CMFL,1025,65000,E.R. WELD,24,1424.6,1978.6,1425.7,1980.2,0.72,1.063,1.0,1.2,2022,Metal Loss_5310.5,True,5310.472,5309.715,29,6.266666666666667
1550,40.013,0.344,29.777,10.236,5311.135,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,3.3,2.2,6:38,EXT ML,6,N,N,5.97,495.464,07:08,3.142,CMFL,1025,65000,E.R. WELD,24,1469.2,2040.5,1452.8,2017.8,0.698,1.096,1.0,1.2,2022,Metal Loss_5311.1,True,5311.135,5310.378000000001,29,6.633333333333333
1550,40.013,0.344,30.663,9.354,5312.018,Metal Loss,External,21.0,0.072,36.0,GENE,15.0,,,,4.4,1.4,5:39,*EXT ML,6,Y,Y,5.97,495.412,07:08,9.425,CMFL,1025,65000,E.R. WELD,24,1432.7,1989.9,1473.6,2046.7,0.716,1.069,0.8,1.0,2022,Metal Loss_5312.0,True,5312.018,5311.261,29,5.65
1550,40.013,0.344,33.957,6.056,5315.315,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,1.5,0.9,5:31,EXT ML,6,N,N,5.97,495.216,07:08,10.053,CMFL,1025,65000,E.R. WELD,24,1533.3,2129.6,1530.4,2125.5,0.669,1.143,0.6,1.2,2022,Metal Loss_5315.3,True,5315.315,5314.558,29,5.516666666666667
1550,40.013,0.344,34.508,5.505,5315.866,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,1.3,1.2,5:28,EXT ML,6,N,N,5.97,495.184,07:08,10.472,CMFL,1025,65000,E.R. WELD,24,1534.1,2130.7,1531.2,2126.6,0.668,1.143,1.0,1.2,2022,Metal Loss_5315.9,True,5315.866,5315.109,29,5.466666666666667
1550,40.013,0.344,34.839,5.177,5316.194,Metal Loss,External,13.0,0.044,28.0,PITT,20.0,,,,2.1,1.1,5:25,EXT ML,6,N,N,5.97,495.164,07:08,10.681,CMFL,1025,65000,E.R. WELD,24,1523.9,2116.6,1519.2,2109.9,0.673,1.135,0.6,1.2,2022,Metal Loss_5316.2,True,5316.194,5315.437000000001,29,5.416666666666667
1560,40.269,0.344,0.938,39.331,5322.31,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,8.3,3.0,5:25,EXT ML,30,N,N,5.97,494.802,08:52,21.572,CMFL,1025,65000,E.R. WELD,24,1455.5,2021.6,1440.7,2001.0,0.704,1.087,1.0,1.2,2022,Metal Loss_5322.3,True,5322.31,5321.553000000001,29,5.416666666666667
1560,40.269,0.344,3.176,37.093,5324.547,Metal Loss,External,25.0,0.086,40.0,GENE,15.0,,,,3.2,1.5,5:34,*EXT ML,30,Y,Y,5.97,494.689,08:52,20.735,CMFL,1025,65000,E.R. WELD,24,1449.5,2013.2,1428.0,1983.4,0.707,1.082,0.8,1.0,2022,Metal Loss_5324.5,True,5324.547,5323.79,29,5.566666666666666
1560,40.269,0.344,3.78,36.49,5325.151,Metal Loss,External,17.0,0.058,32.0,CIGR,25.0,,,,1.0,3.1,5:28,EXT ML,30,N,N,5.97,494.671,08:52,21.363,CMFL,1025,65000,E.R. WELD,24,1538.5,2136.8,1536.5,2134.0,0.666,1.147,1.0,1.2,2022,Metal Loss_5325.2,True,5325.151,5324.394,29,5.466666666666667
1560,40.269,0.344,4.098,36.171,5325.469,Metal Loss,External,37.0,0.127,52.0,GENE,20.0,,,,6.9,2.8,5:34,EXT ML,30,N,N,5.97,494.662,08:52,21.363,CMFL,1025,65000,E.R. WELD,24,1241.9,1724.9,1314.8,1826.1,0.825,0.929,1.0,1.2,2022,Metal Loss_5325.5,True,5325.469,5324.712,29,5.566666666666666
