joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,od_reduction_pct,od_reduction_in,anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Tool Velocity [ft/s],elevation_ft,Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),mop_psi,smys_psi,Seam Type,design_pressure_psi,B31G Psafe [PSI],B31G Pburst [PSI],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,cluster_id,clock_hours
5930.0,,0.344,-16.0,24.07,21367.11,Metal Loss,External,11.0,0.038,,,1.61,2.21,5:25,,,0.7,139.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21367.1,True,21367.11,21367.11,28,5.416666666666667
5930.0,,0.344,-16.56,23.51,21367.67,Metal Loss,External,15.0,0.052,,,1.93,2.6,6:04,,,0.7,139.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,1453.11,2017.6,,,,,,,2015,Metal Loss_21367.7,True,21367.67,21367.67,28,6.066666666666666
5930.0,,0.344,-17.32,22.75,21368.43,Metal Loss,External,10.0,0.034,,,1.93,1.93,7:03,,,0.7,139.42,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21368.4,True,21368.43,21368.43,28,7.05
5930.0,,0.344,-17.77,22.29,21368.88,Metal Loss,External,11.0,0.038,,,1.14,2.09,6:54,,,0.7,139.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21368.9,True,21368.88,21368.88,28,6.9
5930.0,,0.344,-18.15,21.91,21369.26,Metal Loss,External,14.0,0.048,,,1.14,0.67,6:34,,,0.7,139.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.5,2037.59,,,,,,,2015,Metal Loss_21369.3,True,21369.26,21369.26,28,6.566666666666666
5930.0,,0.344,-18.21,21.86,21369.32,Metal Loss,External,19.0,0.065,,,1.73,1.81,4:57,,,0.7,139.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,1451.09,2014.8,,,,,,,2015,Metal Loss_21369.3,True,21369.32,21369.32,28,4.95
5930.0,,0.344,-18.38,21.68,21369.49,Metal Loss,External,13.0,0.045,,,1.06,1.97,5:46,,,0.7,139.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.08,2039.78,,,,,,,2015,Metal Loss_21369.5,True,21369.49,21369.49,28,5.766666666666667
5930.0,,0.344,-18.45,21.62,21369.56,Cluster,External,28.0,0.096,,,3.19,9.3,5:50,,,0.7,139.4,,,,1160.0,65000.0,,1342.0,1383.99,1921.63,1437.24,1995.57,1470.31,2041.49,0.81,1.72,2015,Cluster_21369.6,True,21369.56,21369.56,28,5.833333333333333
5930.0,,0.344,-18.46,21.61,21369.57,Metal Loss,External,10.0,0.034,,,0.39,0.59,6:24,,,0.7,139.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21369.6,True,21369.57,21369.57,28,6.4
5930.0,,0.344,-18.88,21.19,21369.99,Metal Loss,External,14.0,0.048,,,0.59,1.69,6:18,,,0.7,139.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.62,2046.09,,,,,,,2015,Metal Loss_21370.0,True,21369.99,21369.99,28,6.3
5930.0,,0.344,-19.02,21.05,21370.13,Cluster,External,18.0,0.062,,,0.82,3.19,6:32,,,0.7,139.38,,,,1160.0,65000.0,,1342.0,1469.87,2040.88,,,,,,,2015,Cluster_21370.1,True,21370.13,21370.13,28,6.533333333333333
5930.0,,0.344,-19.27,20.8,21370.38,Metal Loss,External,10.0,0.034,,,1.18,5.04,5:02,,,0.7,139.38,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21370.4,True,21370.38,21370.38,28,5.033333333333333
5930.0,,0.344,-19.37,20.7,21370.48,Metal Loss,External,20.0,0.069,,,1.89,2.21,6:18,,,0.7,139.37,,MFL-A/XT,,1160.0,65000.0,,1342.0,1445.34,2006.81,1513.32,2101.21,1515.14,2103.73,0.77,1.81,2015,Metal Loss_21370.5,True,21370.48,21370.48,28,6.3
5930.0,,0.344,-20.1,19.96,21371.21,Metal Loss,External,14.0,0.048,,,1.97,3.58,5:38,,,0.7,139.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,1454.15,2019.05,,,,,,,2015,Metal Loss_21371.2,True,21371.21,21371.21,28,5.633333333333333
5930.0,,0.344,-31.29,8.77,21382.4,Cluster,External,38.0,0.131,,,3.3,8.57,5:55,,,0.7,139.17,,,,1160.0,65000.0,,1342.0,1338.49,1858.47,1377.72,1912.93,1408.98,1956.34,0.84,1.65,2015,Cluster_21382.4,True,21382.4,21382.4,29,5.916666666666667
5930.0,,0.344,-31.29,8.77,21382.4,Metal Loss,External,24.0,0.083,,,1.42,3.23,4:49,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1452.69,2017.03,1521.84,2113.04,1524.0,2116.04,0.76,1.82,2015,Metal Loss_21382.4,True,21382.4,21382.4,29,4.816666666666666
5930.0,,0.344,-32.76,7.3,21383.87,Metal Loss,External,12.0,0.041,,,1.81,1.85,4:38,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21383.9,True,21383.87,21383.87,29,4.633333333333333
5930.0,,0.344,-33.06,7.01,21384.17,Metal Loss,External,13.0,0.045,,,0.55,1.02,4:19,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.18,2046.86,,,,,,,2015,Metal Loss_21384.2,True,21384.17,21384.17,29,4.316666666666666
5930.0,,0.344,-33.27,6.8,21384.38,Cluster,External,23.0,0.079,,,3.0,3.44,4:43,,,0.7,139.17,,,,1160.0,65000.0,,1342.0,1407.81,1954.71,1467.33,2037.35,1485.78,2062.96,0.79,1.76,2015,Cluster_21384.4,True,21384.38,21384.38,29,4.716666666666667
5930.0,,0.344,-33.27,6.79,21384.38,Metal Loss,External,47.0,0.162,,,1.1,1.22,3:57,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1440.52,2000.12,1505.16,2089.88,1512.04,2099.43,0.77,1.8,2015,Metal Loss_21384.4,True,21384.38,21384.38,29,3.95
5930.0,,0.344,-33.28,6.78,21384.39,Metal Loss,External,12.0,0.041,,,0.63,1.89,4:34,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21384.4,True,21384.39,21384.39,29,4.566666666666666
5930.0,,0.344,-33.43,6.63,21384.54,Metal Loss,External,10.0,0.034,,,0.51,0.98,4:25,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21384.5,True,21384.54,21384.54,29,4.416666666666667
5930.0,,0.344,-33.47,6.59,21384.58,Cluster,External,47.0,0.162,,,5.38,5.45,4:05,,,0.7,139.17,,,,1160.0,65000.0,,1342.0,1207.22,1676.19,1198.93,1664.69,1370.96,1903.54,0.97,1.44,2015,Cluster_21384.6,True,21384.58,21384.58,29,4.083333333333333
5930.0,,0.344,-33.52,6.54,21384.63,Metal Loss,External,11.0,0.038,,,0.32,0.75,4:24,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21384.6,True,21384.63,21384.63,29,4.4
5930.0,,0.344,-34.28,5.78,21385.39,Metal Loss,External,25.0,0.086,,,1.46,1.89,4:40,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1450.45,2013.92,1519.19,2109.36,1521.73,2112.88,0.76,1.82,2015,Metal Loss_21385.4,True,21385.39,21385.39,29,4.666666666666667
5930.0,,0.344,-34.58,5.49,21385.69,Metal Loss,External,14.0,0.048,,,1.5,1.97,4:39,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.07,2030.04,,,,,,,2015,Metal Loss_21385.7,True,21385.69,21385.69,29,4.65
5930.0,,0.344,-39.17,0.89,21390.28,Metal Loss,External,54.0,0.186,,,1.14,3.64,7:23,Repaired?,,0.7,139.16,,MFL-A/XT,,1160.0,65000.0,,1342.0,1429.89,1985.36,1490.39,2069.36,1500.65,2083.61,0.78,1.78,2015,Metal Loss_21390.3,True,21390.28,21390.28,29,7.383333333333334
5940.0,,0.344,-0.65,39.45,21391.82,Cluster,External,45.0,0.155,,,2.11,5.13,8:41,Recoat,,0.7,139.16,,,,1160.0,65000.0,,1342.0,1378.11,1913.47,1427.43,1981.95,1501.61,2084.95,0.81,1.71,2015,Cluster_21391.8,True,21391.82,21391.82,29,8.683333333333334
5940.0,,0.344,-0.66,39.43,21391.84,Cluster,External,27.0,0.093,,,1.82,3.06,3:21,Recoat,,0.7,139.16,,,,1160.0,65000.0,,1342.0,1435.58,1993.27,1501.5,2084.79,1514.44,2102.76,0.77,1.8,2015,Cluster_21391.8,True,21391.84,21391.84,29,3.35
5940.0,,0.344,-0.72,39.38,21391.89,Cluster,External,23.0,0.079,,,1.34,8.59,6:54,Recoat,,0.7,139.16,,,,1160.0,65000.0,,1342.0,1455.92,2021.5,1525.61,2118.27,1526.65,2119.71,0.76,1.83,2015,Cluster_21391.9,True,21391.89,21391.89,29,6.9
5940.0,,0.344,-0.77,39.32,21391.95,Metal Loss,External,13.0,0.045,,,2.09,11.57,4:32,Recoat,,0.7,139.16,,MFL-A/XT,,1160.0,65000.0,,1342.0,1454.11,2018.99,,,,,,,2015,Metal Loss_21392.0,True,21391.95,21391.95,29,4.533333333333333
5940.0,,0.344,-0.78,39.31,21391.96,Metal Loss,External,19.0,0.065,,,0.83,1.38,10:43,Recoat,,0.7,139.16,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.45,2040.3,,,,,,,2015,Metal Loss_21392.0,True,21391.96,21391.96,29,10.716666666666667
5950.0,,0.344,-37.06,3.01,21468.32,Cluster,External,26.0,0.089,,,2.33,8.4,6:09,Recoat,,0.7,139.35,,,,1160.0,65000.0,,1342.0,1419.74,1971.28,1482.31,2058.14,1502.26,2085.86,0.78,1.77,2015,Cluster_21468.3,True,21468.32,21468.32,30,6.15
5950.0,,0.344,-37.08,2.99,21468.35,Metal Loss,External,12.0,0.041,,,0.59,0.98,5:40,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21468.3,True,21468.35,21468.35,30,5.666666666666667
5950.0,,0.344,-37.15,2.92,21468.42,Metal Loss,External,11.0,0.038,,,0.71,0.59,5:53,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21468.4,True,21468.42,21468.42,30,5.883333333333333
5950.0,,0.344,-37.16,2.9,21468.43,Metal Loss,External,13.0,0.045,,,0.51,0.63,5:39,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.51,2047.32,,,,,,,2015,Metal Loss_21468.4,True,21468.43,21468.43,30,5.65
5950.0,,0.344,-37.31,2.75,21468.58,Metal Loss,External,13.0,0.045,,,1.61,1.85,5:46,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.53,2029.3,,,,,,,2015,Metal Loss_21468.6,True,21468.58,21468.58,30,5.766666666666667
5950.0,,0.344,-37.32,2.75,21468.59,Metal Loss,External,12.0,0.041,,,0.43,0.59,06:00,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21468.6,True,21468.59,21468.59,30,6.0
5950.0,,0.344,-37.41,2.66,21468.68,Metal Loss,External,38.0,0.131,,,1.3,0.79,6:28,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1440.7,2000.38,1506.65,2091.94,1512.26,2099.74,0.77,1.8,2015,Metal Loss_21468.7,True,21468.68,21468.68,30,6.466666666666667
5950.0,,0.344,-37.42,2.65,21468.69,Metal Loss,External,32.0,0.11,,,1.89,5.35,7:07,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1422.65,1975.31,1485.5,2062.57,1492.68,2072.54,0.78,1.78,2015,Metal Loss_21468.7,True,21468.69,21468.69,30,7.116666666666666
5980.0,,0.344,-0.86,39.17,21552.33,Metal Loss,External,11.0,0.038,,,0.59,0.67,5:29,,,0.7,139.9,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21552.3,True,21552.33,21552.33,-1,5.483333333333333
6010.0,,0.344,-38.67,1.22,21710.28,Metal Loss,External,16.0,0.055,,,0.55,1.3,5:26,,,0.7,136.01,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.66,2046.14,,,,,,,2015,Metal Loss_21710.3,True,21710.28,21710.28,-1,5.433333333333334
6060.0,,0.344,-11.13,28.98,21845.43,Metal Loss,External,19.0,0.065,,,0.75,1.46,6:54,,,0.7,106.91,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.7,2042.03,,,,,,,2015,Metal Loss_21845.4,True,21845.43,21845.43,-1,6.9
6060.0,,0.344,-39.22,0.88,21873.53,Metal Loss,External,34.0,0.117,,,0.75,1.5,5:21,,,0.7,107.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.78,2033.82,1535.39,2131.85,1537.02,2134.11,0.76,1.84,2015,Metal Loss_21873.5,True,21873.53,21873.53,31,5.35
6060.0,,0.344,-39.23,0.87,21873.53,Metal Loss,External,11.0,0.038,,,0.63,1.3,4:19,,,0.7,107.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21873.5,True,21873.53,21873.53,31,4.316666666666666
6070.0,,0.344,-0.81,39.29,21875.21,Metal Loss,External,18.0,0.062,,,0.79,5.75,7:34,,,0.7,108.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.54,2041.81,,,,,,,2015,Metal Loss_21875.2,True,21875.21,21875.21,31,7.566666666666666
6070.0,,0.344,-0.82,39.27,21875.23,Metal Loss,External,12.0,0.041,,,1.34,0.98,3:44,,,0.7,108.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21875.2,True,21875.23,21875.23,31,3.7333333333333334
6070.0,,0.344,-0.85,39.24,21875.26,Metal Loss,External,19.0,0.065,,,0.91,4.17,4:24,,,0.7,108.1,,MFL-A/XT,,1160.0,65000.0,,1342.0,1468.11,2038.43,,,,,,,2015,Metal Loss_21875.3,True,21875.26,21875.26,31,4.4
6090.0,,0.344,-0.75,39.34,21955.27,Metal Loss,External,11.0,0.038,,,1.22,2.72,5:01,,,0.7,116.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_21955.3,True,21955.27,21955.27,-1,5.016666666666667
6100.0,,0.344,-39.16,0.91,22033.77,Cluster,External,51.0,0.175,,,3.56,12.51,5:10,,,0.7,116.08,,,,1160.0,65000.0,,1342.0,1260.37,1750.0,1269.62,1762.84,1420.52,1972.35,0.91,1.52,2015,Cluster_22033.8,True,22033.77,22033.77,32,5.166666666666667
6100.0,,0.344,-39.17,0.89,22033.79,Metal Loss,External,21.0,0.072,,,1.42,3.78,8:51,,,0.7,116.08,,MFL-A/XT,,1160.0,65000.0,,1342.0,1456.06,2021.71,1525.84,2118.59,1527.21,2120.5,0.76,1.83,2015,Metal Loss_22033.8,True,22033.79,22033.79,32,8.85
6100.0,,0.344,-39.42,0.65,22034.04,Metal Loss,External,14.0,0.048,,,0.91,0.59,5:29,,,0.7,116.08,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.45,2041.68,,,,,,,2015,Metal Loss_22034.0,True,22034.04,22034.04,32,5.483333333333333
6100.0,,0.344,-39.44,0.63,22034.05,Metal Loss,External,13.0,0.045,,,0.43,0.67,6:33,,,0.7,116.08,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.95,2047.93,,,,,,,2015,Metal Loss_22034.0,True,22034.05,22034.05,32,6.55
6110.0,,0.344,-0.73,39.35,22035.41,Metal Loss,External,27.0,0.093,,,2.21,0.63,7:17,,,0.7,116.08,,MFL-A/XT,,1160.0,65000.0,,1342.0,1421.75,1974.07,1484.74,2061.53,1490.77,2069.89,0.78,1.78,2015,Metal Loss_22035.4,True,22035.41,22035.41,32,7.283333333333333
6110.0,,0.344,-0.78,39.3,22035.46,Metal Loss,External,14.0,0.048,,,1.89,2.01,6:46,,,0.7,116.08,,MFL-A/XT,,1160.0,65000.0,,1342.0,1455.4,2020.79,,,,,,,2015,Metal Loss_22035.5,True,22035.46,22035.46,32,6.766666666666667
6120.0,,0.344,-39.17,0.9,22113.93,Metal Loss,External,10.0,0.034,,,1.38,4.61,9:08,Recoat,,1.0,116.14,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_22113.9,True,22113.93,22113.93,33,9.133333333333333
6120.0,,0.344,-39.18,0.9,22113.94,Metal Loss,External,28.0,0.096,,,1.38,7.99,7:24,Recoat,,1.0,116.14,,MFL-A/XT,,1160.0,65000.0,,1342.0,1449.2,2012.17,1517.57,2107.11,1520.69,2111.44,0.76,1.82,2015,Metal Loss_22113.9,True,22113.94,22113.94,33,7.4
6120.0,,0.344,-39.2,0.88,22113.96,Metal Loss,External,47.0,0.162,,,0.98,2.32,6:05,Recoat,,1.0,116.14,,MFL-A/XT,,1160.0,65000.0,,1342.0,1446.59,2008.56,1512.62,2100.23,1518.34,2108.17,0.77,1.81,2015,Metal Loss_22114.0,True,22113.96,22113.96,33,6.083333333333333
6120.0,,0.344,-39.2,0.88,22113.96,Metal Loss,External,54.0,0.186,,,1.02,4.33,4:42,Recoat,,1.0,116.14,,MFL-A/XT,,1160.0,65000.0,,1342.0,1437.45,1995.87,1499.97,2082.67,1508.59,2094.63,0.77,1.8,2015,Metal Loss_22114.0,True,22113.96,22113.96,33,4.7
6180.0,,0.344,-39.19,0.87,22354.2,Metal Loss,External,10.0,0.034,,,0.63,2.79,6:18,,,0.7,113.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_22354.2,True,22354.2,22354.2,34,6.3
6180.0,,0.344,-39.19,0.87,22354.2,Metal Loss,External,15.0,0.052,,,0.75,2.84,4:45,,,0.7,113.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.98,2043.81,,,,,,,2015,Metal Loss_22354.2,True,22354.2,22354.2,34,4.75
6270.0,,0.344,-30.57,9.42,22682.66,Metal Loss,External,10.0,0.034,,,0.51,0.83,2:50,,,0.7,99.58,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_22682.7,True,22682.66,22682.66,35,2.8333333333333335
6270.0,,0.344,-30.9,9.09,22682.99,Metal Loss Manufacturing,,14.0,0.048,,,0.35,0.67,5:59,,,0.7,99.57,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss Manufacturing_22683.0,True,22682.99,22682.99,35,5.983333333333333
6310.0,,0.344,-0.98,39.06,22812.91,Metal Loss,External,11.0,0.038,,,0.83,1.61,6:15,,,0.7,95.07,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_22812.9,True,22812.91,22812.91,-1,6.25
6350.0,,0.344,-34.62,5.44,23006.72,Metal Loss,External,12.0,0.041,,,0.59,1.22,6:49,,,0.7,78.06,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_23006.7,True,23006.72,23006.72,36,6.816666666666666
6350.0,,0.344,-34.9,5.16,23007.0,Metal Loss,External,13.0,0.045,,,0.59,0.67,6:33,,,0.7,78.03,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.91,2046.49,,,,,,,2015,Metal Loss_23007.0,True,23007.0,23007.0,36,6.55
6350.0,,0.344,-34.95,5.11,23007.05,Metal Loss,External,19.0,0.065,,,0.47,0.79,6:54,,,0.7,78.03,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.85,2046.41,,,,,,,2015,Metal Loss_23007.0,True,23007.05,23007.05,36,6.9
6350.0,,0.344,-35.39,4.67,23007.49,Cluster,External,32.0,0.11,,,1.42,1.55,6:20,,,0.7,77.98,,,,1160.0,65000.0,,1342.0,1442.91,2003.44,1509.87,2096.42,1525.19,2117.69,0.77,1.81,2015,Cluster_23007.5,True,23007.49,23007.49,36,6.333333333333333
6350.0,,0.344,-35.61,4.45,23007.71,Metal Loss,External,15.0,0.052,,,0.47,0.94,6:41,,,0.7,77.96,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.49,2047.29,,,,,,,2015,Metal Loss_23007.7,True,23007.71,23007.71,36,6.683333333333334
6350.0,,0.344,-36.44,3.62,23008.54,Metal Loss,External,16.0,0.055,,,0.55,1.1,6:19,,,0.7,77.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.66,2046.14,,,,,,,2015,Metal Loss_23008.5,True,23008.54,23008.54,36,6.316666666666666
6360.0,,0.344,-6.43,33.73,23018.59,Metal Loss,External,11.0,0.038,,,0.59,1.06,4:42,,,0.7,76.99,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_23018.6,True,23018.59,23018.59,36,4.7
6360.0,,0.344,-6.79,33.36,23018.95,Metal Loss,External,16.0,0.055,,,1.5,1.46,4:33,,,0.7,76.96,,MFL-A/XT,,1160.0,65000.0,,1342.0,1460.05,2027.25,,,,,,,2015,Metal Loss_23019.0,True,23018.95,23018.95,36,4.55
6360.0,,0.344,-7.06,33.09,23019.23,Metal Loss,External,12.0,0.041,,,1.5,1.81,4:28,,,0.7,76.95,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_23019.2,True,23019.23,23019.23,36,4.466666666666667
6360.0,,0.344,-7.44,32.71,23019.6,Metal Loss,External,14.0,0.048,,,1.73,1.26,4:04,,,0.7,76.92,,MFL-A/XT,,1160.0,65000.0,,1342.0,1458.29,2024.8,,,,,,,2015,Metal Loss_23019.6,True,23019.6,23019.6,36,4.066666666666666
6360.0,,0.344,-8.67,31.49,23020.83,Metal Loss,External,14.0,0.048,,,0.91,1.3,4:08,,,0.7,76.86,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.45,2041.68,,,,,,,2015,Metal Loss_23020.8,True,23020.83,23020.83,36,4.133333333333334
6360.0,,0.344,-9.14,31.01,23021.31,Metal Loss,External,10.0,0.034,,,0.59,1.18,4:20,,,0.7,76.84,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_23021.3,True,23021.31,23021.31,36,4.333333333333333
6360.0,,0.344,-9.62,30.53,23021.79,Metal Loss,External,24.0,0.083,,,1.22,1.89,3:57,,,0.7,76.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,1458.0,2024.4,1527.98,2121.56,1529.65,2123.88,0.76,1.83,2015,Metal Loss_23021.8,True,23021.79,23021.79,36,3.95
6360.0,,0.344,-10.69,29.47,23022.85,Metal Loss,External,21.0,0.072,,,0.71,1.38,7:37,,,0.7,76.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.59,2041.88,1542.31,2141.46,1542.69,2141.99,0.75,1.85,2015,Metal Loss_23022.8,True,23022.85,23022.85,36,7.616666666666667
6360.0,,0.344,-10.72,29.43,23022.89,Metal Loss,External,13.0,0.045,,,0.75,1.26,4:10,,,0.7,76.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.48,2044.51,,,,,,,2015,Metal Loss_23022.9,True,23022.89,23022.89,36,4.166666666666667
6360.0,,0.344,-10.83,29.32,23023.0,Metal Loss,External,11.0,0.038,,,0.63,1.18,4:11,,,0.7,76.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_23023.0,True,23023.0,23023.0,36,4.183333333333334
6360.0,,0.344,-11.13,29.02,23023.3,Metal Loss,External,14.0,0.048,,,0.79,1.22,4:18,,,0.7,76.78,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.92,2043.73,,,,,,,2015,Metal Loss_23023.3,True,23023.3,23023.3,36,4.3
6360.0,,0.344,-11.54,28.62,23023.7,Metal Loss,External,10.0,0.034,,,0.63,0.94,7:30,,,0.7,76.77,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_23023.7,True,23023.7,23023.7,36,7.5
6360.0,,0.344,-11.64,28.51,23023.8,Metal Loss,External,11.0,0.038,,,1.34,1.34,7:29,,,0.7,76.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_23023.8,True,23023.8,23023.8,36,7.483333333333333
6360.0,,0.344,-12.23,27.93,23024.39,Metal Loss,External,17.0,0.058,,,0.91,1.73,7:19,,,0.7,76.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.24,2040.0,,,,,,,2015,Metal Loss_23024.4,True,23024.39,23024.39,36,7.316666666666666
6360.0,,0.344,-12.66,27.49,23024.82,Metal Loss,External,13.0,0.045,,,1.53,1.73,4:17,,,0.7,76.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.62,2030.82,,,,,,,2015,Metal Loss_23024.8,True,23024.82,23024.82,36,4.283333333333333
6360.0,,0.344,-12.71,27.44,23024.88,Metal Loss,External,49.0,0.169,,,0.87,2.03,7:47,,,0.7,76.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1452.03,2016.1,1519.02,2109.12,1523.9,2115.89,0.76,1.82,2015,Metal Loss_23024.9,True,23024.88,23024.88,36,7.783333333333333
6360.0,,0.344,-16.21,23.94,23028.38,Metal Loss,External,10.0,0.034,,,0.63,1.1,4:22,,,0.7,76.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_23028.4,True,23028.38,23028.38,36,4.366666666666666
6360.0,,0.344,-16.49,23.66,23028.66,Cluster,External,29.0,0.1,,,1.38,3.65,3:52,,,0.7,76.8,,,,1160.0,65000.0,,1342.0,1448.1,2010.64,1516.22,2105.23,1522.21,2113.56,0.77,1.81,2015,Cluster_23028.7,True,23028.66,23028.66,36,3.8666666666666667
6360.0,,0.344,-16.7,23.46,23028.86,Metal Loss,External,12.0,0.041,,,1.1,1.5,4:20,,,0.7,76.81,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_23028.9,True,23028.86,23028.86,36,4.333333333333333
6360.0,,0.344,-17.6,22.55,23029.76,Metal Loss,External,16.0,0.055,,,0.83,1.26,4:08,,,0.7,76.84,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.64,2041.95,,,,,,,2015,Metal Loss_23029.8,True,23029.76,23029.76,36,4.133333333333334
6360.0,,0.344,-17.98,22.18,23030.14,Metal Loss,External,12.0,0.041,,,0.79,2.05,7:47,,,0.7,76.86,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_23030.1,True,23030.14,23030.14,36,7.783333333333333
6360.0,,0.344,-18.24,21.91,23030.41,Metal Loss,External,11.0,0.038,,,0.98,1.38,4:21,,,0.7,76.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_23030.4,True,23030.41,23030.41,36,4.35
