joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,od_reduction_pct,od_reduction_in,anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Tool Velocity [ft/s],elevation_ft,Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),mop_psi,smys_psi,Seam Type,design_pressure_psi,B31G Psafe [PSI],B31G Pburst [PSI],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
6720.0,40.18,0.344,,,24423.79,Girth Weld,,,,,,,,nan,,,0.7,107.93,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24423.8,False,24423.79,24423.79
6730.0,40.14,0.344,,,24463.97,Girth Weld,,,,,,,,nan,,,0.7,108.74,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24464.0,False,24463.97,24463.97
6740.0,40.1,0.344,,,24504.11,Girth Weld,,,,,,,,nan,,,0.7,110.73,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24504.1,False,24504.11,24504.11
6750.0,40.07,0.344,,,24544.21,Girth Weld,,,,,,,,nan,,,0.7,114.25,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24544.2,False,24544.21,24544.21
6760.0,28.11,0.344,,,24584.28,Girth Weld,,,,,,,,nan,,,0.7,118.04,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24584.3,False,24584.28,24584.28
6770.0,40.09,0.344,,,24612.39,Girth Weld,,,,,,,,nan,,,0.7,120.8,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24612.4,False,24612.39,24612.39
6780.0,39.98,0.344,,,24652.48,Girth Weld,,,,,,,,nan,,,0.7,124.46,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24652.5,False,24652.48,24652.48
6790.0,40.06,0.344,,,24692.46,Girth Weld,,,,,,,,nan,,1.0,0.7,127.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24692.5,False,24692.46,24692.46
6790.0,,0.344,-3.86,36.19,24696.32,Metal Loss,External,20.0,0.069,,,2.28,1.3,8:51,,,0.7,128.28,,MFL-A/XT,,1160.0,65000.0,,1342.0,1435.45,1993.09,1501.48,2084.76,1503.88,2088.1,0.77,1.8,2015,Metal Loss_24696.3,True,24696.32,24696.32
6800.0,40.12,0.344,,,24732.51,Girth Weld,,,,,,,,nan,,,0.7,133.27,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24732.5,False,24732.51,24732.51
6810.0,40.0,0.344,,,24772.63,Girth Weld,,,,,,,,nan,,,0.7,140.28,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24772.6,False,24772.63,24772.63
6820.0,40.1,0.344,,,24812.63,Girth Weld,,,,,,,,nan,,,0.7,143.52,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24812.6,False,24812.63,24812.63
6830.0,40.01,0.344,,,24852.74,Girth Weld,,,,,,,,nan,,,1.0,144.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24852.7,False,24852.74,24852.74
6840.0,40.21,0.344,,,24892.75,Girth Weld,,,,,,,,nan,,,0.7,147.7,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24892.8,False,24892.75,24892.75
6850.0,40.07,0.344,,,24932.96,Girth Weld,,,,,,,,nan,,,0.7,154.64,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24933.0,False,24932.96,24932.96
6860.0,39.87,0.344,,,24973.03,Girth Weld,,,,,,,,nan,,,0.7,164.17,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_24973.0,False,24973.03,24973.03
6870.0,39.92,0.344,,,25012.89,Girth Weld,,,,,,,,nan,,,0.7,172.7,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25012.9,False,25012.89,25012.89
6880.0,32.73,0.344,,,25052.82,Girth Weld,,,,,,,,nan,,,0.7,178.38,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25052.8,False,25052.82,25052.82
6890.0,39.91,0.344,,,25085.55,Girth Weld,,,,,,,,nan,,,0.7,180.27,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25085.5,False,25085.55,25085.55
6900.0,40.0,0.344,,,25125.46,Girth Weld,,,,,,,,nan,,,0.7,176.71,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25125.5,False,25125.46,25125.46
6910.0,40.02,0.344,,,25165.46,Girth Weld,,,,,,,,nan,,,0.7,167.78,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25165.5,False,25165.46,25165.46
6920.0,40.03,0.344,,,25205.48,Girth Weld,,,,,,,,nan,,,0.7,153.16,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25205.5,False,25205.48,25205.48
6930.0,40.06,0.344,,,25245.51,Girth Weld,,,,,,,,nan,,,0.7,137.03,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25245.5,False,25245.51,25245.51
6940.0,40.1,0.344,,,25285.57,Girth Weld,,,,,,,,nan,,,0.7,121.35,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25285.6,False,25285.57,25285.57
6950.0,40.04,0.344,,,25325.67,Girth Weld,,,,,,,,nan,,,0.7,106.86,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25325.7,False,25325.67,25325.67
6960.0,40.01,0.344,,,25365.71,Girth Weld,,,,,,,,nan,,,0.7,93.69,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25365.7,False,25365.71,25365.71
6970.0,39.96,0.344,,,25405.72,Girth Weld,,,,,,,,nan,,,0.7,79.48,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25405.7,False,25405.72,25405.72
6980.0,40.21,0.344,,,25445.68,Girth Weld,,,,,,,,nan,,,0.7,64.55,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25445.7,False,25445.68,25445.68
6990.0,40.18,0.344,,,25485.89,Girth Weld,,,,,,,,nan,,2.0,0.7,51.31,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25485.9,False,25485.89,25485.89
6990.0,,0.344,-1.29,38.89,25487.18,Metal Loss,External,15.0,0.052,,,0.59,1.26,3:46,,,0.7,51.01,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.52,2045.95,,,,,,,2015,Metal Loss_25487.2,True,25487.18,25487.18
6990.0,,0.344,-39.16,1.01,25525.05,Metal Loss,External,10.0,0.034,,,0.75,1.26,6:30,,,0.7,39.48,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_25525.0,True,25525.05,25525.05
7000.0,19.97,0.344,,,25526.07,Girth Weld,,,,,,,,nan,,,0.7,39.07,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25526.1,False,25526.07,25526.07
7010.0,40.27,0.344,,,25546.04,Girth Weld,,,,,,,,nan,,1.0,0.7,31.44,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25546.0,False,25546.04,25546.04
7010.0,,0.344,-23.97,16.3,25570.01,Metal Loss,External,12.0,0.041,,,1.26,1.77,4:17,,,0.7,24.56,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_25570.0,True,25570.01,25570.01
7020.0,13.98,0.344,,,25586.31,Girth Weld,,,,,,,,nan,,,0.7,22.23,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25586.3,False,25586.31,25586.31
7030.0,39.9,0.344,,,25600.29,Girth Weld,,,,,,,,nan,,,0.7,20.65,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25600.3,False,25600.29,25600.29
7040.0,27.82,0.344,,,25640.19,Girth Weld,,,,,,,,nan,,,0.7,15.75,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25640.2,False,25640.19,25640.19
7050.0,40.09,0.344,,,25668.0,Girth Weld,,,,,,,,nan,,,0.7,12.84,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25668.0,False,25668.0,25668.0
7060.0,37.64,0.344,,,25708.1,Girth Weld,,,,,,,,nan,,,0.7,14.32,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25708.1,False,25708.1,25708.1
7070.0,40.07,0.344,,,25745.74,Girth Weld,,,,,,,,nan,,,0.7,16.98,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25745.7,False,25745.74,25745.74
7080.0,29.69,0.344,,,25785.81,Girth Weld,,,,,,,,nan,,,0.7,17.71,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25785.8,False,25785.81,25785.81
7090.0,9.55,0.344,,,25815.49,Girth Weld,,,,,,,,nan,,,1.0,18.63,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25815.5,False,25815.49,25815.49
7100.0,40.2,0.344,,,25825.05,Girth Weld,,,,,,,,nan,,,1.0,18.95,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25825.0,False,25825.05,25825.05
7110.0,8.78,0.5,,,25865.25,Girth Weld,,,,,,,,nan,,,0.7,20.16,,,,1160.0,60000.0,,1800.0,,,,,,,,,2015,Girth Weld_25865.2,False,25865.25,25865.25
7110.0,,,,,25869.95,Bend,,,,,,,,nan,5.5D -  23Â° - Sag,,,20.64,,,,,,,,,,,,,,,,2015,Bend_25870.0,False,25869.95,25869.95
7120.0,40.28,0.344,,,25874.03,Girth Weld,,,,,,,,nan,,2.0,1.0,22.36,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25874.0,False,25874.03,25874.03
7120.0,,0.344,-1.1,39.18,25875.13,Metal Loss,External,14.0,0.048,,,1.3,2.91,2:10,,,1.0,22.89,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.25,2034.46,,,,,,,2015,Metal Loss_25875.1,True,25875.13,25875.13
7120.0,,0.344,-38.1,2.18,25912.13,Metal Loss Manufacturing,,11.0,0.038,,,0.35,0.87,2:12,,,1.0,40.96,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss Manufacturing_25912.1,True,25912.13,25912.13
7130.0,40.02,0.344,,,25914.31,Girth Weld,,,,,,,,nan,,,0.7,42.02,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25914.3,False,25914.31,25914.31
7140.0,40.05,0.344,,,25954.33,Girth Weld,,,,,,,,nan,,,0.7,61.48,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25954.3,False,25954.33,25954.33
7150.0,40.0,0.344,,,25994.38,Girth Weld,,,,,,,,nan,,,0.7,79.73,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_25994.4,False,25994.38,25994.38
7160.0,40.06,0.344,,,26034.38,Girth Weld,,,,,,,,nan,,1.0,0.7,94.11,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26034.4,False,26034.38,26034.38
7160.0,,0.344,-0.83,39.23,26035.21,Metal Loss,External,12.0,0.041,,,0.98,1.58,6:35,,,0.7,94.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_26035.2,True,26035.21,26035.21
7170.0,40.09,0.344,,,26074.44,Girth Weld,,,,,,,,nan,,,0.7,108.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26074.4,False,26074.44,26074.44
7170.0,,,,,26084.38,Above Ground Marker,,,,,,,,nan,AGM#10 11' D/S OF DRIVEWAY/ AT PLM,,,111.71,,,,,,,,,,,,,,,,2015,Above Ground Marker_26084.4,False,26084.38,26084.38
7180.0,20.02,0.344,,,26114.54,Girth Weld,,,,,,,,nan,,,0.7,122.73,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26114.5,False,26114.54,26114.54
7190.0,40.02,0.344,,,26134.55,Girth Weld,,,,,,,,nan,,,0.7,129.97,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26134.5,False,26134.55,26134.55
7200.0,40.18,0.344,,,26174.57,Girth Weld,,,,,,,,nan,,,0.7,143.59,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26174.6,False,26174.57,26174.57
7210.0,40.02,0.344,,,26214.75,Girth Weld,,,,,,,,nan,,,0.7,151.13,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26214.8,False,26214.75,26214.75
7220.0,40.07,0.344,,,26254.77,Girth Weld,,,,,,,,nan,,,0.7,153.63,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26254.8,False,26254.77,26254.77
7230.0,40.06,0.344,,,26294.84,Girth Weld,,,,,,,,nan,,,1.0,155.32,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26294.8,False,26294.84,26294.84
7240.0,40.08,0.344,,,26334.9,Girth Weld,,,,,,,,nan,,,0.7,157.02,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26334.9,False,26334.9,26334.9
7250.0,40.05,0.344,,,26374.97,Girth Weld,,,,,,,,nan,,,0.7,158.93,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26375.0,False,26374.97,26374.97
7260.0,40.06,0.344,,,26415.02,Girth Weld,,,,,,,,nan,,2.0,0.7,161.71,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26415.0,False,26415.02,26415.02
7260.0,,0.344,-29.23,10.83,26444.25,Metal Loss Manufacturing,,15.0,0.052,,,0.43,0.71,9:27,,,0.7,163.83,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss Manufacturing_26444.2,True,26444.25,26444.25
7260.0,,0.344,-39.24,0.82,26454.26,Metal Loss,External,12.0,0.041,,,2.32,1.26,3:29,,,0.7,164.47,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_26454.3,True,26454.26,26454.26
7270.0,40.07,0.344,,,26455.08,Girth Weld,,,,,,,,nan,,,0.7,164.52,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26455.1,False,26455.08,26455.08
7280.0,39.91,0.344,,,26495.15,Girth Weld,,,,,,,,nan,,,0.7,167.11,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26495.2,False,26495.15,26495.15
7290.0,39.97,0.344,,,26535.07,Girth Weld,,,,,,,,nan,,,0.7,170.09,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26535.1,False,26535.07,26535.07
7300.0,40.06,0.344,,,26575.04,Girth Weld,,,,,,,,nan,,,0.7,172.97,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26575.0,False,26575.04,26575.04
7310.0,40.02,0.344,,,26615.09,Girth Weld,,,,,,,,nan,,,0.7,174.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26615.1,False,26615.09,26615.09
7320.0,40.02,0.344,,,26655.11,Girth Weld,,,,,,,,nan,,,0.7,175.18,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26655.1,False,26655.11,26655.11
7330.0,39.91,0.344,,,26695.13,Girth Weld,,,,,,,,nan,,,0.7,176.6,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26695.1,False,26695.13,26695.13
7340.0,40.13,0.344,,,26735.04,Girth Weld,,,,,,,,nan,,,0.7,178.09,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26735.0,False,26735.04,26735.04
7350.0,40.09,0.344,,,26775.18,Girth Weld,,,,,,,,nan,,,0.7,178.03,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26775.2,False,26775.18,26775.18
7360.0,12.39,0.344,,,26815.26,Girth Weld,,,,,,,,nan,,,0.7,175.72,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26815.3,False,26815.26,26815.26
7370.0,40.14,0.344,,,26827.65,Girth Weld,,,,,,,,nan,,,0.7,174.52,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26827.7,False,26827.65,26827.65
7380.0,40.22,0.344,,,26867.78,Girth Weld,,,,,,,,nan,,6.0,1.0,168.96,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26867.8,False,26867.78,26867.78
7380.0,,,,,26906.77,Attachment,,,,,,,,06:00,Repair Marker 2012 Dig #1 Recoat,,,155.26,,,,,,,,,,,,,,,,2015,Attachment_26906.8,False,26906.77,26906.77
7380.0,,0.344,-39.0,1.22,26906.78,Metal Loss,External,35.0,0.12,,,0.71,1.3,7:25,Recoat,,1.0,155.25,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.75,2035.15,1536.47,2133.35,1538.0,2135.48,0.75,1.84,2015,Metal Loss_26906.8,True,26906.78,26906.78
7380.0,,0.344,-39.33,0.89,26907.12,Metal Loss,External,40.0,0.138,,,0.94,1.81,7:44,Recoat,,1.0,155.1,,MFL-A/XT,,1160.0,65000.0,,1342.0,1455.08,2020.34,1523.63,2115.53,1527.14,2120.4,0.76,1.82,2015,Metal Loss_26907.1,True,26907.12,26907.12
7380.0,,0.344,-39.34,0.88,26907.12,Metal Loss,External,44.0,0.151,,,0.67,1.06,6:04,Recoat,,1.0,155.1,,MFL-A/XT,,1160.0,65000.0,,1342.0,1463.33,2031.8,1533.19,2128.8,1535.54,2132.05,0.76,1.84,2015,Metal Loss_26907.1,True,26907.12,26907.12
7380.0,,0.344,-39.34,0.88,26907.12,Metal Loss,External,13.0,0.045,,,0.63,1.18,8:51,Recoat,,1.0,155.1,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.54,2045.97,,,,,,,2015,Metal Loss_26907.1,True,26907.12,26907.12
7380.0,,0.344,-39.35,0.86,26907.14,Metal Loss,External,55.0,0.189,,,0.87,4.84,4:39,Recoat,,1.0,155.09,,MFL-A/XT,,1160.0,65000.0,,1342.0,1447.44,2009.74,1512.4,2099.92,1518.95,2109.03,0.77,1.81,2015,Metal Loss_26907.1,True,26907.14,26907.14
7380.0,,0.344,-39.58,0.64,26907.36,Cluster,External,62.0,0.213,,,1.98,2.87,5:57,Recoat,,1.0,154.99,,,,1160.0,65000.0,,1342.0,1337.36,1856.9,1364.77,1894.96,1486.01,2063.29,0.85,1.63,2015,Cluster_26907.4,True,26907.36,26907.36
7390.0,22.82,0.344,,,26908.0,Girth Weld,,,,,,,,nan,,,1.0,154.69,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26908.0,False,26908.0,26908.0
7390.0,,,,,26909.84,Attachment,,,,,,,,06:00,Repair Marker 2012 Dig #1 Recoat,,,153.85,,,,,,,,,,,,,,,,2015,Attachment_26909.8,False,26909.84,26909.84
7400.0,40.17,0.344,,,26930.83,Girth Weld,,,,,,,,nan,,5.0,0.7,143.92,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26930.8,False,26930.83,26930.83
7400.0,,0.344,-39.11,1.06,26969.94,Metal Loss,External,14.0,0.048,,,0.55,0.75,4:04,,,0.7,124.82,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.01,2046.62,,,,,,,2015,Metal Loss_26969.9,True,26969.94,26969.94
7400.0,,0.344,-39.17,1.0,26970.0,Metal Loss,External,10.0,0.034,,,0.94,2.05,3:36,,,0.7,124.79,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_26970.0,True,26970.0,26970.0
7400.0,,0.344,-39.9,0.27,26970.73,Metal Loss,External,12.0,0.041,,,0.55,0.91,1:53,near girth weld,,0.7,124.43,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_26970.7,True,26970.73,26970.73
7400.0,,0.344,-39.91,0.26,26970.74,Metal Loss,External,24.0,0.083,,,0.51,1.02,2:48,near girth weld,,0.7,124.43,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.65,2044.74,1544.57,2144.6,1544.89,2145.05,0.75,1.85,2015,Metal Loss_26970.7,True,26970.74,26970.74
7400.0,,0.344,-40.01,0.16,26970.84,Metal Loss,External,12.0,0.041,,,0.98,7.17,2:13,near girth weld,,0.7,124.38,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_26970.8,True,26970.84,26970.84
7410.0,13.22,0.5,,,26971.0,Girth Weld,,,,,,,,nan,,,0.7,124.3,,,,1160.0,60000.0,,1800.0,,,,,,,,,2015,Girth Weld_26971.0,False,26971.0,26971.0
7410.0,,,,,26977.76,Bend,,,,,,,,nan,6.1D -  40Â° - Sag,,,121.97,,,,,,,,,,,,,,,,2015,Bend_26977.8,False,26977.76,26977.76
7420.0,30.18,0.344,,,26984.21,Girth Weld,,,,,,,,nan,,5.0,0.7,123.49,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_26984.2,False,26984.21,26984.21
7420.0,,0.344,-0.88,29.29,26985.1,Metal Loss,External,23.0,0.079,,,0.63,2.01,11:56,,,0.7,123.83,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.13,2042.62,1542.88,2142.25,1543.31,2142.85,0.75,1.85,2015,Metal Loss_26985.1,True,26985.1,26985.1
7420.0,,0.344,-0.9,29.28,26985.11,Metal Loss,External,11.0,0.038,,,0.55,1.18,5:22,,,0.7,123.84,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_26985.1,True,26985.11,26985.11
7420.0,,0.344,-0.92,29.26,26985.13,Metal Loss,External,11.0,0.038,,,0.75,1.58,2:11,,,0.7,123.84,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_26985.1,True,26985.13,26985.13
7420.0,,0.344,-1.1,29.08,26985.31,Metal Loss,External,29.0,0.1,,,0.91,2.24,3:46,,,0.7,123.91,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.87,2031.16,1533.38,2129.06,1534.98,2131.29,0.76,1.84,2015,Metal Loss_26985.3,True,26985.31,26985.31
7420.0,,0.344,-1.21,28.97,26985.43,Metal Loss,External,20.0,0.069,,,1.06,2.91,10:43,,,0.7,123.96,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.69,2033.69,1535.72,2132.3,1536.39,2133.23,0.76,1.84,2015,Metal Loss_26985.4,True,26985.43,26985.43
7430.0,31.44,0.344,,,27014.39,Girth Weld,,,,,,,,nan,,,0.7,135.72,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27014.4,False,27014.39,27014.39
7440.0,40.11,0.344,,,27045.83,Girth Weld,,,,,,,,nan,,,0.7,149.44,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27045.8,False,27045.83,27045.83
7450.0,40.13,0.344,,,27085.94,Girth Weld,,,,,,,,nan,,,0.7,165.51,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27085.9,False,27085.94,27085.94
7460.0,40.14,0.344,,,27126.08,Girth Weld,,,,,,,,nan,,,0.7,175.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27126.1,False,27126.08,27126.08
7470.0,40.07,0.344,,,27166.22,Girth Weld,,,,,,,,nan,,,0.7,182.16,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27166.2,False,27166.22,27166.22
7480.0,40.08,0.344,,,27206.28,Girth Weld,,,,,,,,nan,,,0.7,184.23,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27206.3,False,27206.28,27206.28
7490.0,39.95,0.344,,,27246.37,Girth Weld,,,,,,,,nan,,2.0,0.7,186.02,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27246.4,False,27246.37,27246.37
7490.0,,0.344,-38.3,1.65,27284.67,Metal Loss,External,13.0,0.045,,,1.22,2.13,5:53,,,0.7,187.04,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.24,2037.22,,,,,,,2015,Metal Loss_27284.7,True,27284.67,27284.67
7490.0,,0.344,-38.69,1.26,27285.06,Metal Loss,External,17.0,0.058,,,0.67,1.42,6:07,,,0.7,187.05,,MFL-A/XT,,1160.0,65000.0,,1342.0,1472.35,2044.32,,,,,,,2015,Metal Loss_27285.1,True,27285.06,27285.06
7500.0,29.28,0.344,,,27286.32,Girth Weld,,,,,,,,nan,,,0.7,187.07,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27286.3,False,27286.32,27286.32
7510.0,39.99,0.344,,,27315.6,Girth Weld,,,,,,,,nan,,,0.7,187.49,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27315.6,False,27315.6,27315.6
7520.0,39.98,0.344,,,27355.59,Girth Weld,,,,,,,,nan,,1.0,0.7,188.1,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27355.6,False,27355.59,27355.59
7520.0,,0.344,-0.89,39.09,27356.48,Metal Loss,External,11.0,0.038,,,0.51,1.14,5:50,,,0.7,188.11,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_27356.5,True,27356.48,27356.48
7530.0,40.0,0.344,,,27395.57,Girth Weld,,,,,,,,nan,,,0.7,188.65,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27395.6,False,27395.57,27395.57
7540.0,40.02,0.344,,,27435.57,Girth Weld,,,,,,,,nan,,,0.7,188.61,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27435.6,False,27435.57,27435.57
7550.0,40.0,0.344,,,27475.59,Girth Weld,,,,,,,,nan,,2.0,0.7,188.15,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27475.6,False,27475.59,27475.59
7550.0,,0.344,-39.47,0.53,27515.06,Metal Loss,External,12.0,0.041,,,0.63,1.1,7:25,,,0.7,188.14,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Metal Loss_27515.1,True,27515.06,27515.06
7550.0,,0.344,-39.69,0.31,27515.29,Cluster,External,19.0,0.065,,,1.08,4.23,7:58,near girth weld,,0.7,188.14,,,,1160.0,65000.0,,1342.0,1465.44,2034.73,,,,,,,2015,Cluster_27515.3,True,27515.29,27515.29
7560.0,40.04,0.344,,,27515.59,Girth Weld,,,,,,,,nan,,,0.7,188.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27515.6,False,27515.59,27515.59
7570.0,39.96,0.344,,,27555.63,Girth Weld,,,,,,,,nan,,,0.7,188.75,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27555.6,False,27555.63,27555.63
7580.0,39.97,0.344,,,27595.59,Girth Weld,,,,,,,,nan,,,0.7,190.29,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27595.6,False,27595.59,27595.59
7590.0,40.04,0.344,,,27635.56,Girth Weld,,,,,,,,nan,,,0.7,192.07,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_27635.6,False,27635.56,27635.56
