joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,Metal Loss Depth + Tolerance[%],Dimension Classification,Metal Loss Depth Tolerance [%] (includes seamless and HAZ and modified specs),Dent Depth[%],Dent Depth[in],Is any part of the dent affecting the top of the pipe? [Y/N],anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Was anomaly sizing reviewed by analyst? [Y/N],Was anomaly sizing/dimensions manually changed? [Y/N],Magnetization Level [kA/m] for MFL survey or Actual WT [in] for UT Survey,elevation_ft,Seam Position[hh:mm],Distance To Seam Weld [in],Tool,design_pressure_psi,smys_psi,Pipe Type,Pipe Diameter (O.D.)[in.],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,Length Tolerance [in],Width Tolerance [in],inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
7960,40.279,0.344,,,29165.814,Start Sleeve,,,,,,,,,,,,nan,SLEEVE START,0,,,5.97,129.056,08:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Sleeve_29165.8,False,29165.814,29165.056999999997
7960,40.279,0.344,,,29167.123,End Sleeve,,,,,,,,,,,,nan,SLEEVE END,0,,,5.97,129.07,08:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Sleeve_29167.1,False,29167.123,29166.365999999998
7970,33.297,0.344,,,29167.47,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,129.073,03:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29167.5,False,29167.47,29166.713
7980,40.253,0.344,,,29200.768,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,128.388,01:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29200.8,False,29200.768,29200.011
7980,40.253,0.344,,,29234.918,Above Ground Marker,,,,,,,,,,,,nan,AGM 13 - AT LINE MARKER ON RIGHT OF WAY,0,,,5.97,127.323,01:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Above Ground Marker_29234.9,False,29234.918,29234.161
7990,40.013,0.344,,,29241.02,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,3,,,5.97,127.129,10:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29241.0,False,29241.02,29240.263
7990,40.013,0.344,,,29241.02,Start Recoat,,,,,,,,,,,,nan,2021 DIG 7 START,3,,,5.97,127.129,10:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Recoat_29241.0,False,29241.02,29240.263
7990,40.013,0.344,0.387,39.629,29241.407,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,7.6,4.4,4:05,EXT ML,3,N,N,5.97,127.117,10:36,35.605,CMFL,1025,65000,E.R. WELD,24,1341.2,1862.8,1361.0,1890.3,0.764,1.001,1.0,1.2,2022,Metal Loss_29241.4,True,29241.407,29240.649999999998
7990,40.013,0.344,0.436,39.58,29241.457,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,8.1,12.3,5:52,EXT ML,3,N,N,5.97,127.115,10:36,27.227,CMFL,1025,65000,E.R. WELD,24,1341.6,1863.3,1351.8,1877.5,0.764,0.997,1.0,1.2,2022,Metal Loss_29241.5,True,29241.457,29240.699999999997
7990,40.013,0.344,,,29242.736,End Recoat,,,,,,,,,,,,nan,2021 DIG 7 END,3,,,5.97,127.075,10:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Recoat_29242.7,False,29242.736,29241.979
7990,40.013,0.344,19.026,20.991,29260.046,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,8.3,6.1,5:29,EXT ML,3,N,N,5.97,125.988,10:36,30.997,CMFL,1025,65000,E.R. WELD,24,1441.4,2002.0,1422.0,1975.0,0.711,1.075,1.0,1.2,2022,Metal Loss_29260.0,True,29260.046,29259.288999999997
8000,40.095,0.344,,,29281.037,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,4,,,5.97,124.64,11:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29281.0,False,29281.037,29280.28
8000,40.095,0.344,,,29319.311,Start Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER RECOAT START,4,,,5.97,122.187,11:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Repair Marker_29319.3,False,29319.311,29318.554
8000,40.095,0.344,39.022,1.073,29320.059,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,10.9,11.1,5:16,EXT ML,4,N,N,5.97,122.139,11:56,37.071,CMFL,1025,65000,E.R. WELD,24,1347.1,1871.0,1343.1,1865.5,0.761,1.007,1.0,1.2,2022,Metal Loss_29320.1,True,29320.059,29319.302
8000,40.095,0.344,39.065,1.03,29320.102,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,9.2,3.7,7:08,EXT ML,4,N,N,5.97,122.136,11:56,30.578,CMFL,1025,65000,E.R. WELD,24,1341.8,1863.6,1342.7,1864.9,0.764,1.002,1.0,1.2,2022,Metal Loss_29320.1,True,29320.102,29319.344999999998
8000,40.095,0.344,39.242,0.853,29320.279,Metal Loss,External,61.0,0.21,76.0,GENE,15.0,,,,1.7,1.9,3:38,*EXT ML,4,Y,Y,5.97,122.125,11:56,23.248,CMFL,1025,65000,E.R. WELD,24,1407.9,1955.4,1353.0,1879.2,0.728,1.048,0.8,1.0,2022,Metal Loss_29320.3,True,29320.279,29319.521999999997
8000,40.095,0.344,39.298,0.801,29320.331,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,1.7,1.5,8:09,EXT ML,4,N,N,5.97,122.121,11:56,23.667,CMFL,1025,65000,E.R. WELD,24,1505.5,2091.0,1495.7,2077.3,0.681,1.123,1.0,1.2,2022,Metal Loss_29320.3,True,29320.331,29319.573999999997
8010,40.039,0.344,,,29321.132,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,122.07,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29321.1,False,29321.132,29320.375
8010,40.039,0.344,,,29321.991,End Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER RECOAT END,0,,,5.97,122.015,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Repair Marker_29322.0,False,29321.991,29321.234
8020,40.177,0.344,,,29361.171,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,2,,,5.97,119.613,01:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29361.2,False,29361.171,29360.413999999997
8020,40.177,0.344,19.006,21.175,29380.174,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,17.0,3.3,2:09,EXT ML,2,N,N,5.97,118.959,01:40,3.142,CMFL,1025,65000,E.R. WELD,24,1391.7,1932.9,1363.1,1893.2,0.737,1.037,1.0,1.2,2022,Metal Loss_29380.2,True,29380.174,29379.416999999998
8020,40.177,0.344,21.017,19.16,29382.188,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,3.9,2.2,2:11,EXT ML,2,N,N,5.97,118.898,01:40,3.142,CMFL,1025,65000,E.R. WELD,24,1484.8,2062.2,1472.4,2045.0,0.69,1.107,1.0,1.2,2022,Metal Loss_29382.2,True,29382.188,29381.430999999997
8030,40.043,0.344,,,29401.348,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,118.316,10:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29401.3,False,29401.348,29400.591
8040,40.272,0.344,,,29441.391,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,116.908,11:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29441.4,False,29441.391,29440.634
8050,40.098,0.344,,,29481.663,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,114.625,07:16,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29481.7,False,29481.663,29480.906
8060,40.351,0.344,,,29521.759,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,24,,,5.97,111.076,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29521.8,False,29521.759,29521.001999999997
8060,40.351,0.344,2.379,37.972,29524.137,Metal Loss,External,41.0,0.141,56.0,GENE,15.0,,,,14.8,5.4,5:37,*EXT ML,24,Y,Y,5.97,110.861,UNKN,,CMFL,1025,65000,E.R. WELD,24,1109.6,1541.1,1180.8,1640.1,0.924,0.825,1.0,1.2,2022,Metal Loss_29524.1,True,29524.137,29523.379999999997
8060,40.351,0.344,3.76,36.591,29525.518,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,18.6,3.9,5:47,EXT ML,24,N,N,5.97,110.76,UNKN,,CMFL,1025,65000,E.R. WELD,24,1362.4,1892.2,1357.3,1885.2,0.752,1.019,1.0,1.2,2022,Metal Loss_29525.5,True,29525.518,29524.761
8060,40.351,0.344,7.333,33.018,29529.091,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,6.6,5.9,5:44,EXT ML,24,N,N,5.97,110.506,UNKN,,CMFL,1025,65000,E.R. WELD,24,1441.6,2002.2,1424.2,1978.1,0.711,1.073,1.0,1.2,2022,Metal Loss_29529.1,True,29529.091,29528.334
8060,40.351,0.344,8.593,31.755,29530.354,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,7.7,3.7,6:07,EXT ML,24,N,N,5.97,110.416,UNKN,,CMFL,1025,65000,E.R. WELD,24,1400.0,1944.4,1376.0,1911.0,0.732,1.047,1.0,1.2,2022,Metal Loss_29530.4,True,29530.354,29529.596999999998
8060,40.351,0.344,9.226,31.125,29530.984,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,19.3,5.2,5:13,EXT ML,24,N,N,5.97,110.371,UNKN,,CMFL,1025,65000,E.R. WELD,24,1342.3,1864.3,1345.5,1868.8,0.764,1.002,1.0,1.2,2022,Metal Loss_29531.0,True,29530.984,29530.227
8060,40.351,0.344,10.089,30.262,29531.847,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,11.9,3.3,6:30,EXT ML,24,N,N,5.97,110.31,UNKN,,CMFL,1025,65000,E.R. WELD,24,1369.0,1901.3,1341.9,1863.7,0.749,1.018,1.0,1.2,2022,Metal Loss_29531.8,True,29531.847,29531.09
8060,40.351,0.344,11.227,29.121,29532.989,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,12.6,9.1,4:53,EXT ML,24,N,N,5.97,110.229,UNKN,,CMFL,1025,65000,E.R. WELD,24,1336.6,1856.4,1298.4,1803.3,0.767,1.0,1.0,1.2,2022,Metal Loss_29533.0,True,29532.989,29532.232
8060,40.351,0.344,12.497,27.851,29534.259,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,11.2,4.8,7:06,EXT ML,24,N,N,5.97,110.139,UNKN,,CMFL,1025,65000,E.R. WELD,24,1311.3,1821.3,1288.8,1790.0,0.782,0.975,1.0,1.2,2022,Metal Loss_29534.3,True,29534.259,29533.501999999997
8060,40.351,0.344,12.68,27.667,29534.442,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,17.8,8.3,4:38,EXT ML,24,N,N,5.97,110.126,UNKN,,CMFL,1025,65000,E.R. WELD,24,1264.1,1755.7,1251.4,1738.1,0.811,0.946,1.0,1.2,2022,Metal Loss_29534.4,True,29534.442,29533.684999999998
8060,40.351,0.344,13.871,26.476,29535.633,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,12.3,5.6,7:01,EXT ML,24,N,N,5.97,110.041,UNKN,,CMFL,1025,65000,E.R. WELD,24,1250.5,1736.8,1255.5,1743.7,0.82,0.93,1.0,1.2,2022,Metal Loss_29535.6,True,29535.633,29534.876
8060,40.351,0.344,14.846,25.505,29536.604,Metal Loss,External,49.0,0.169,64.0,GENE,20.0,,,,4.4,3.5,4:08,EXT ML,24,N,N,5.97,109.972,UNKN,,CMFL,1025,65000,E.R. WELD,24,1228.2,1705.9,1145.6,1591.1,0.835,0.919,1.0,1.2,2022,Metal Loss_29536.6,True,29536.604,29535.846999999998
8060,40.351,0.344,15.351,24.997,29537.113,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,8.6,4.7,6:50,EXT ML,24,N,N,5.97,109.936,UNKN,,CMFL,1025,65000,E.R. WELD,24,1343.0,1865.3,1371.2,1904.5,0.763,0.999,1.0,1.2,2022,Metal Loss_29537.1,True,29537.113,29536.356
8060,40.351,0.344,15.505,24.843,29537.267,Metal Loss,External,37.0,0.127,52.0,GENE,15.0,,,,4.6,5.0,4:13,*EXT ML,24,Y,Y,5.97,109.925,UNKN,,CMFL,1025,65000,E.R. WELD,24,1315.7,1827.3,1316.0,1827.8,0.779,0.982,0.8,1.0,2022,Metal Loss_29537.3,True,29537.267,29536.51
8060,40.351,0.344,,,29537.293,Start Recoat,,,,,,,,,,,,nan,2021 DIG 8 RECOAT START,24,,,5.97,109.923,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Recoat_29537.3,False,29537.293,29536.536
8060,40.351,0.344,16.791,23.56,29538.55,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,7.8,4.8,4:27,EXT ML,24,N,N,5.97,109.833,UNKN,,CMFL,1025,65000,E.R. WELD,24,1395.8,1938.6,1397.6,1941.0,0.734,1.04,1.0,1.2,2022,Metal Loss_29538.5,True,29538.55,29537.792999999998
8060,40.351,0.344,16.808,23.543,29538.566,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,3.5,3.5,6:53,EXT ML,24,N,N,5.97,109.832,UNKN,,CMFL,1025,65000,E.R. WELD,24,1423.4,1976.9,1395.7,1938.4,0.72,1.062,1.0,1.2,2022,Metal Loss_29538.6,True,29538.566,29537.808999999997
8060,40.351,0.344,17.927,22.425,29539.685,Metal Loss,External,59.0,0.203,74.0,PITT,15.0,,,,1.1,2.0,7:22,*EXT ML,24,Y,Y,5.97,109.753,UNKN,,CMFL,1025,65000,E.R. WELD,24,1487.6,2066.2,1463.1,2032.1,0.689,1.109,0.4,1.0,2022,Metal Loss_29539.7,True,29539.685,29538.928
8060,40.351,0.344,,,29539.993,End Recoat,,,,,,,,,,,,nan,2021 DIG 8 RECOAT END,24,,,5.97,109.731,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Recoat_29540.0,False,29539.993,29539.235999999997
8060,40.351,0.344,18.323,22.024,29540.085,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,2.2,3.2,7:07,EXT ML,24,N,N,5.97,109.724,UNKN,,CMFL,1025,65000,E.R. WELD,24,1497.0,2079.2,1485.9,2063.8,0.685,1.116,1.0,1.2,2022,Metal Loss_29540.1,True,29540.085,29539.327999999998
8060,40.351,0.344,18.406,21.946,29540.164,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,3.7,3.5,4:17,EXT ML,24,N,N,5.97,109.719,UNKN,,CMFL,1025,65000,E.R. WELD,24,1455.0,2020.8,1435.7,1994.1,0.705,1.084,1.0,1.2,2022,Metal Loss_29540.2,True,29540.164,29539.407
8060,40.351,0.344,19.062,21.289,29540.82,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,9.9,6.5,4:44,EXT ML,24,N,N,5.97,109.672,UNKN,,CMFL,1025,65000,E.R. WELD,24,1356.8,1884.4,1386.9,1926.3,0.756,1.012,1.0,1.2,2022,Metal Loss_29540.8,True,29540.82,29540.063
8060,40.351,0.344,19.649,20.699,29541.411,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,4.6,3.9,7:05,EXT ML,24,N,N,5.97,109.63,UNKN,,CMFL,1025,65000,E.R. WELD,24,1435.0,1993.1,1418.5,1970.2,0.714,1.071,1.0,1.2,2022,Metal Loss_29541.4,True,29541.411,29540.654
8060,40.351,0.344,34.065,6.286,29555.823,Metal Loss,External,37.0,0.127,52.0,GENE,20.0,,,,12.9,4.1,7:23,EXT ML,24,N,N,5.97,108.605,UNKN,,CMFL,1025,65000,E.R. WELD,24,1167.9,1622.1,1281.3,1779.6,0.878,0.869,1.0,1.2,2022,Metal Loss_29555.8,True,29555.823,29555.066
8060,40.351,0.344,36.906,3.445,29558.665,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,5.9,4.1,7:21,EXT ML,24,N,N,5.97,108.403,UNKN,,CMFL,1025,65000,E.R. WELD,24,1457.4,2024.2,1440.2,2000.3,0.703,1.085,1.0,1.2,2022,Metal Loss_29558.7,True,29558.665,29557.908
8060,40.351,0.344,,,29560.846,Start Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER 2012 DIG 16 RECOAT START,24,,,5.97,108.248,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Repair Marker_29560.8,False,29560.846,29560.089
8060,40.351,0.344,39.357,0.994,29561.115,Metal Loss,External,38.0,0.131,53.0,GENE,20.0,,,,2.2,3.8,4:24,EXT ML,24,N,N,5.97,108.228,UNKN,,CMFL,1025,65000,E.R. WELD,24,1446.9,2009.5,1420.4,1972.7,0.709,1.079,1.0,1.2,2022,Metal Loss_29561.1,True,29561.115,29560.358
8060,40.351,0.344,39.564,0.784,29561.325,Metal Loss,External,27.0,0.093,42.0,GENE,20.0,,,,1.7,2.2,8:05,EXT ML,24,N,N,5.97,108.214,UNKN,,CMFL,1025,65000,E.R. WELD,24,1508.2,2094.7,1498.9,2081.8,0.68,1.124,1.0,1.2,2022,Metal Loss_29561.3,True,29561.325,29560.568
8070,40.01,0.344,,,29562.11,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,108.158,11:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29562.1,False,29562.11,29561.353
8070,40.01,0.344,,,29563.406,End Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER 2012 DIG 16 RECOAT END,0,,,5.97,108.066,11:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Repair Marker_29563.4,False,29563.406,29562.648999999998
8080,40.22,0.344,,,29602.119,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,108.28,01:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29602.1,False,29602.119,29601.361999999997
8090,40.0,0.344,,,29642.339,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,2,,,5.97,108.563,01:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29642.3,False,29642.339,29641.582
8090,40.0,0.344,1.247,38.757,29643.586,Seam Weld Manufacturing Anomaly,,,,,,,,,,3.0,,1:28,SWA,2,N,N,5.97,108.571,01:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_29643.6,False,29643.586,29642.828999999998
8090,40.0,0.344,15.043,24.957,29657.385,Seam Weld Manufacturing Anomaly,,,,,,,,,,3.8,,1:36,SWA,2,N,N,5.97,108.724,01:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_29657.4,False,29657.385,29656.627999999997
8100,40.2,0.344,,,29682.343,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,109.011,03:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29682.3,False,29682.343,29681.586
8110,37.608,0.344,,,29722.543,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,109.19,08:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29722.5,False,29722.543,29721.786
8110,37.608,0.344,,,29753.333,Field Bend,,,,,,,,,,,,nan,BEND-COLD OVER,0,,,5.97,107.846,08:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_29753.3,False,29753.333,29752.575999999997
8120,40.492,0.344,,,29760.151,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,2,,,5.97,107.52,07:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29760.2,False,29760.151,29759.394
8120,40.492,0.344,14.626,25.863,29774.78,Seam Weld Manufacturing Anomaly,,,,,,,,,,4.3,,7:46,SWA,2,N,N,5.97,104.174,07:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_29774.8,False,29774.78,29774.022999999997
8120,40.492,0.344,22.51,17.982,29782.661,Seam Weld Manufacturing Anomaly,,,,,,,,,,7.2,,7:40,SWA,2,N,N,5.97,102.077,07:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_29782.7,False,29782.661,29781.904
8130,12.257,0.5,,,29800.643,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,97.294,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29800.6,False,29800.643,29799.886
8130,12.257,0.5,,,29806.768,Bend,,,,,,,,,,,,nan,BEND-HOT PULLED - 5.7D - 41Â° UNDER,0,,,4.14,96.74,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Bend_29806.8,False,29806.768,29806.011
8140,40.249,0.344,,,29812.9,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.500/0.344IN,2,,,5.97,96.925,04:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29812.9,False,29812.9,29812.143
8140,40.249,0.344,,,29812.9,Start Recoat,,,,,,,,,,,,nan,2021 DIG 9 START,2,,,5.97,96.925,04:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Recoat_29812.9,False,29812.9,29812.143
8140,40.249,0.344,0.453,39.797,29813.353,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,7.3,4.2,7:54,EXT ML,2,N,N,5.97,96.938,04:04,24.086,CMFL,1025,65000,E.R. WELD,24,1461.2,2029.4,1445.0,2007.0,0.702,1.086,1.0,1.2,2022,Metal Loss_29813.4,True,29813.353,29812.595999999998
8140,40.249,0.344,0.463,39.787,29813.363,Metal Loss,External,33.0,0.113,48.0,GENE,20.0,,,,5.7,1.6,9:52,EXT ML,2,N,N,5.97,96.939,04:04,37.49,CMFL,1025,65000,E.R. WELD,24,1312.2,1822.5,1355.1,1882.0,0.781,0.979,1.0,1.2,2022,Metal Loss_29813.4,True,29813.363,29812.606
8140,40.249,0.344,,,29814.426,End Recoat,,,,,,,,,,,,nan,2021 DIG 9 END,2,,,5.97,96.971,04:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Recoat_29814.4,False,29814.426,29813.668999999998
8150,20.203,0.344,,,29853.15,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,109.832,03:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29853.2,False,29853.15,29852.393
8150,20.203,0.344,,,29861.01,Field Bend,,,,,,,,,,,,nan,BEND-COLD OVER,0,,,5.97,111.708,03:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_29861.0,False,29861.01,29860.252999999997
8160,34.301,0.344,,,29873.353,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,114.072,07:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29873.4,False,29873.353,29872.595999999998
8160,34.301,0.344,15.791,18.51,29889.144,Seam Weld Manufacturing Anomaly,,,,,,,,,,7.8,,7:37,SWA,1,N,N,5.97,116.728,07:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_29889.1,False,29889.144,29888.387
8160,34.301,0.344,,,29893.33,Field Bend,,,,,,,,,,,,nan,BEND-COLD OVER,1,,,5.97,117.414,07:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_29893.3,False,29893.33,29892.573
8170,40.279,0.344,,,29907.654,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,119.762,08:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29907.7,False,29907.654,29906.896999999997
8180,40.036,0.344,,,29947.933,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,124.645,02:08,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29947.9,False,29947.933,29947.176
8190,40.23,0.344,,,29987.966,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,2,,,5.97,128.147,03:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_29988.0,False,29987.966,29987.209
8190,40.23,0.344,2.395,37.838,29990.361,Seam Weld Manufacturing Anomaly,,,,,,,,,,9.0,,3:10,SWA,2,N,N,5.97,128.351,03:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_29990.4,False,29990.361,29989.604
8190,40.23,0.344,2.844,37.385,29990.814,Seam Weld Manufacturing Anomaly,,,,,,,,,,9.9,,3:11,SWA,2,N,N,5.97,128.379,03:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_29990.8,False,29990.814,29990.056999999997
8200,40.059,0.344,,,30028.199,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,130.405,09:16,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30028.2,False,30028.199,30027.442
8210,40.144,0.344,,,30068.255,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,131.825,10:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30068.3,False,30068.255,30067.498
8220,40.01,0.344,,,30108.399,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,132.81,03:00,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30108.4,False,30108.399,30107.642
8230,40.22,0.344,,,30148.409,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,133.32,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30148.4,False,30148.409,30147.652
8240,40.016,0.344,,,30188.629,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,132.853,02:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30188.6,False,30188.629,30187.872
8240,40.016,0.344,,,30218.327,Field Bend,,,,,,,,,,,,nan,BEND-COLD OVER,0,,,5.97,131.922,02:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_30218.3,False,30218.327,30217.57
8250,40.125,0.344,,,30228.645,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,3,,,5.97,131.582,03:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30228.6,False,30228.645,30227.888
8250,40.125,0.344,4.364,35.761,30233.009,Seam Weld Manufacturing Anomaly,,,,,,,,,,5.7,,3:36,SWA,3,N,N,5.97,131.394,03:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_30233.0,False,30233.009,30232.251999999997
